directory_table,directory_id,directory_name,catalogue_table,catalogue_id,mapping_rule,disposition,flag_reason,from_UMCG,notes,data_quality_error,data_quality_reason,collections_fold_review,name_coherence,part_of_possible_facts_fold
Biobanks,bbmri-eric:ID:CH_HopitauxUniversitairesGeneve,Hôpitaux Universitaires Genève,Biobanks,bbmri-eric:ID:CH_HopitauxUniversitairesGeneve,biobank 2+coll -> Biobanks holding 8,auto,,False,,False,,distinct_collections,0.11,
Biobanks,bbmri-eric:ID:BE_VITO,Biobank@VITO,Biobanks,bbmri-eric:ID:BE_VITO,biobank 2+coll -> Biobanks holding 2,auto,,False,part of legal entity 'VITO',False,,collections_are_facts,0.0,
Biobanks,bbmri-eric:ID:CH_SwissTPH,Swiss Tropical and Public Health Institute,Collections,bbmri-eric:ID:CH_CHUV:collection:CH_SAPALDIA,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:CH_ETH,Eidgenössisch Technische Hochschule,Biobanks,bbmri-eric:ID:CH_ETH,biobank 2+coll -> Biobanks holding 2,auto,,False,,True,"[JuridicalPersonIsPerson] juridical_person 'Eidgenössisch Technische Hochschule' has person-name shape (2-3 capitalized tokens, no institute keyword) -- verify",collections_are_facts,1.0,
Biobanks,bbmri-eric:ID:CH_ICH,Institut Central des Hôpitaux de Sion,Collections,bbmri-eric:ID:CH_ICH:collection:CH_FH,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:CH_KinderspitalZurich,Kinderspital Zürich,Biobanks,bbmri-eric:ID:CH_KinderspitalZurich,biobank 2+coll -> Biobanks holding 2,auto,,False,,False,,distinct_collections,0.0,
Biobanks,bbmri-eric:ID:DE_ACBB,Augsburg Central BioBank,Biobanks,bbmri-eric:ID:DE_ACBB,biobank 2+coll -> Biobanks holding 3,auto,,False,part of legal entity 'Universitätsklinikum Augsburg',False,,collections_are_facts,0.33,
Biobanks,bbmri-eric:ID:DE_BioMaSOTA,Biobank der Medizinischen Fakultät der Universität Köln,Collections,bbmri-eric:ID:DE_BioMaSOTA:collection:MainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_CBBMR,Comprehensive Biobank Marburg,Biobanks,bbmri-eric:ID:DE_CBBMR,biobank 2+coll -> Biobanks holding 2,auto,,False,part of legal entity 'Medical Faculty of the Philipps University Marburg',False,,distinct_collections,0.0,
Biobanks,bbmri-eric:ID:FR_BB-0033-00056,CRB Sante - Rennes,Collections,bbmri-eric:ID:FR_BB-0033-00056:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:CY_ALLBIO,ALLBIO INTERNATIONAL,Collections,bbmri-eric:ID:CY_ALLBIO:collection:COVID19PROSPECTIVE,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_EBiSC,The European Bank for induced Pluripotent Stem Cells,Collections,bbmri-eric:ID:DE_EBiSC:collection:EBiSC,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:CH_HFR,HFR biobank infrastructure,Collections,bbmri-eric:ID:CH_CHUV:collection:CH_HFR_RHEUM,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_CIMD,Fraunhofer CIMD Biobank,Biobanks,bbmri-eric:ID:DE_CIMD,biobank 2+coll -> Biobanks holding 5,auto,,False,part of legal entity 'Fraunhofer Gesellschaft',True,"[JuridicalPersonIsPerson] juridical_person 'Fraunhofer Gesellschaft' has person-name shape (2-3 capitalized tokens, no institute keyword) -- verify",distinct_collections,0.6,
Biobanks,bbmri-eric:ID:DE_COSYCONET,German COPD and Systemic Consequences - Comorbidities Network,Collections,bbmri-eric:ID:DE_COSYCONET:collection:all_samples,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_CeBE,Central Biobank Erlangen,Biobanks,bbmri-eric:ID:DE_CeBE,biobank 2+coll -> Biobanks holding 4,auto,,False,part of legal entity 'University Hostpital Erlangen',False,,distinct_collections,0.0,
Biobanks,bbmri-eric:ID:FR_BB-0033-00019,Le Centre de Ressources Biologiques sur la Scleros,Collections,bbmri-eric:ID:FR_BB-0033-00019:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_DZD,DZD Biobanking,Biobanks,bbmri-eric:ID:DE_DZD,biobank 2+coll -> Biobanks holding 5,auto,,False,part of legal entity 'To be filled in',False,,distinct_collections,0.3,
Biobanks,bbmri-eric:ID:DE_BMBN,BioMaterialBank Nord,Collections,bbmri-eric:ID:DE_BMBN:collection:Main_collection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,True,"[JuridicalPersonIsPerson] juridical_person 'Forschungszentrum Borstel' has person-name shape (2-3 capitalized tokens, no institute keyword) -- verify",,,
Biobanks,bbmri-eric:ID:DE_DZIFTX,Transplant Cohort of the German Center for Infectious Research e.V.,Collections,bbmri-eric:ID:DE_KDEB:collection:DZIF-TxCohort,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_GCKD,German Chronic Kidney Disease-Biobank,Collections,bbmri-eric:ID:DE_GCKD:collection:all_samples,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_IBM,Integrierte Biobank Mannheim / Integrated Biobank Mannheim,Biobanks,bbmri-eric:ID:DE_IBM,biobank 2+coll -> Biobanks holding 2,auto,,False,part of legal entity 'Medizinische Fakultät Mannheim der Universität Heidelberg',False,,collections_are_facts,0.0,
Biobanks,bbmri-eric:ID:AT_MUG,Biobank Graz,Biobanks,bbmri-eric:ID:AT_MUG,biobank 2+coll -> Biobanks holding 541,auto,,False,part of legal entity 'Medical University of Graz',False,,collections_are_facts,0.09,
Biobanks,bbmri-eric:ID:CH_SwissParaplegicResearch,Swiss Paraplegic Research,Collections,bbmri-eric:ID:CH_SwissParaplegicResearch:collection:CH_SwiSCI,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_IPA,Biobank des Instituts für Prävention und Arbeitsmedizin der Deutschen Gesetzlichen Unfallversicherung Institut der Ruhr-Universität Bochum (IPA),Biobanks,bbmri-eric:ID:DE_IPA,biobank 2+coll -> Biobanks holding 8,auto,,False,part of legal entity 'Berufsgenossenschaft Rohstoffe und chemische Industrie (BG RCI)',False,,distinct_collections,0.75,
Biobanks,bbmri-eric:ID:DE_ASK-Tx,Asklepios Biobank für Lungenerkrankungen - Asklepios Biobank for Lung Diseases,Collections,bbmri-eric:ID:DE_ASK-Tx:collection:all_samples,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_NAPKON,Nationales Pandemie Kohorten Netz,Biobanks,bbmri-eric:ID:DE_NAPKON,biobank 2+coll -> Biobanks holding 3,auto,,False,part of legal entity 'Charité – Universitätsmedizin Berlin',False,,distinct_collections,1.0,
Biobanks,bbmri-eric:ID:EXT_76823,CIBERER Biobank,Biobanks,bbmri-eric:ID:EXT_76823,biobank 1:1 real-org -> Biobanks holding 1 (has quality/services),needs_curation,is-it-a-real-org? (1:1 triage),False,"part of legal entity 'CIBER, ISCIII - Ministry of Economy, Industry and Competitiveness'",False,,,,
Biobanks,bbmri-eric:ID:CH_synapsy,Synapsy Mental Health Biobank Infrastructure,Collections,bbmri-eric:ID:CH_Unige:collection:CH_NeuroDevDisease,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_UGMLC-Giessen,UGMLC Giessen Biobank,Collections,bbmri-eric:ID:DE_UGMLC-Giessen:collection:main,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,True,"[JuridicalPersonIsPerson] juridical_person 'Dr. Clemens Ruppert' exactly matches a Persons.full_name on file -- verify | [GeoCoordsWithinCountry] coordinates present but unparseable: lat='N50 34.275', lon='E8 39.889'",,,
Biobanks,bbmri-eric:ID:EXT_UHN,UHN COVID-19 Biobank,Collections,bbmri-eric:ID:EXT_UHN:collection:covid19,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_BBR,BioBank Rostock,Biobanks,bbmri-eric:ID:DE_BBR,biobank 2+coll -> Biobanks holding 4,auto,,False,part of legal entity 'Universitätsmedizin Rostock',False,,collections_are_facts,1.0,
Biobanks,bbmri-eric:ID:FR_BB-0033-00046-5,CRB-HCL-Cytatheque onco-hematologique,Collections,bbmri-eric:ID:FR_BB-0033-00046-5:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_NRCHD,National Register for Congenital Heart Defects,Collections,bbmri-eric:ID:DE_NRCHD:collection:all_samples,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_BMBUKE,Biomaterialbanken am Universitätsklinikum Hamburg-Eppendorf,Collections,bbmri-eric:ID:DE_KDEB:collection:UCCH-Biobank,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_FREEZE-Biobank,FREEZE-Biobank Freiburg,Biobanks,bbmri-eric:ID:DE_FREEZE-Biobank,biobank 2+coll -> Biobanks holding 12,auto,,False,part of legal entity 'Universitätsklinikum Freiburg',False,,distinct_collections,1.0,
Biobanks,bbmri-eric:ID:FR_BB-0033-00060,Cytotheque hemopathies malignes - HIMIP - Toulouse,Collections,bbmri-eric:ID:FR_BB-0033-00060:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_BIPS,Biobank des Leibniz Instituts für Präventionsforschung und Epidemiologie - BIPS,Biobanks,bbmri-eric:ID:DE_BIPS,biobank 2+coll -> Biobanks holding 6,auto,,False,part of legal entity 'Leibniz Institut für Präventionsforschung und Epidemiologie - BIPS',False,,distinct_collections,0.0,
Biobanks,bbmri-eric:ID:EXT_UNB,Uganda National Biorepository,Biobanks,bbmri-eric:ID:EXT_UNB,biobank 2+coll -> Biobanks holding 2,auto,,False,part of legal entity 'Dr. Isaac Ssewanyana',True,[JuridicalPersonIsPerson] juridical_person 'Dr. Isaac Ssewanyana' exactly matches a Persons.full_name on file -- verify,distinct_collections,1.0,
Biobanks,bbmri-eric:ID:DE_ZeBanC,Central Biobank Charité,Biobanks,bbmri-eric:ID:DE_ZeBanC,biobank 2+coll -> Biobanks holding 8,auto,,False,part of legal entity 'Charité - University Hospital Berlin',False,,distinct_collections,0.14,
Biobanks,bbmri-eric:ID:FR_BB-0033-00072,CelluloNet,Collections,bbmri-eric:ID:FR_BB-0033-00072:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_WBE,Westdeutsche Biobank Essen,Biobanks,bbmri-eric:ID:DE_WBE,biobank 2+coll -> Biobanks holding 2,auto,,False,part of legal entity 'Universitätsklinikum Essen',False,,distinct_collections,0.0,
Biobanks,bbmri-eric:ID:FR_BB-0033-00021,PRB Creteil,Collections,bbmri-eric:ID:FR_BB-0033-00021:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:BE_BERA1,Biobanque Hôpital Erasme-ULB,Biobanks,bbmri-eric:ID:BE_BERA1,biobank 1:1 real-org -> Biobanks holding 1 (has quality/services),needs_curation,is-it-a-real-org? (1:1 triage),False,part of legal entity 'Hôpital Erasme',False,,,,
Biobanks,bbmri-eric:ID:BE_71024388,University Biobank Limburg,Biobanks,bbmri-eric:ID:BE_71024388,biobank 1:1 real-org -> Biobanks holding 1 (has quality/services),needs_curation,is-it-a-real-org? (1:1 triage),False,part of legal entity 'Jessa Hospital',False,,,,
Biobanks,bbmri-eric:ID:CH_UKBB,Universitäts-Kinderspital beider Basel,Collections,bbmri-eric:ID:CH_UKBB:collection:CH_UKBB,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_DZHK,DZHK Heart Bank,Biobanks,bbmri-eric:ID:DE_DZHK,biobank 2+coll -> Biobanks holding 2,auto,,False,,False,,distinct_collections,1.0,
Biobanks,bbmri-eric:ID:DE_IRB,Integrated Research Biobank,Collections,bbmri-eric:ID:DE_IRB:collection:SHIP,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_MPIP,Biobank des Max-Planck-Instituts für Psychiatrie,Collections,bbmri-eric:ID:DE_MPIP:collection:DZPG,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_Popgen,popgen Biobank,Collections,bbmri-eric:ID:DE_P2N-Popgen:collection:popgen,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:FR_BB-0033-00020,CRB-Bichat Claude Bernard,Collections,bbmri-eric:ID:FR_BB-0033-00020:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_ZBR,Zentrale Biobank Regensburg,Biobanks,bbmri-eric:ID:DE_ZBR,biobank 2+coll -> Biobanks holding 2,auto,,False,"part of legal entity 'University of Regensburg, Faculty of Medicine of the University of Regensburg and University Hospital Regensburg'",False,,collections_are_facts,1.0,
Biobanks,bbmri-eric:ID:DE_BMB-CCCKiel,Translational Interdisciplinary Biobank Kiel (TRIBanK),Collections,bbmri-eric:ID:DE_P2N-Popgen:collection:BMB-CCC,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_DZIF-GB,DZIF Tissue Bank,Biobanks,bbmri-eric:ID:DE_DZIF-GB,biobank 1:1 real-org -> Biobanks holding 1 (has quality/services),needs_curation,is-it-a-real-org? (1:1 triage),False,part of legal entity 'Heidelberg University Hospital',False,,,,
Biobanks,bbmri-eric:ID:DE_VBBH,Vascular Biobank Heidelberg,Collections,bbmri-eric:ID:DE_BMBH:collection:VBBH,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:FR_BB-0033-00027,CRB Foie (Jean Verdier),Collections,bbmri-eric:ID:FR_BB-0033-00027:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:CH_UniversityOfBern,University of Bern,Biobanks,bbmri-eric:ID:CH_UniversityOfBern,biobank 2+coll -> Biobanks holding 3,auto,,False,,False,,distinct_collections,0.33,
Biobanks,bbmri-eric:ID:DE_MTCC,Muscle Tissue Culture Collection,Collections,bbmri-eric:ID:DE_MTCC:collection:MainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_UTZBD,Biomaterialbank des Universitätstumorzentrums (UTZ),Biobanks,bbmri-eric:ID:DE_UTZBD,biobank 2+coll -> Biobanks holding 3,auto,,False,part of legal entity 'Universitätsklinikum Düsseldorf',True,"[GeoCoordsWithinCountry] only one of latitude/longitude provided (lat='51.19574735414634, 6.789824456332765', lon=None)",distinct_collections,0.0,
Biobanks,bbmri-eric:ID:DE_UDS_Biobank_MedicalFaculty,"Biobank, Faculty of Medicine, Saarland University",Biobanks,bbmri-eric:ID:DE_UDS_Biobank_MedicalFaculty,"biobank 0-coll -> Biobanks holding 0 (identity only, no collections yet)",auto,,False,"part of legal entity 'Universitaet des Saarlandes, Medizinische Fakultaet'",True,[NoCollections] biobank has zero collections (CEX:NoCollections),,,
Biobanks,bbmri-eric:ID:FR_BB-0033-00023,CRB-Pathologie-Cochin,Collections,bbmri-eric:ID:FR_BB-0033-00023:collection:mainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:BE_UCL,Biothèque UCLouvain,Collections,bbmri-eric:ID:BE_UCL:collection:all_samples,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_HUB,Hannover Unified Biobank,Biobanks,bbmri-eric:ID:DE_HUB,biobank 2+coll -> Biobanks holding 30,auto,,False,part of legal entity 'Medizinische Hochschule Hannover',True,"[JuridicalPersonIsPerson] juridical_person 'Medizinische Hochschule Hannover' has person-name shape (2-3 capitalized tokens, no institute keyword) -- verify",distinct_collections,0.39,
Biobanks,bbmri-eric:ID:DE_Lungenbiobank,Lungenbiobank Heidelberg,Biobanks,bbmri-eric:ID:DE_Lungenbiobank,biobank 1:1 real-org -> Biobanks holding 1 (has quality/services),needs_curation,is-it-a-real-org? (1:1 triage),False,part of legal entity 'Thoraxklinik Heidelberg',True,[SuspiciousContent] description: suspiciously short (<3 words): 'Thoracic Diseases',,,
Biobanks,bbmri-eric:ID:DE_BioPsy,Biobank of the Center for Innovative Psychiatric and Psychotherapeutic Research,Collections,bbmri-eric:ID:DE_BioPsy:collection:Main_collecion,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_NCT-GB,NCT Tissue Bank,Biobanks,bbmri-eric:ID:DE_NCT-GB,biobank 1:1 real-org -> Biobanks holding 1 (has quality/services),needs_curation,is-it-a-real-org? (1:1 triage),False,part of legal entity 'Heidelberg University Hospital',False,,,,
Biobanks,bbmri-eric:ID:DE_NBT,Neuro-Biobank Tübingen,Collections,bbmri-eric:ID:DE_NBT:collection:MainCollection,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_zbiobmd,Zentrale Biobank Magdeburg,Collections,bbmri-eric:ID:DE_zbiobmd:collection:blood,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_BBMUL-CT,Biobank der Medizinischen Universität Lausitz - Carl Thiem,Biobanks,bbmri-eric:ID:DE_BBMUL-CT,"biobank 0-coll -> Biobanks holding 0 (identity only, no collections yet)",auto,,False,part of legal entity 'Medizinische Universität Lausitz - Carl Thiem',True,"[GeoCoordsWithinCountry] coordinates present but unparseable: lat='5.174.357', lon='1.432.101' | [NoCollections] biobank has zero collections (CEX:NoCollections)",,,
Biobanks,bbmri-eric:ID:DE_BIOLIP,Biobank Lippe,Collections,bbmri-eric:ID:DE_BIOLIP:collection:NAPKON,biobank 1:1 attribute-poor -> collapsed into Collection (no Biobanks row),needs_curation,is-it-a-real-org? (1:1 triage),False,,False,,,,
Biobanks,bbmri-eric:ID:DE_Helmholtz-MuenchenBiobank,Helmholtz München Biobank,Biobanks,bbmri-eric:ID:DE_Helmholtz-MuenchenBiobank,biobank 2+coll -> Biobanks holding 2,auto,,False,part of legal entity 'Helmholtz Center Munich',False,,distinct_collections,0.0,
