name,order,code,parent,ontologyTermURI,definition,codesystem
A36.3 Cutaneous diphtheria,198,A36.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.3,,ICD10
A36.8 Other diphtheria,199,A36.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.8,,ICD10
"A36.9 Diphtheria, unspecified",200,A36.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A36.9,,ICD10
A37 Whooping cough,201,A37,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A37,,ICD10
A37.0 Whooping cough due to Bordetella pertussis,202,A37.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A37.0,ORPHAcode: 1489 Whooping cough,ICD10
A37.1 Whooping cough due to Bordetella parapertussis,203,A37.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A37.1,,ICD10
A37.8 Whooping cough due to other Bordetella species,204,A37.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A37.8,,ICD10
"A37.9 Whooping cough, unspecified",205,A37.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A37.9,,ICD10
A38 Scarlet fever,206,A38,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A38,ORPHAcode: 36235 Staphylococcal scarlet fever,ICD10
A39 Meningococcal infection,207,A39,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39,,ICD10
A39.0 Meningococcal meningitis,208,A39.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.0,,ICD10
A39.1 Meningococcal infection - Waterhouse-Friderichsen syndrome,209,A39.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.1,,ICD10
A39.2 Meningococcal infection - Acute meningococcaemia,210,A39.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.2,,ICD10
A39.3 Meningococcal infection - Chronic meningococcaemia,211,A39.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.3,,ICD10
"A39.4 Meningococcal infection - Meningococcaemia, unspecified",212,A39.4,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.4,,ICD10
A39.5 Meningococcal heart disease,213,A39.5,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.5,,ICD10
A39.8 Other meningococcal infections,214,A39.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.8,,ICD10
"A39.9 Meningococcal infection, unspecified",215,A39.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A39.9,,ICD10
A40 Streptococcal sepsis,216,A40,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40,,ICD10
"A40.0 Sepsis due to streptococcus, group A",217,A40.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40.0,,ICD10
"A40.1 Sepsis due to streptococcus, group B",218,A40.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40.1,,ICD10
"A40.2 Sepsis due to streptococcus, group D",219,A40.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40.2,,ICD10
A40.3 Sepsis due to Streptococcus pneumoniae,220,A40.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40.3,,ICD10
A40.8 Other streptococcal sepsis,221,A40.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40.8,,ICD10
"A40.9 Streptococcal sepsis, unspecified",222,A40.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A40.9,,ICD10
A41 Other sepsis,223,A41,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41,,ICD10
A41.0 Sepsis due to Staphylococcus aureus,224,A41.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.0,,ICD10
A41.1 Sepsis due to other specified staphylococcus,225,A41.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.1,,ICD10
A41.2 Sepsis due to unspecified staphylococcus,226,A41.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.2,,ICD10
A41.3 Sepsis due to Haemophilus influenzae,227,A41.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.3,,ICD10
A41.4 Sepsis due to anaerobes,228,A41.4,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.4,,ICD10
A41.5 Sepsis due to other Gram-negative organisms,229,A41.5,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.5,,ICD10
A41.8 Other specified sepsis,230,A41.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.8,,ICD10
"A41.9 Sepsis, unspecified",231,A41.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A41.9,,ICD10
A42 Actinomycosis,232,A42,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42,,ICD10
A42.0 Pulmonary actinomycosis,233,A42.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42.0,,ICD10
A42.1 Abdominal actinomycosis,234,A42.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42.1,,ICD10
A42.2 Cervicofacial actinomycosis,235,A42.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42.2,,ICD10
A42.7 Actinomycosis - Actinomycotic sepsis,236,A42.7,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42.7,,ICD10
A42.8 Other forms of actinomycosis,237,A42.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42.8,ORPHAcode: 457095 Actinomycosis,ICD10
"A42.9 Actinomycosis, unspecified",238,A42.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A42.9,,ICD10
A43 Nocardiosis,239,A43,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A43,,ICD10
A43.0 Pulmonary nocardiosis,240,A43.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A43.0,ORPHAcode: 31204 Nocardiosis,ICD10
A43.1 Cutaneous nocardiosis,241,A43.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A43.1,,ICD10
A43.8 Other forms of nocardiosis,242,A43.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A43.8,,ICD10
"A43.9 Nocardiosis, unspecified",243,A43.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A43.9,,ICD10
A44 Bartonellosis,244,A44,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A44,,ICD10
A44.0 Systemic bartonellosis,245,A44.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A44.0,ORPHAcode: 64692 Oroya fever,ICD10
A44.1 Cutaneous and mucocutaneous bartonellosis,246,A44.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A44.1,,ICD10
A44.8 Other forms of bartonellosis,247,A44.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A44.8,,ICD10
"A44.9 Bartonellosis, unspecified",248,A44.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A44.9,,ICD10
A46 Erysipelas,249,A46,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A46,,ICD10
"A48 Other bacterial diseases, not elsewhere classified",250,A48,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48,,ICD10
"A48.0 Other bacterial diseases, not elsewhere classified - Gas gangrene",251,A48.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48.0,,ICD10
"A48.1 Other bacterial diseases, not elsewhere classified - Legionnaires disease",252,A48.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48.1,ORPHAcode: 549 Legionnaires disease,ICD10
"A48.2 Other bacterial diseases, not elsewhere classified - Nonpneumonic Legionnaires disease [Pontiac fever]",253,A48.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48.2,ORPHAcode: 99748 Pontiac fever,ICD10
"A48.3 Other bacterial diseases, not elsewhere classified - Toxic shock syndrome",254,A48.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48.3,ORPHAcode: 36234 Bacterial toxic-shock syndrome,ICD10
"A48.4 Other bacterial diseases, not elsewhere classified - Brazilian purpuric fever",255,A48.4,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48.4,,ICD10
A48.8 Other specified bacterial diseases,256,A48.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A48.8,ORPHAcode: 1902 Ehrlichiosis,ICD10
A49 Bacterial infection of unspecified site,257,A49,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49,,ICD10
"A49.0 Staphylococcal infection, unspecified site",258,A49.0,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49.0,,ICD10
"A49.1 Streptococcal and enterococcal infection, unspecified site",259,A49.1,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49.1,,ICD10
"A49.2 Haemophilus influenzae infection, unspecified site",260,A49.2,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49.2,,ICD10
"A49.3 Mycoplasma infection, unspecified site",261,A49.3,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49.3,,ICD10
A49.8 Other bacterial infections of unspecified site,262,A49.8,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49.8,,ICD10
"A49.9 Bacterial infection, unspecified",263,A49.9,A30-A49 Other bacterial diseases,http://identifiers.org/icd/A49.9,,ICD10
A50-A64 Infections with a predominantly sexual mode of transmission,264,,I Certain infectious and parasitic diseases,,,ICD10
A50 Congenital syphilis,265,A50,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50,ORPHAcode: 499009 Congenital syphilis,ICD10
"A50.0 Early congenital syphilis, symptomatic",266,A50.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.0,,ICD10
A67.0 Primary lesions of pinta,267,A67.0,A65-A69 Other spirochaetal diseases,http://identifiers.org/icd/A67.0,,ICD10
"A50.1 Early congenital syphilis, latent",268,A50.1,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.1,,ICD10
"A50.2 Early congenital syphilis, unspecified",269,A50.2,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.2,,ICD10
A50.3 Late congenital syphilitic oculopathy,270,A50.3,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.3,,ICD10
A50.4 Late congenital neurosyphilis [juvenile neurosyphilis],271,A50.4,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.4,,ICD10
"A50.5 Other late congenital syphilis, symptomatic",272,A50.5,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.5,,ICD10
"A50.6 Late congenital syphilis, latent",273,A50.6,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.6,,ICD10
"A50.7 Late congenital syphilis, unspecified",274,A50.7,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.7,,ICD10
"A50.9 Congenital syphilis, unspecified",275,A50.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A50.9,,ICD10
A51 Early syphilis,276,A51,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51,,ICD10
A51.0 Primary genital syphilis,277,A51.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.0,,ICD10
A51.1 Primary anal syphilis,278,A51.1,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.1,,ICD10
A51.2 Primary syphilis of other sites,279,A51.2,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.2,,ICD10
A51.3 Secondary syphilis of skin and mucous membranes,280,A51.3,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.3,,ICD10
A51.4 Other secondary syphilis,281,A51.4,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.4,,ICD10
"A51.5 Early syphilis, latent",282,A51.5,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.5,,ICD10
"A51.9 Early syphilis, unspecified",283,A51.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A51.9,,ICD10
A52 Late syphilis,284,A52,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52,,ICD10
A52.0 Cardiovascular syphilis,285,A52.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.0,,ICD10
A52.1 Symptomatic neurosyphilis,286,A52.1,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.1,,ICD10
A52.2 Asymptomatic neurosyphilis,287,A52.2,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.2,,ICD10
"A52.3 Neurosyphilis, unspecified",288,A52.3,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.3,,ICD10
A52.7 Other symptomatic late syphilis,289,A52.7,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.7,,ICD10
"A52.8 Late syphilis, latent",290,A52.8,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.8,,ICD10
"A52.9 Late syphilis, unspecified",291,A52.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A52.9,,ICD10
A53 Other and unspecified syphilis,292,A53,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A53,,ICD10
"A53.0 Latent syphilis, unspecified as early or late",293,A53.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A53.0,,ICD10
"A53.9 Syphilis, unspecified",294,A53.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A53.9,,ICD10
A54 Gonococcal infection,295,A54,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54,,ICD10
A54.0 Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,296,A54.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.0,,ICD10
A54.1 Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,297,A54.1,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.1,,ICD10
A54.2 Gonococcal pelviperitonitis and other gonococcal genitourinary infections,298,A54.2,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.2,,ICD10
A54.3 Gonococcal infection of eye,299,A54.3,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.3,,ICD10
A54.4 Gonococcal infection of musculoskeletal system,300,A54.4,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.4,,ICD10
A54.5 Gonococcal pharyngitis,301,A54.5,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.5,,ICD10
A54.6 Gonococcal infection of anus and rectum,302,A54.6,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.6,,ICD10
A67.1 Intermediate lesions of pinta,303,A67.1,A65-A69 Other spirochaetal diseases,http://identifiers.org/icd/A67.1,,ICD10
A54.8 Other gonococcal infections,304,A54.8,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.8,,ICD10
"A54.9 Gonococcal infection, unspecified",305,A54.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A54.9,,ICD10
A55 Chlamydial lymphogranuloma (venereum),306,A55,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A55,,ICD10
A56 Other sexually transmitted chlamydial diseases,307,A56,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56,,ICD10
A56.0 Chlamydial infection of lower genitourinary tract,308,A56.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56.0,,ICD10
A56.1 Chlamydial infection of pelviperitoneum and other genitourinary organs,309,A56.1,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56.1,,ICD10
"A56.2 Chlamydial infection of genitourinary tract, unspecified",310,A56.2,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56.2,,ICD10
A56.3 Chlamydial infection of anus and rectum,311,A56.3,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56.3,,ICD10
A56.4 Chlamydial infection of pharynx,312,A56.4,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56.4,,ICD10
A56.8 Sexually transmitted chlamydial infection of other sites,313,A56.8,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A56.8,,ICD10
A57 Chancroid,314,A57,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A57,,ICD10
A58 Granuloma inguinale,315,A58,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A58,,ICD10
A59 Trichomoniasis,316,A59,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A59,,ICD10
A59.0 Urogenital trichomoniasis,317,A59.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A59.0,,ICD10
A59.8 Trichomoniasis of other sites,318,A59.8,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A59.8,,ICD10
"A59.9 Trichomoniasis, unspecified",319,A59.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A59.9,,ICD10
A60 Anogenital herpesviral [herpes simplex] infection,320,A60,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A60,,ICD10
A60.0 Herpesviral infection of genitalia and urogenital tract,321,A60.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A60.0,,ICD10
A60.1 Herpesviral infection of perianal skin and rectum,322,A60.1,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A60.1,,ICD10
"A60.9 Anogenital herpesviral infection, unspecified",323,A60.9,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A60.9,,ICD10
"A63 Other predominantly sexually transmitted diseases, not elsewhere classified",324,A63,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A63,,ICD10
"A63.0 Other predominantly sexually transmitted diseases, not elsewhere classified - Anogenital (venereal) warts",325,A63.0,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A63.0,,ICD10
A63.8 Other specified predominantly sexually transmitted diseases,326,A63.8,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A63.8,,ICD10
A64 Unspecified sexually transmitted disease,327,A64,A50-A64 Infections with a predominantly sexual mode of transmission,http://identifiers.org/icd/A64,,ICD10
A65-A69 Other spirochaetal diseases,328,,I Certain infectious and parasitic diseases,,,ICD10
