name,code,order,parent,ontologyTermURI
A03AB13 (bevonium),A03AB13,165,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093686
A03AB14 (pipenzolate),A03AB14,166,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093687
A03AB15 (diphemanil),A03AB15,167,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093688
A03AB16 ((2-benzhydryloxyethyl)diethyl-methylammonium iodide),A03AB16,168,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093689
A03AB17 (tiemonium iodide),A03AB17,169,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093690
A03AB18 (prifinium bromide),A03AB18,170,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093691
A03AB19 (timepidium bromide),A03AB19,171,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093692
A03AB21 (fenpiverinium),A03AB21,172,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093693
"A03AB53 (oxyphenonium, combinations)",A03AB53,173,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093694
"A03AC (Synthetic antispasmodics, amides with tertiary amines)",A03AC,174,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093695
A03AC02 (dimethylaminopropionylphenothiazine),A03AC02,175,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093696
A03AC04 (nicofetamide),A03AC04,176,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093697
A03AC05 (tiropramide),A03AC05,177,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093698
A03AD (Papaverine and derivatives),A03AD,178,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093699
A03AD01 (papaverine),A03AD01,179,A03AD (Papaverine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093700
A03AD02 (drotaverine),A03AD02,180,A03AD (Papaverine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093701
A03AD30 (moxaverine),A03AD30,181,A03AD (Papaverine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093702
A03AE (Serotonin receptor antagonists),A03AE,182,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093703
A03AE01 (alosetron),A03AE01,183,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093704
A03AE02 (tegaserod),A03AE02,184,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093705
A03AE03 (cilansetron),A03AE03,185,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093706
A03AE04 (prucalopride),A03AE04,186,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093707
A03AX (Other drugs for functional gastrointestinal disorders),A03AX,187,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093708
A03AX01 (fenpiprane),A03AX01,188,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093709
A03AX02 (diisopromine),A03AX02,189,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093710
A03AX03 (chlorbenzoxamine),A03AX03,190,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093711
A03AX04 (pinaverium),A03AX04,191,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093712
A03AX05 (fenoverine),A03AX05,192,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093713
A03AX06 (idanpramine),A03AX06,193,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093714
A03AX07 (proxazole),A03AX07,194,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093715
A03AX08 (alverine),A03AX08,195,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093716
A03AX09 (trepibutone),A03AX09,196,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093717
A03AX10 (isometheptene),A03AX10,197,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093718
A03AX11 (caroverine),A03AX11,198,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093719
A03AX12 (phloroglucinol),A03AX12,199,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093720
A03AX13 (silicones),A03AX13,200,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093721
A03AX30 (trimethyldiphenylpropylamine),A03AX30,201,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093722
"A03AX58 (alverine, combinations)",A03AX58,202,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093723
"A03B (BELLADONNA AND DERIVATIVES, PLAIN)",A03B,203,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093724
"A03BA (Belladonna alkaloids, tertiary amines)",A03BA,204,"A03B (BELLADONNA AND DERIVATIVES, PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093725
A03BA01 (atropine),A03BA01,205,"A03BA (Belladonna alkaloids, tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093726
A03BA03 (hyoscyamine),A03BA03,206,"A03BA (Belladonna alkaloids, tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093727
A03BA04 (belladonna total alkaloids),A03BA04,207,"A03BA (Belladonna alkaloids, tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093728
"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",A03BB,208,"A03B (BELLADONNA AND DERIVATIVES, PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093729
A03BB01 (butylscopolamine),A03BB01,209,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093730
A03BB02 (methylatropine),A03BB02,210,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093731
A03BB03 (methylscopolamine),A03BB03,211,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093732
A03BB04 (fentonium),A03BB04,212,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093733
A03BB05 (cimetropium bromide),A03BB05,213,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093734
A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),A03C,214,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093735
A03CA (Synthetic anticholinergic agents in combination with psycholeptics),A03CA,215,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093736
A03CA01 (isopropamide and psycholeptics),A03CA01,216,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093737
A03CA02 (clidinium and psycholeptics),A03CA02,217,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093738
A03CA03 (oxyphencyclimine and psycholeptics),A03CA03,218,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093739
A03CA04 (otilonium bromide and psycholeptics),A03CA04,219,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093740
A03CA05 (glycopyrronium bromide and psycholeptics),A03CA05,220,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093741
A03CA06 (bevonium and psycholeptics),A03CA06,221,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093742
A03CA07 (ambutonium and psycholeptics),A03CA07,222,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093743
A03CA08 (diphemanil and psycholeptics),A03CA08,223,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093744
A03CA30 (emepronium and psycholeptics),A03CA30,224,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093745
A03CA34 (propantheline and psycholeptics),A03CA34,225,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093746
A03CB (Belladonna and derivatives in combination with psycholeptics),A03CB,226,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093747
A03CB01 (methylscopolamine and psycholeptics),A03CB01,227,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093748
A03CB02 (belladonna total alkaloids and psycholeptics),A03CB02,228,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093749
A03CB03 (atropine and psycholeptics),A03CB03,229,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093750
A03CB04 (homatropine methylbromide and psycholeptics),A03CB04,230,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093751
A03CB31 (hyoscyamine and psycholeptics),A03CB31,231,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093752
A03CC (Other antispasmodics in combination with psycholeptics),A03CC,232,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093753
A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),A03D,233,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093754
A03DA (Synthetic anticholinergic agents in combination with analgesics),A03DA,234,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093755
A03DA01 (tropenzilone and analgesics),A03DA01,235,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093756
A03DA02 (pitofenone and analgesics),A03DA02,236,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093757
A03DA03 (bevonium and analgesics),A03DA03,237,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093758
A03DA04 (ciclonium and analgesics),A03DA04,238,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093759
A03DA05 (camylofin and analgesics),A03DA05,239,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093760
A03DA06 (trospium and analgesics),A03DA06,240,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093761
A03DA07 (tiemonium iodide and analgesics),A03DA07,241,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093762
A03DB (Belladonna and derivatives in combination with analgesics),A03DB,242,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093763
A03DB04 (butylscopolamine and analgesics),A03DB04,243,A03DB (Belladonna and derivatives in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093764
A03DC (Other antispasmodics in combination with analgesics),A03DC,244,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093765
A03E (ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS),A03E,245,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093766
"A03EA (Antispasmodics, psycholeptics and analgesics in combination)",A03EA,246,A03E (ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093767
A03ED (Antispasmodics in combination with other drugs),A03ED,247,A03E (ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093768
A03F (PROPULSIVES),A03F,248,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093769
A03FA (Propulsives),A03FA,249,A03F (PROPULSIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093770
A03FA01 (metoclopramide),A03FA01,250,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093771
A03FA02 (cisapride),A03FA02,251,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093772
A03FA03 (domperidone),A03FA03,252,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093773
A03FA04 (bromopride),A03FA04,253,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093774
A03FA05 (alizapride),A03FA05,254,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093775
A03FA06 (clebopride),A03FA06,255,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093776
A04 (ANTIEMETICS AND ANTINAUSEANTS),A04,256,A (ALIMENTARY TRACT AND METABOLISM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093777
A04A (ANTIEMETICS AND ANTINAUSEANTS),A04A,257,A04 (ANTIEMETICS AND ANTINAUSEANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093778
A04AA (Serotonin (5HT3) antagonists),A04AA,258,A04A (ANTIEMETICS AND ANTINAUSEANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093779
A04AA01 (ondansetron),A04AA01,259,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093780
A04AA02 (granisetron),A04AA02,260,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093781
A04AA03 (tropisetron),A04AA03,261,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093782
A04AA04 (dolasetron),A04AA04,262,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093783
A04AA05 (palonosetron),A04AA05,263,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093784
A04AD (Other antiemetics),A04AD,264,A04A (ANTIEMETICS AND ANTINAUSEANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093785
A04AD01 (scopolamine),A04AD01,265,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093786
A04AD02 (cerium oxalate),A04AD02,266,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093787
A04AD04 (chlorobutanol),A04AD04,267,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093788
A04AD05 (metopimazine),A04AD05,268,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093789
A04AD10 (dronabinol),A04AD10,269,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093790
A04AD11 (nabilone),A04AD11,270,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093791
