order,name,label,codesystem,code,definition,ontologyTermURI
,ACKR4P1,ACKR4P1,HGNC,HGNC:21142,ACKR4 pseudogene 1,https://identifiers.org/hgnc:21142
,ACKR5,ACKR5,HGNC,HGNC:13708,atypical chemokine receptor 5,https://identifiers.org/hgnc:13708
,ACLY,ACLY,HGNC,HGNC:115,ATP citrate lyase,https://identifiers.org/hgnc:115
,ACMSD,ACMSD,HGNC,HGNC:19288,aminocarboxymuconate semialdehyde decarboxylase,https://identifiers.org/hgnc:19288
,ACNATP,ACNATP,HGNC,HGNC:34504,"acyl-CoA:amino acid N-acyltransferase, pseudogene",https://identifiers.org/hgnc:34504
,ACO1,ACO1,HGNC,HGNC:117,aconitase 1,https://identifiers.org/hgnc:117
,ACO2,ACO2,HGNC,HGNC:118,aconitase 2,https://identifiers.org/hgnc:118
,ACO2P1,ACO2P1,HGNC,HGNC:56989,ACO2 pseudogene 1,https://identifiers.org/hgnc:56989
,ACO2P2,ACO2P2,HGNC,HGNC:56990,ACO2 pseudogene 2,https://identifiers.org/hgnc:56990
,ACOD1,ACOD1,HGNC,HGNC:33904,aconitate decarboxylase 1,https://identifiers.org/hgnc:33904
,ACOT1,ACOT1,HGNC,HGNC:33128,acyl-CoA thioesterase 1,https://identifiers.org/hgnc:33128
,ACOT2,ACOT2,HGNC,HGNC:18431,acyl-CoA thioesterase 2,https://identifiers.org/hgnc:18431
,ACOT4,ACOT4,HGNC,HGNC:19748,acyl-CoA thioesterase 4,https://identifiers.org/hgnc:19748
,ACOT4P1,ACOT4P1,HGNC,HGNC:58578,ACOT4 pseudogene 1,https://identifiers.org/hgnc:58578
,ACOT6,ACOT6,HGNC,HGNC:33159,acyl-CoA thioesterase 6,https://identifiers.org/hgnc:33159
,ACOT7,ACOT7,HGNC,HGNC:24157,acyl-CoA thioesterase 7,https://identifiers.org/hgnc:24157
,ACOT8,ACOT8,HGNC,HGNC:15919,acyl-CoA thioesterase 8,https://identifiers.org/hgnc:15919
,ACOT9,ACOT9,HGNC,HGNC:17152,acyl-CoA thioesterase 9,https://identifiers.org/hgnc:17152
,ACOT11,ACOT11,HGNC,HGNC:18156,acyl-CoA thioesterase 11,https://identifiers.org/hgnc:18156
,ACOT12,ACOT12,HGNC,HGNC:24436,acyl-CoA thioesterase 12,https://identifiers.org/hgnc:24436
,ACOT12-DT,ACOT12-DT,HGNC,HGNC:59089,ACOT12 divergent transcript,https://identifiers.org/hgnc:59089
,ACOT13,ACOT13,HGNC,HGNC:20999,acyl-CoA thioesterase 13,https://identifiers.org/hgnc:20999
,ACOX1,ACOX1,HGNC,HGNC:119,acyl-CoA oxidase 1,https://identifiers.org/hgnc:119
,ACOX2,ACOX2,HGNC,HGNC:120,acyl-CoA oxidase 2,https://identifiers.org/hgnc:120
,ACOX3,ACOX3,HGNC,HGNC:121,"acyl-CoA oxidase 3, pristanoyl",https://identifiers.org/hgnc:121
,ACOXL,ACOXL,HGNC,HGNC:25621,acyl-CoA oxidase like,https://identifiers.org/hgnc:25621
,ACOXL-AS1,ACOXL-AS1,HGNC,HGNC:41112,ACOXL antisense RNA 1,https://identifiers.org/hgnc:41112
,ACP1,ACP1,HGNC,HGNC:122,acid phosphatase 1,https://identifiers.org/hgnc:122
,ACP2,ACP2,HGNC,HGNC:123,"acid phosphatase 2, lysosomal",https://identifiers.org/hgnc:123
,ACP3,ACP3,HGNC,HGNC:125,acid phosphatase 3,https://identifiers.org/hgnc:125
,ACP4,ACP4,HGNC,HGNC:14376,acid phosphatase 4,https://identifiers.org/hgnc:14376
,ACP5,ACP5,HGNC,HGNC:124,"acid phosphatase 5, tartrate resistant",https://identifiers.org/hgnc:124
,ACP6,ACP6,HGNC,HGNC:29609,"acid phosphatase 6, lysophosphatidic",https://identifiers.org/hgnc:29609
,ACP7,ACP7,HGNC,HGNC:33781,"acid phosphatase 7, tartrate resistant (putative)",https://identifiers.org/hgnc:33781
,ACR,ACR,HGNC,HGNC:126,acrosin,https://identifiers.org/hgnc:126
,ACRBP,ACRBP,HGNC,HGNC:17195,acrosin binding protein,https://identifiers.org/hgnc:17195
,ACRP1,ACRP1,HGNC,HGNC:54745,ACR pseudogene 1,https://identifiers.org/hgnc:54745
,ACRV1,ACRV1,HGNC,HGNC:127,acrosomal vesicle protein 1,https://identifiers.org/hgnc:127
,ACSBG1,ACSBG1,HGNC,HGNC:29567,acyl-CoA synthetase bubblegum family member 1,https://identifiers.org/hgnc:29567
,ACSBG2,ACSBG2,HGNC,HGNC:24174,acyl-CoA synthetase bubblegum family member 2,https://identifiers.org/hgnc:24174
,ACSBG3P,ACSBG3P,HGNC,HGNC:59199,"acyl-CoA synthetase bubblegum family member 3, pseudogene",https://identifiers.org/hgnc:59199
,ACSF2,ACSF2,HGNC,HGNC:26101,acyl-CoA synthetase family member 2,https://identifiers.org/hgnc:26101
,ACSF3,ACSF3,HGNC,HGNC:27288,acyl-CoA synthetase family member 3,https://identifiers.org/hgnc:27288
,ACSL1,ACSL1,HGNC,HGNC:3569,acyl-CoA synthetase long chain family member 1,https://identifiers.org/hgnc:3569
,ACSL1-DT,ACSL1-DT,HGNC,HGNC:58916,ACSL1 divergent transcript,https://identifiers.org/hgnc:58916
,ACSL3,ACSL3,HGNC,HGNC:3570,acyl-CoA synthetase long chain family member 3,https://identifiers.org/hgnc:3570
,ACSL3-AS1,ACSL3-AS1,HGNC,HGNC:40227,ACSL3 antisense RNA 1,https://identifiers.org/hgnc:40227
,ACSL3P1,ACSL3P1,HGNC,HGNC:56529,ACSL3 pseudogene 1,https://identifiers.org/hgnc:56529
,ACSL4,ACSL4,HGNC,HGNC:3571,acyl-CoA synthetase long chain family member 4,https://identifiers.org/hgnc:3571
,ACSL5,ACSL5,HGNC,HGNC:16526,acyl-CoA synthetase long chain family member 5,https://identifiers.org/hgnc:16526
,ACSL6,ACSL6,HGNC,HGNC:16496,acyl-CoA synthetase long chain family member 6,https://identifiers.org/hgnc:16496
,ACSL6-AS1,ACSL6-AS1,HGNC,HGNC:40772,ACSL6 antisense RNA 1,https://identifiers.org/hgnc:40772
,ACSL6-AS2,ACSL6-AS2,HGNC,HGNC:40773,ACSL6 antisense RNA 2,https://identifiers.org/hgnc:40773
,ACSM1,ACSM1,HGNC,HGNC:18049,acyl-CoA synthetase medium chain family member 1,https://identifiers.org/hgnc:18049
,ACSM2A,ACSM2A,HGNC,HGNC:32017,acyl-CoA synthetase medium chain family member 2A,https://identifiers.org/hgnc:32017
,ACSM2B,ACSM2B,HGNC,HGNC:30931,acyl-CoA synthetase medium chain family member 2B,https://identifiers.org/hgnc:30931
,ACSM3,ACSM3,HGNC,HGNC:10522,acyl-CoA synthetase medium chain family member 3,https://identifiers.org/hgnc:10522
,ACSM4,ACSM4,HGNC,HGNC:32016,acyl-CoA synthetase medium chain family member 4,https://identifiers.org/hgnc:32016
,ACSM5,ACSM5,HGNC,HGNC:26060,acyl-CoA synthetase medium chain family member 5,https://identifiers.org/hgnc:26060
,ACSM5P1,ACSM5P1,HGNC,HGNC:51295,acyl-CoA synthetase medium chain family member 5 pseudogene 1,https://identifiers.org/hgnc:51295
,ACSM6,ACSM6,HGNC,HGNC:31665,acyl-CoA synthetase medium chain family member 6,https://identifiers.org/hgnc:31665
,ACSS1,ACSS1,HGNC,HGNC:16091,acyl-CoA synthetase short chain family member 1,https://identifiers.org/hgnc:16091
,ACSS2,ACSS2,HGNC,HGNC:15814,acyl-CoA synthetase short chain family member 2,https://identifiers.org/hgnc:15814
,ACSS3,ACSS3,HGNC,HGNC:24723,acyl-CoA synthetase short chain family member 3,https://identifiers.org/hgnc:24723
,ACSS3-AS1,ACSS3-AS1,HGNC,HGNC:58286,ACSS3 antisense RNA 1,https://identifiers.org/hgnc:58286
,ACTA1,ACTA1,HGNC,HGNC:129,"actin alpha 1, skeletal muscle",https://identifiers.org/hgnc:129
,ACTA2,ACTA2,HGNC,HGNC:130,"actin alpha 2, smooth muscle",https://identifiers.org/hgnc:130
,ACTA2-AS1,ACTA2-AS1,HGNC,HGNC:45169,ACTA2 antisense RNA 1,https://identifiers.org/hgnc:45169
,ACTB,ACTB,HGNC,HGNC:132,actin beta,https://identifiers.org/hgnc:132
,ACTBL2,ACTBL2,HGNC,HGNC:17780,actin beta like 2,https://identifiers.org/hgnc:17780
,ACTBP1,ACTBP1,HGNC,HGNC:134,ACTB pseudogene 1,https://identifiers.org/hgnc:134
,ACTBP2,ACTBP2,HGNC,HGNC:135,ACTB pseudogene 2,https://identifiers.org/hgnc:135
,ACTBP3,ACTBP3,HGNC,HGNC:136,ACTB pseudogene 3,https://identifiers.org/hgnc:136
,ACTBP4,ACTBP4,HGNC,HGNC:137,ACTB pseudogene 4,https://identifiers.org/hgnc:137
,ACTBP6,ACTBP6,HGNC,HGNC:139,ACTB pseudogene 6,https://identifiers.org/hgnc:139
,ACTBP7,ACTBP7,HGNC,HGNC:140,ACTB pseudogene 7,https://identifiers.org/hgnc:140
,ACTBP8,ACTBP8,HGNC,HGNC:141,ACTB pseudogene 8,https://identifiers.org/hgnc:141
,ACTBP9,ACTBP9,HGNC,HGNC:142,ACTB pseudogene 9,https://identifiers.org/hgnc:142
,ACTBP10,ACTBP10,HGNC,HGNC:31819,ACTB pseudogene 10,https://identifiers.org/hgnc:31819
,ACTBP11,ACTBP11,HGNC,HGNC:33971,ACTB pseudogene 11,https://identifiers.org/hgnc:33971
,ACTBP12,ACTBP12,HGNC,HGNC:150,ACTB pseudogene 12,https://identifiers.org/hgnc:150
,ACTBP14,ACTBP14,HGNC,HGNC:45086,ACTB pseudogene 14,https://identifiers.org/hgnc:45086
,ACTBP15,ACTBP15,HGNC,HGNC:55065,ACTB pseudogene 15,https://identifiers.org/hgnc:55065
,ACTBP16,ACTBP16,HGNC,HGNC:56590,ACTB pseudogene 16,https://identifiers.org/hgnc:56590
,ACTC1,ACTC1,HGNC,HGNC:143,actin alpha cardiac muscle 1,https://identifiers.org/hgnc:143
,ACTE1P,ACTE1P,HGNC,HGNC:51491,"actin epsilon 1, pseudogene",https://identifiers.org/hgnc:51491
,ACTG1,ACTG1,HGNC,HGNC:144,actin gamma 1,https://identifiers.org/hgnc:144
,ACTG1P1,ACTG1P1,HGNC,HGNC:146,actin gamma 1 pseudogene 1,https://identifiers.org/hgnc:146
,ACTG1P2,ACTG1P2,HGNC,HGNC:147,actin gamma 1 pseudogene 2,https://identifiers.org/hgnc:147
,ACTG1P3,ACTG1P3,HGNC,HGNC:148,actin gamma 1 pseudogene 3,https://identifiers.org/hgnc:148
,ACTG1P4,ACTG1P4,HGNC,HGNC:149,actin gamma 1 pseudogene 4,https://identifiers.org/hgnc:149
,ACTG1P6,ACTG1P6,HGNC,HGNC:151,actin gamma 1 pseudogene 6,https://identifiers.org/hgnc:151
,ACTG1P7,ACTG1P7,HGNC,HGNC:152,actin gamma 1 pseudogene 7,https://identifiers.org/hgnc:152
,ACTG1P8,ACTG1P8,HGNC,HGNC:153,actin gamma 1 pseudogene 8,https://identifiers.org/hgnc:153
,ACTG1P9,ACTG1P9,HGNC,HGNC:154,actin gamma 1 pseudogene 9,https://identifiers.org/hgnc:154
,ACTG1P10,ACTG1P10,HGNC,HGNC:155,actin gamma 1 pseudogene 10,https://identifiers.org/hgnc:155
,ACTG1P11,ACTG1P11,HGNC,HGNC:37651,actin gamma 1 pseudogene 11,https://identifiers.org/hgnc:37651
,ACTG1P12,ACTG1P12,HGNC,HGNC:44496,actin gamma 1 pseudogene 12,https://identifiers.org/hgnc:44496
,ACTG1P13,ACTG1P13,HGNC,HGNC:49058,actin gamma 1 pseudogene 13,https://identifiers.org/hgnc:49058
,ACTG1P14,ACTG1P14,HGNC,HGNC:49751,actin gamma 1 pseudogene 14,https://identifiers.org/hgnc:49751
,ACTG1P15,ACTG1P15,HGNC,HGNC:51495,actin gamma 1 pseudogene 15,https://identifiers.org/hgnc:51495
,ACTG1P16,ACTG1P16,HGNC,HGNC:51496,actin gamma 1 pseudogene 16,https://identifiers.org/hgnc:51496
,ACTG1P17,ACTG1P17,HGNC,HGNC:51497,actin gamma 1 pseudogene 17,https://identifiers.org/hgnc:51497
,ACTG1P18,ACTG1P18,HGNC,HGNC:51498,actin gamma 1 pseudogene 18,https://identifiers.org/hgnc:51498
,ACTG1P19,ACTG1P19,HGNC,HGNC:51499,actin gamma 1 pseudogene 19,https://identifiers.org/hgnc:51499
,ACTG1P20,ACTG1P20,HGNC,HGNC:51500,actin gamma 1 pseudogene 20,https://identifiers.org/hgnc:51500
,ACTG1P21,ACTG1P21,HGNC,HGNC:51501,actin gamma 1 pseudogene 21,https://identifiers.org/hgnc:51501
,ACTG1P22,ACTG1P22,HGNC,HGNC:51502,actin gamma 1 pseudogene 22,https://identifiers.org/hgnc:51502
,ACTG1P23,ACTG1P23,HGNC,HGNC:51503,actin gamma 1 pseudogene 23,https://identifiers.org/hgnc:51503
,ACTG1P24,ACTG1P24,HGNC,HGNC:49661,actin gamma 1 pseudogene 24,https://identifiers.org/hgnc:49661
,ACTG1P25,ACTG1P25,HGNC,HGNC:54872,actin gamma 1 pseudogene 25,https://identifiers.org/hgnc:54872
,ACTG2,ACTG2,HGNC,HGNC:145,"actin gamma 2, smooth muscle",https://identifiers.org/hgnc:145
,ACTL6A,ACTL6A,HGNC,HGNC:24124,actin like 6A,https://identifiers.org/hgnc:24124
,ACTL6A-AS1,ACTL6A-AS1,HGNC,HGNC:58683,ACTL6A antisense RNA 1,https://identifiers.org/hgnc:58683
,ACTL6B,ACTL6B,HGNC,HGNC:160,actin like 6B,https://identifiers.org/hgnc:160
,ACTL7A,ACTL7A,HGNC,HGNC:161,actin like 7A,https://identifiers.org/hgnc:161
,ACTL7B,ACTL7B,HGNC,HGNC:162,actin like 7B,https://identifiers.org/hgnc:162
,ACTL8,ACTL8,HGNC,HGNC:24018,actin like 8,https://identifiers.org/hgnc:24018
,ACTL9,ACTL9,HGNC,HGNC:28494,actin like 9,https://identifiers.org/hgnc:28494
,ACTL10,ACTL10,HGNC,HGNC:16127,actin like 10,https://identifiers.org/hgnc:16127
,ACTL11P,ACTL11P,HGNC,HGNC:44626,"actin like 11, pseudogene",https://identifiers.org/hgnc:44626
,ACTMAP,ACTMAP,HGNC,HGNC:24758,actin maturation protease,https://identifiers.org/hgnc:24758
,ACTN1,ACTN1,HGNC,HGNC:163,actinin alpha 1,https://identifiers.org/hgnc:163
,ACTN1-DT,ACTN1-DT,HGNC,HGNC:20131,ACTN1 divergent transcript,https://identifiers.org/hgnc:20131
,ACTN2,ACTN2,HGNC,HGNC:164,actinin alpha 2,https://identifiers.org/hgnc:164
,ACTN3,ACTN3,HGNC,HGNC:165,actinin alpha 3,https://identifiers.org/hgnc:165
,ACTN3-AS1,ACTN3-AS1,HGNC,HGNC:58248,ACTN3 antisense RNA 1,https://identifiers.org/hgnc:58248
,ACTN4,ACTN4,HGNC,HGNC:166,actinin alpha 4,https://identifiers.org/hgnc:166
,ACTN4-AS1,ACTN4-AS1,HGNC,HGNC:58572,ACTN4 antisense RNA 1,https://identifiers.org/hgnc:58572
,ACTN4P1,ACTN4P1,HGNC,HGNC:44028,actinin alpha 4 pseudogene 1,https://identifiers.org/hgnc:44028
,ACTN4P2,ACTN4P2,HGNC,HGNC:44032,actinin alpha 4 pseudogene 2,https://identifiers.org/hgnc:44032
,ACTP1,ACTP1,HGNC,HGNC:51621,actin family pseudogene 1,https://identifiers.org/hgnc:51621
,ACTR1A,ACTR1A,HGNC,HGNC:167,actin related protein 1A,https://identifiers.org/hgnc:167
,ACTR1AP1,ACTR1AP1,HGNC,HGNC:54703,ACTR1A pseudogene 1,https://identifiers.org/hgnc:54703
,ACTR1B,ACTR1B,HGNC,HGNC:168,actin related protein 1B,https://identifiers.org/hgnc:168
,ACTR2,ACTR2,HGNC,HGNC:169,actin related protein 2,https://identifiers.org/hgnc:169
,ACTR2P1,ACTR2P1,HGNC,HGNC:56978,ACTR2 pseudogene 1,https://identifiers.org/hgnc:56978
,ACTR2P2,ACTR2P2,HGNC,HGNC:57006,ACTR2 pseudogene 2,https://identifiers.org/hgnc:57006
,ACTR3,ACTR3,HGNC,HGNC:170,actin related protein 3,https://identifiers.org/hgnc:170
,ACTR3-AS1,ACTR3-AS1,HGNC,HGNC:53965,ACTR3 antisense RNA 1,https://identifiers.org/hgnc:53965
,ACTR3B,ACTR3B,HGNC,HGNC:17256,actin related protein 3B,https://identifiers.org/hgnc:17256
,ACTR3BP1,ACTR3BP1,HGNC,HGNC:37724,ACTR3B pseudogene 1,https://identifiers.org/hgnc:37724
,ACTR3BP2,ACTR3BP2,HGNC,HGNC:38677,ACTR3B pseudogene 2,https://identifiers.org/hgnc:38677
,ACTR3BP3,ACTR3BP3,HGNC,HGNC:38678,ACTR3B pseudogene 3,https://identifiers.org/hgnc:38678
,ACTR3BP4,ACTR3BP4,HGNC,HGNC:38681,ACTR3B pseudogene 4,https://identifiers.org/hgnc:38681
,ACTR3BP5,ACTR3BP5,HGNC,HGNC:38682,ACTR3B pseudogene 5,https://identifiers.org/hgnc:38682
,ACTR3BP6,ACTR3BP6,HGNC,HGNC:38683,ACTR3B pseudogene 6,https://identifiers.org/hgnc:38683
,ACTR3BP7,ACTR3BP7,HGNC,HGNC:54971,ACTR3B pseudogene 7,https://identifiers.org/hgnc:54971
,ACTR3C,ACTR3C,HGNC,HGNC:37282,actin related protein 3C,https://identifiers.org/hgnc:37282
,ACTR3P1,ACTR3P1,HGNC,HGNC:31820,ACTR3 pseudogene 1,https://identifiers.org/hgnc:31820
,ACTR3P2,ACTR3P2,HGNC,HGNC:38676,ACTR3 pseudogene 2,https://identifiers.org/hgnc:38676
,ACTR3P3,ACTR3P3,HGNC,HGNC:38679,ACTR3 pseudogene 3,https://identifiers.org/hgnc:38679
,ACTR5,ACTR5,HGNC,HGNC:14671,actin related protein 5,https://identifiers.org/hgnc:14671
,ACTR6,ACTR6,HGNC,HGNC:24025,actin related protein 6,https://identifiers.org/hgnc:24025
,ACTR6P1,ACTR6P1,HGNC,HGNC:44210,ACTR6 pseudogene 1,https://identifiers.org/hgnc:44210
,ACTR8,ACTR8,HGNC,HGNC:14672,actin related protein 8,https://identifiers.org/hgnc:14672
,ACTR10,ACTR10,HGNC,HGNC:17372,actin related protein 10,https://identifiers.org/hgnc:17372
,ACTRT1,ACTRT1,HGNC,HGNC:24027,actin related protein T1,https://identifiers.org/hgnc:24027
,ACTRT1P1,ACTRT1P1,HGNC,HGNC:55127,ACTRT1 pseudogene 1,https://identifiers.org/hgnc:55127
,ACTRT2,ACTRT2,HGNC,HGNC:24026,actin related protein T2,https://identifiers.org/hgnc:24026
,ACTRT3,ACTRT3,HGNC,HGNC:24022,actin related protein T3,https://identifiers.org/hgnc:24022
,ACVR1,ACVR1,HGNC,HGNC:171,activin A receptor type 1,https://identifiers.org/hgnc:171
,ACVR1B,ACVR1B,HGNC,HGNC:172,activin A receptor type 1B,https://identifiers.org/hgnc:172
,ACVR1C,ACVR1C,HGNC,HGNC:18123,activin A receptor type 1C,https://identifiers.org/hgnc:18123
,ACVR2A,ACVR2A,HGNC,HGNC:173,activin A receptor type 2A,https://identifiers.org/hgnc:173
,ACVR2B,ACVR2B,HGNC,HGNC:174,activin A receptor type 2B,https://identifiers.org/hgnc:174
,ACVR2B-AS1,ACVR2B-AS1,HGNC,HGNC:44161,ACVR2B antisense RNA 1,https://identifiers.org/hgnc:44161
,ACVRL1,ACVRL1,HGNC,HGNC:175,activin A receptor like type 1,https://identifiers.org/hgnc:175
,ACY1,ACY1,HGNC,HGNC:177,aminoacylase 1,https://identifiers.org/hgnc:177
,ACY3,ACY3,HGNC,HGNC:24104,aminoacylase 3,https://identifiers.org/hgnc:24104
,ACYP1,ACYP1,HGNC,HGNC:179,acylphosphatase 1,https://identifiers.org/hgnc:179
,ACYP2,ACYP2,HGNC,HGNC:180,acylphosphatase 2,https://identifiers.org/hgnc:180
,ADA,ADA,HGNC,HGNC:186,adenosine deaminase,https://identifiers.org/hgnc:186
,ADA2,ADA2,HGNC,HGNC:1839,adenosine deaminase 2,https://identifiers.org/hgnc:1839
,ADAD1,ADAD1,HGNC,HGNC:30713,adenosine deaminase domain containing 1,https://identifiers.org/hgnc:30713
,ADAD1-AS1,ADAD1-AS1,HGNC,HGNC:58882,ADAD1 and BLTP1 antisense RNA 1,https://identifiers.org/hgnc:58882
,ADAD1P1,ADAD1P1,HGNC,HGNC:44550,adenosine deaminase domain containing 1 pseudogene 1,https://identifiers.org/hgnc:44550
,ADAD1P2,ADAD1P2,HGNC,HGNC:44552,adenosine deaminase domain containing 1 pseudogene 2,https://identifiers.org/hgnc:44552
,ADAD2,ADAD2,HGNC,HGNC:30714,adenosine deaminase domain containing 2,https://identifiers.org/hgnc:30714
,ADAD2-AS1,ADAD2-AS1,HGNC,HGNC:58422,ADAD2 antisense RNA 1,https://identifiers.org/hgnc:58422
,ADAM1A,ADAM1A,HGNC,HGNC:187,ADAM metallopeptidase domain 1A (pseudogene),https://identifiers.org/hgnc:187
,ADAM1B,ADAM1B,HGNC,HGNC:44366,ADAM metallopeptidase domain 1B (pseudogene),https://identifiers.org/hgnc:44366
,ADAM2,ADAM2,HGNC,HGNC:198,ADAM metallopeptidase domain 2,https://identifiers.org/hgnc:198
,ADAM3A,ADAM3A,HGNC,HGNC:209,ADAM metallopeptidase domain 3A (pseudogene),https://identifiers.org/hgnc:209
,ADAM3B,ADAM3B,HGNC,HGNC:210,ADAM metallopeptidase domain 3B (pseudogene),https://identifiers.org/hgnc:210
,ADAM5,ADAM5,HGNC,HGNC:212,ADAM metallopeptidase domain 5 (pseudogene),https://identifiers.org/hgnc:212
,ADAM6,ADAM6,HGNC,HGNC:213,ADAM metallopeptidase domain 6 (pseudogene),https://identifiers.org/hgnc:213
,ADAM7,ADAM7,HGNC,HGNC:214,ADAM metallopeptidase domain 7,https://identifiers.org/hgnc:214
,ADAM7-AS1,ADAM7-AS1,HGNC,HGNC:56152,"ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1",https://identifiers.org/hgnc:56152
,ADAM7-AS2,ADAM7-AS2,HGNC,HGNC:56153,ADAM7 antisense RNA 2,https://identifiers.org/hgnc:56153
,ADAM8,ADAM8,HGNC,HGNC:215,ADAM metallopeptidase domain 8,https://identifiers.org/hgnc:215
,ADAM9,ADAM9,HGNC,HGNC:216,ADAM metallopeptidase domain 9,https://identifiers.org/hgnc:216
,ADAM10,ADAM10,HGNC,HGNC:188,ADAM metallopeptidase domain 10,https://identifiers.org/hgnc:188
,ADAM11,ADAM11,HGNC,HGNC:189,ADAM metallopeptidase domain 11,https://identifiers.org/hgnc:189
,ADAM12,ADAM12,HGNC,HGNC:190,ADAM metallopeptidase domain 12,https://identifiers.org/hgnc:190
,ADAM15,ADAM15,HGNC,HGNC:193,ADAM metallopeptidase domain 15,https://identifiers.org/hgnc:193
,ADAM17,ADAM17,HGNC,HGNC:195,ADAM metallopeptidase domain 17,https://identifiers.org/hgnc:195
,ADAM18,ADAM18,HGNC,HGNC:196,ADAM metallopeptidase domain 18,https://identifiers.org/hgnc:196
,ADAM19,ADAM19,HGNC,HGNC:197,ADAM metallopeptidase domain 19,https://identifiers.org/hgnc:197
,ADAM20,ADAM20,HGNC,HGNC:199,ADAM metallopeptidase domain 20,https://identifiers.org/hgnc:199
,ADAM20P1,ADAM20P1,HGNC,HGNC:20102,ADAM metallopeptidase domain 20 pseudogene 1,https://identifiers.org/hgnc:20102
,ADAM20P2,ADAM20P2,HGNC,HGNC:43901,ADAM metallopeptidase domain 20 pseudogene 2,https://identifiers.org/hgnc:43901
,ADAM20P3,ADAM20P3,HGNC,HGNC:43902,ADAM metallopeptidase domain 20 pseudogene 3,https://identifiers.org/hgnc:43902
,ADAM21,ADAM21,HGNC,HGNC:200,ADAM metallopeptidase domain 21,https://identifiers.org/hgnc:200
,ADAM21P1,ADAM21P1,HGNC,HGNC:19822,ADAM metallopeptidase domain 21 pseudogene 1,https://identifiers.org/hgnc:19822
,ADAM22,ADAM22,HGNC,HGNC:201,ADAM metallopeptidase domain 22,https://identifiers.org/hgnc:201
,ADAM23,ADAM23,HGNC,HGNC:202,ADAM metallopeptidase domain 23,https://identifiers.org/hgnc:202
,ADAM24P,ADAM24P,HGNC,HGNC:203,"ADAM metallopeptidase domain 24, pseudogene",https://identifiers.org/hgnc:203
,ADAM28,ADAM28,HGNC,HGNC:206,ADAM metallopeptidase domain 28,https://identifiers.org/hgnc:206
,ADAM29,ADAM29,HGNC,HGNC:207,ADAM metallopeptidase domain 29,https://identifiers.org/hgnc:207
,ADAM30,ADAM30,HGNC,HGNC:208,ADAM metallopeptidase domain 30,https://identifiers.org/hgnc:208
,ADAM32,ADAM32,HGNC,HGNC:15479,ADAM metallopeptidase domain 32,https://identifiers.org/hgnc:15479
,ADAM33,ADAM33,HGNC,HGNC:15478,ADAM metallopeptidase domain 33,https://identifiers.org/hgnc:15478
,ADAMDEC1,ADAMDEC1,HGNC,HGNC:16299,ADAM like decysin 1,https://identifiers.org/hgnc:16299
,ADAMTS1,ADAMTS1,HGNC,HGNC:217,ADAM metallopeptidase with thrombospondin type 1 motif 1,https://identifiers.org/hgnc:217
,ADAMTS2,ADAMTS2,HGNC,HGNC:218,ADAM metallopeptidase with thrombospondin type 1 motif 2,https://identifiers.org/hgnc:218
,ADAMTS3,ADAMTS3,HGNC,HGNC:219,ADAM metallopeptidase with thrombospondin type 1 motif 3,https://identifiers.org/hgnc:219
,ADAMTS3-AS1,ADAMTS3-AS1,HGNC,HGNC:40063,ADAMTS3 antisense RNA 1,https://identifiers.org/hgnc:40063
,ADAMTS3-AS2,ADAMTS3-AS2,HGNC,HGNC:58811,ADAMTS3 antisense RNA 2,https://identifiers.org/hgnc:58811
,ADAMTS3-AS3,ADAMTS3-AS3,HGNC,HGNC:58812,ADAMTS3 antisense RNA 3,https://identifiers.org/hgnc:58812
,ADAMTS4,ADAMTS4,HGNC,HGNC:220,ADAM metallopeptidase with thrombospondin type 1 motif 4,https://identifiers.org/hgnc:220
,ADAMTS5,ADAMTS5,HGNC,HGNC:221,ADAM metallopeptidase with thrombospondin type 1 motif 5,https://identifiers.org/hgnc:221
,ADAMTS6,ADAMTS6,HGNC,HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,https://identifiers.org/hgnc:222
,ADAMTS6-DT,ADAMTS6-DT,HGNC,HGNC:59062,ADAMTS6 divergent transcript,https://identifiers.org/hgnc:59062
,ADAMTS7,ADAMTS7,HGNC,HGNC:223,ADAM metallopeptidase with thrombospondin type 1 motif 7,https://identifiers.org/hgnc:223
,ADAMTS7P1,ADAMTS7P1,HGNC,HGNC:49407,ADAMTS7 pseudogene 1,https://identifiers.org/hgnc:49407
,ADAMTS7P3,ADAMTS7P3,HGNC,HGNC:49409,ADAMTS7 pseudogene 3,https://identifiers.org/hgnc:49409
,ADAMTS7P4,ADAMTS7P4,HGNC,HGNC:49410,ADAMTS7 pseudogene 4,https://identifiers.org/hgnc:49410
,ADAMTS7P5,ADAMTS7P5,HGNC,HGNC:56992,ADAMTS7 pseudogene 5,https://identifiers.org/hgnc:56992
,ADAMTS8,ADAMTS8,HGNC,HGNC:224,ADAM metallopeptidase with thrombospondin type 1 motif 8,https://identifiers.org/hgnc:224
,ADAMTS9,ADAMTS9,HGNC,HGNC:13202,ADAM metallopeptidase with thrombospondin type 1 motif 9,https://identifiers.org/hgnc:13202
