order,collection,research center,primary tumor site,metastasis,year of diagnosis,sex,n
356,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,2011-2015,Female,19
357,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,2006-2010,Male,13
358,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,2006-2010,Female,4
359,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,2001-2005,Male,20
360,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,2001-2005,Female,2
361,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,1991-2000,Male,9
362,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,1991-2000,Female,4
363,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,<1991,Male,2
364,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,No,<1991,Female,15
365,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2021-2025,Male,15
366,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2021-2025,Female,2
367,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2016-2020,Male,19
368,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2016-2020,Female,14
369,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2011-2015,Male,13
370,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2011-2015,Female,6
371,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2006-2010,Male,8
372,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2006-2010,Female,4
373,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2001-2005,Male,17
374,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,2001-2005,Female,3
375,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,1991-2000,Male,17
376,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,1991-2000,Female,14
377,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,<1991,Male,17
378,FORCE-NEN collections,FORCE-NEN collections AUMC,ESOPHAGUS,Unknown,<1991,Female,5
379,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2021-2025,Male,9
380,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2021-2025,Female,19
381,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2016-2020,Male,12
382,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2016-2020,Female,11
383,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2011-2015,Male,7
384,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2011-2015,Female,0
385,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2006-2010,Male,6
386,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2006-2010,Female,15
387,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2001-2005,Male,18
388,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,2001-2005,Female,15
389,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,1991-2000,Male,2
390,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,1991-2000,Female,4
391,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,<1991,Male,15
392,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Yes,<1991,Female,15
393,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2021-2025,Male,4
394,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2021-2025,Female,4
395,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2016-2020,Male,0
396,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2016-2020,Female,15
397,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2011-2015,Male,2
398,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2011-2015,Female,17
399,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2006-2010,Male,2
400,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2006-2010,Female,3
401,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2001-2005,Male,8
402,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,2001-2005,Female,19
403,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,1991-2000,Male,13
404,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,1991-2000,Female,10
405,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,<1991,Male,1
406,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,No,<1991,Female,3
407,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2021-2025,Male,3
408,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2021-2025,Female,18
409,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2016-2020,Male,9
410,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2016-2020,Female,19
411,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2011-2015,Male,6
412,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2011-2015,Female,16
413,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2006-2010,Male,16
414,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2006-2010,Female,13
415,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2001-2005,Male,12
416,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,2001-2005,Female,16
417,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,1991-2000,Male,11
418,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,1991-2000,Female,14
419,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,<1991,Male,4
420,FORCE-NEN collections,FORCE-NEN collections AUMC,COLON,Unknown,<1991,Female,10
421,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2021-2025,Male,20
422,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2021-2025,Female,7
423,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2016-2020,Male,20
424,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2016-2020,Female,16
425,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2011-2015,Male,12
426,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2011-2015,Female,11
427,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2006-2010,Male,2
428,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2006-2010,Female,7
429,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2001-2005,Male,3
430,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,2001-2005,Female,18
431,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,1991-2000,Male,7
432,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,1991-2000,Female,15
433,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,<1991,Male,6
434,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Yes,<1991,Female,18
435,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2021-2025,Male,12
436,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2021-2025,Female,13
437,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2016-2020,Male,1
438,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2016-2020,Female,0
439,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2011-2015,Male,13
440,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2011-2015,Female,15
441,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2006-2010,Male,8
442,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2006-2010,Female,5
443,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2001-2005,Male,18
444,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,2001-2005,Female,10
445,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,1991-2000,Male,19
446,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,1991-2000,Female,2
447,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,<1991,Male,11
448,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,No,<1991,Female,16
449,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2021-2025,Male,13
450,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2021-2025,Female,14
451,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2016-2020,Male,15
452,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2016-2020,Female,13
453,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2011-2015,Male,19
454,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2011-2015,Female,3
455,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2006-2010,Male,5
456,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2006-2010,Female,13
457,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2001-2005,Male,6
458,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,2001-2005,Female,20
459,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,1991-2000,Male,7
460,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,1991-2000,Female,0
461,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,<1991,Male,9
462,FORCE-NEN collections,FORCE-NEN collections AUMC,RECTUM,Unknown,<1991,Female,12
463,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2021-2025,Male,19
464,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2021-2025,Female,15
465,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2016-2020,Male,11
466,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2016-2020,Female,10
467,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2011-2015,Male,11
468,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2011-2015,Female,6
469,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2006-2010,Male,13
470,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2006-2010,Female,11
471,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2001-2005,Male,4
472,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,2001-2005,Female,2
473,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,1991-2000,Male,12
474,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,1991-2000,Female,12
475,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,<1991,Male,19
476,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Yes,<1991,Female,16
477,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2021-2025,Male,14
478,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2021-2025,Female,4
479,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2016-2020,Male,15
480,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2016-2020,Female,20
481,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2011-2015,Male,18
482,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2011-2015,Female,2
483,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2006-2010,Male,11
484,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2006-2010,Female,6
485,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2001-2005,Male,2
486,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,2001-2005,Female,5
487,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,1991-2000,Male,6
488,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,1991-2000,Female,20
489,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,<1991,Male,16
490,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,No,<1991,Female,0
491,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2021-2025,Male,11
492,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2021-2025,Female,13
493,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2016-2020,Male,20
494,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2016-2020,Female,5
495,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2011-2015,Male,18
496,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2011-2015,Female,10
497,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2006-2010,Male,0
498,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2006-2010,Female,13
499,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2001-2005,Male,6
500,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,2001-2005,Female,2
501,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,1991-2000,Male,3
502,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,1991-2000,Female,2
503,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,<1991,Male,0
504,FORCE-NEN collections,FORCE-NEN collections AUMC,Appendix,Unknown,<1991,Female,17
505,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2021-2025,Male,6
506,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2021-2025,Female,14
507,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2016-2020,Male,10
508,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2016-2020,Female,1
509,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2011-2015,Male,15
510,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2011-2015,Female,12
511,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2006-2010,Male,2
512,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2006-2010,Female,4
513,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2001-2005,Male,13
514,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,2001-2005,Female,3
515,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,1991-2000,Male,10
516,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,1991-2000,Female,15
517,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,<1991,Male,2
518,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Yes,<1991,Female,12
519,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2021-2025,Male,14
520,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2021-2025,Female,16
521,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2016-2020,Male,4
522,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2016-2020,Female,6
523,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2011-2015,Male,5
524,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2011-2015,Female,12
525,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2006-2010,Male,11
526,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2006-2010,Female,5
527,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2001-2005,Male,20
528,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,2001-2005,Female,10
529,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,1991-2000,Male,13
530,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,1991-2000,Female,11
531,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,<1991,Male,1
532,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,No,<1991,Female,14
533,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2021-2025,Male,0
534,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2021-2025,Female,6
535,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2016-2020,Male,20
536,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2016-2020,Female,2
537,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2011-2015,Male,0
538,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2011-2015,Female,2
539,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2006-2010,Male,14
540,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2006-2010,Female,14
541,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2001-2005,Male,1
542,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,2001-2005,Female,5
543,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,1991-2000,Male,2
544,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,1991-2000,Female,8
545,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,<1991,Male,20
546,FORCE-NEN collections,FORCE-NEN collections AUMC,STOMACH,Unknown,<1991,Female,9
547,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2021-2025,Male,5
548,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2021-2025,Female,17
549,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2016-2020,Male,20
550,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2016-2020,Female,5
551,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2011-2015,Male,0
552,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2011-2015,Female,6
553,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2006-2010,Male,6
554,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2006-2010,Female,0
555,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2001-2005,Male,10
556,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,2001-2005,Female,1
557,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,1991-2000,Male,2
558,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,1991-2000,Female,20
559,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,<1991,Male,19
560,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Yes,<1991,Female,8
561,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2021-2025,Male,12
562,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2021-2025,Female,14
563,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2016-2020,Male,7
564,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2016-2020,Female,5
565,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2011-2015,Male,11
566,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2011-2015,Female,14
567,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2006-2010,Male,3
568,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2006-2010,Female,14
569,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2001-2005,Male,9
570,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,2001-2005,Female,19
571,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,1991-2000,Male,0
572,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,1991-2000,Female,18
573,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,<1991,Male,20
574,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,No,<1991,Female,3
575,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2021-2025,Male,19
576,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2021-2025,Female,12
577,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2016-2020,Male,10
578,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2016-2020,Female,6
579,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2011-2015,Male,7
580,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2011-2015,Female,18
581,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2006-2010,Male,10
582,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2006-2010,Female,16
583,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2001-2005,Male,16
584,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,2001-2005,Female,6
585,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,1991-2000,Male,12
586,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,1991-2000,Female,18
587,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,<1991,Male,15
588,FORCE-NEN collections,FORCE-NEN collections AUMC,PANCREAS,Unknown,<1991,Female,3
589,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2021-2025,Male,6
590,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2021-2025,Female,13
591,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2016-2020,Male,2
592,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2016-2020,Female,1
593,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2011-2015,Male,11
594,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2011-2015,Female,20
595,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2006-2010,Male,19
596,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2006-2010,Female,0
597,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2001-2005,Male,6
598,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,2001-2005,Female,17
599,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,1991-2000,Male,15
600,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,1991-2000,Female,4
601,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,<1991,Male,9
602,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,Yes,<1991,Female,11
603,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2021-2025,Male,6
604,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2021-2025,Female,16
605,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2016-2020,Male,15
606,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2016-2020,Female,16
607,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2011-2015,Male,1
608,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2011-2015,Female,8
609,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2006-2010,Male,13
610,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2006-2010,Female,7
611,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2001-2005,Male,2
612,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,2001-2005,Female,12
613,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,1991-2000,Male,7
614,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,1991-2000,Female,16
615,FORCE-NEN collections,FORCE-NEN collections AUMC,SMALL INTESTINE,No,<1991,Male,16
