id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,biobank,biobank_label,network,combined_network,also_known,type,data_categories,order_of_magnitude,size,categories,timestamp,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,combined_quality
bbmri-eric:ID:BE_BBRU1:collection:all_samples,CHU Brugmann - BruTus Oncology,BBRU,BruTuS Oncology is the joint biobank of two Brussels hospitals: Brugmann Universitary Hospital (CHU Brugmann) and Queen Fabiola Universitary Children's Hospital (HUDERF).,,,BE,50.886017,4.332605,bbmri-eric:contactID:BE_duttmann,bbmri-eric:contactID:BE_BBRU1,BE,false,,bbmri-eric:ID:BE_BBRU1,CHU Brugmann - BruTus Oncology,"bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_NBWB1,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:BE_NBWB1",,"HOSPITAL,SAMPLE","BIOLOGICAL_SAMPLES,IMAGING_DATA,MEDICAL_RECORDS",3,3000,"paediatric_included,cancer",2020-01-24 10:00:00.0,,,"FEMALE,MALE,UNKNOWN","urn:miriam:icd:C00,urn:miriam:icd:C01,urn:miriam:icd:C02,urn:miriam:icd:C03,urn:miriam:icd:C04,urn:miriam:icd:C05,urn:miriam:icd:C06,urn:miriam:icd:C07,urn:miriam:icd:C08,urn:miriam:icd:C09,urn:miriam:icd:C10,urn:miriam:icd:C11,urn:miriam:icd:C12,urn:miriam:icd:C13,urn:miriam:icd:C14,urn:miriam:icd:C15,urn:miriam:icd:C16,urn:miriam:icd:C17,urn:miriam:icd:C18,urn:miriam:icd:C19,urn:miriam:icd:C20,urn:miriam:icd:C21,urn:miriam:icd:C22,urn:miriam:icd:C23,urn:miriam:icd:C24,urn:miriam:icd:C25,urn:miriam:icd:C26,urn:miriam:icd:C30,urn:miriam:icd:C31,urn:miriam:icd:C32,urn:miriam:icd:C33,urn:miriam:icd:C34,urn:miriam:icd:C37,urn:miriam:icd:C38,urn:miriam:icd:C39,urn:miriam:icd:C43,urn:miriam:icd:C44,urn:miriam:icd:C45,urn:miriam:icd:C46,urn:miriam:icd:C47,urn:miriam:icd:C48,urn:miriam:icd:C49,urn:miriam:icd:C50,urn:miriam:icd:C51,urn:miriam:icd:C52,urn:miriam:icd:C53,urn:miriam:icd:C54,urn:miriam:icd:C55,urn:miriam:icd:C56,urn:miriam:icd:C57,urn:miriam:icd:C58,urn:miriam:icd:C60,urn:miriam:icd:C61,urn:miriam:icd:C62,urn:miriam:icd:C63,urn:miriam:icd:C64,urn:miriam:icd:C65,urn:miriam:icd:C66,urn:miriam:icd:C67,urn:miriam:icd:C68,urn:miriam:icd:C73,urn:miriam:icd:C74,urn:miriam:icd:C75,urn:miriam:icd:C81,urn:miriam:icd:C82,urn:miriam:icd:C83,urn:miriam:icd:C84,urn:miriam:icd:C85,urn:miriam:icd:C86,urn:miriam:icd:C88",0,99,YEAR,"TISSUE_PARAFFIN_EMBEDDED,TISSUE_FROZEN","temperature-60to-85,temperatureRoom",,,,false,true,,false,,,,,,accredited
bbmri-eric:ID:BE_BCHA1:collection:all_samples,ISPPC - Charleroi,BCHA,,,,BE,50.413596,4.450733,bbmri-eric:contactID:BE_BCHA1,bbmri-eric:contactID:BE_BCHA1,BE,false,,bbmri-eric:ID:BE_BCHA1,ISPPC - Charleroi,"bbmri-eric:networkID:BE_NBWB1,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:BE_NBWB1",,"CASE_CONTROL,DISEASE_SPECIFIC,LONGITUDINAL,QUALITY_CONTROL,TWIN_STUDY","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,IMAGING_DATA,MEDICAL_RECORDS,SURVEY_DATA",4,4500,"paediatric_included,cancer",2007-03-10 11:00:00.0,,,"FEMALE,MALE,UNKNOWN","urn:miriam:icd:D10,urn:miriam:icd:D11,urn:miriam:icd:D12,urn:miriam:icd:D13,urn:miriam:icd:D14,urn:miriam:icd:D15,urn:miriam:icd:D16,urn:miriam:icd:D17,urn:miriam:icd:D18,urn:miriam:icd:D19,urn:miriam:icd:D20,urn:miriam:icd:D21,urn:miriam:icd:D22,urn:miriam:icd:D23,urn:miriam:icd:D24,urn:miriam:icd:D25,urn:miriam:icd:D26,urn:miriam:icd:D27,urn:miriam:icd:D28,urn:miriam:icd:D29,urn:miriam:icd:D30,urn:miriam:icd:D31,urn:miriam:icd:D32,urn:miriam:icd:D33,urn:miriam:icd:D34,urn:miriam:icd:D35,urn:miriam:icd:D36,urn:miriam:icd:D37,urn:miriam:icd:D38,urn:miriam:icd:D39,urn:miriam:icd:D40,urn:miriam:icd:D41,urn:miriam:icd:D42,urn:miriam:icd:D43,urn:miriam:icd:D44,urn:miriam:icd:D45,urn:miriam:icd:D46,urn:miriam:icd:D47,urn:miriam:icd:D48,urn:miriam:icd:C00,urn:miriam:icd:C01,urn:miriam:icd:C02,urn:miriam:icd:C03,urn:miriam:icd:C04,urn:miriam:icd:C05,urn:miriam:icd:C06,urn:miriam:icd:C07,urn:miriam:icd:C08,urn:miriam:icd:C09,urn:miriam:icd:C10,urn:miriam:icd:C11,urn:miriam:icd:C12,urn:miriam:icd:C13,urn:miriam:icd:C14,urn:miriam:icd:C15,urn:miriam:icd:C16,urn:miriam:icd:C17,urn:miriam:icd:C18,urn:miriam:icd:C19,urn:miriam:icd:C20,urn:miriam:icd:C21,urn:miriam:icd:C22,urn:miriam:icd:C23,urn:miriam:icd:C24,urn:miriam:icd:C25,urn:miriam:icd:C26,urn:miriam:icd:C30,urn:miriam:icd:C31,urn:miriam:icd:C32,urn:miriam:icd:C33,urn:miriam:icd:C34,urn:miriam:icd:C37,urn:miriam:icd:C38,urn:miriam:icd:C39,urn:miriam:icd:C40,urn:miriam:icd:C41,urn:miriam:icd:C43,urn:miriam:icd:C44,urn:miriam:icd:C45,urn:miriam:icd:C46,urn:miriam:icd:C47,urn:miriam:icd:C48,urn:miriam:icd:C49,urn:miriam:icd:C50,urn:miriam:icd:C51,urn:miriam:icd:C52,urn:miriam:icd:C53,urn:miriam:icd:C54,urn:miriam:icd:C55,urn:miriam:icd:C56,urn:miriam:icd:C57,urn:miriam:icd:C58,urn:miriam:icd:C60,urn:miriam:icd:C61,urn:miriam:icd:C62,urn:miriam:icd:C63,urn:miriam:icd:C64,urn:miriam:icd:C65,urn:miriam:icd:C66,urn:miriam:icd:C67,urn:miriam:icd:C68,urn:miriam:icd:C69,urn:miriam:icd:C70,urn:miriam:icd:C71,urn:miriam:icd:C72,urn:miriam:icd:C73,urn:miriam:icd:C74,urn:miriam:icd:C75,urn:miriam:icd:C76,urn:miriam:icd:C77,urn:miriam:icd:C78,urn:miriam:icd:C79,urn:miriam:icd:C80,urn:miriam:icd:C81,urn:miriam:icd:C82,urn:miriam:icd:C83,urn:miriam:icd:C84,urn:miriam:icd:C85,urn:miriam:icd:C86,urn:miriam:icd:C88,urn:miriam:icd:C90,urn:miriam:icd:C91,urn:miriam:icd:C92,urn:miriam:icd:C93,urn:miriam:icd:C94,urn:miriam:icd:C95,urn:miriam:icd:C96,urn:miriam:icd:C97",0,99,YEAR,"OTHER,TISSUE_PARAFFIN_EMBEDDED,TISSUE_FROZEN","temperature-18to-35,temperature-60to-85,temperature2to10,temperatureLN,temperatureRoom",,,,true,true,,true,,,,,,
bbmri-eric:ID:DE_HUB:collection:Neocyst,Collection Neocyst Hannover,Neocyst,"Network for Early Onset Cystic Kidney Disease:
NEOCYST is a multicenter, interdisciplinary network of clinicians and scientists exploring early onset cystic kidney diseases. Hereditary cystic kidney diseases are among the most important causes of chronic renal failure in childhood.
The goals of NEOCYSTare to increase the knowledge on the epidemiology, the phenotypical spectrum, the underlying genetic and pathophysiological mechanisms as well as the individual prognosis of early onset cystic kidney diseases and thereby to improve the clinical management and counselling of affected patients.

NEOCYST ist ein multidisziplinäres, multizentrisches Netzwerk zur Erforschung zystischer Nierenerkrankungen des Kindesalters. Es handelt sich um einen Verbund aus Klinikern, Genetikern und Wissenschaftlern, die gemeinsam das Ziel verfolgen, die Betreuung, die Therapie sowie die Lebensqualität von Patienten mit zystischen Nierenerkrankungen zu verbessern.
Erbliche zystische Nierenerkrankungen repräsentieren eine der häufigsten Ursachen eines chronischen Nierenversagens im Kindesalter. Gleichzeitig zählen sie zur Gruppe der „Seltenen Erkrankungen“, so dass nur wenige hundert Patienten in Deutschland betroffen sind. Alle zystischen Nierenerkrankungen zeichnen sich durch ein hohes Maß an phänotypischer wie genetischer Variabilität aus. Zudem erschweren erhebliche Krankheitsüberschneidungen eine frühzeitige Diagnose sowie eine individuelle Beratung betroffener Patienten und deren Familien.",,,DE,,,bbmri-eric:contactID:DE_HUB_One,bbmri-eric:contactID:DE_HUB_Two,DE,false,,bbmri-eric:ID:DE_HUB,Hannover Unified Biobank,,"bbmri-eric:networkID:DE_GBA,bbmri-eric:networkID:DE_DZL,bbmri-eric:networkID:DE_LSUB",,"SAMPLE,DISEASE_SPECIFIC",BIOLOGICAL_SAMPLES,3,,,,,,"FEMALE,MALE","urn:miriam:icd:Q60-Q64,urn:miriam:icd:Q61,urn:miriam:icd:Q87.8",,,,"DNA,WHOLE_BLOOD,URINE,SERUM,PLASMA","temperature-60to-85,temperatureLN",,,,,,,true,,,,,,accredited
bbmri-eric:ID:BE_BIPG1:collection:all_samples,IPG-Biobank,BIPG,,,,BE,50.472558,4.467883,bbmri-eric:contactID:BE_delree,bbmri-eric:contactID:BE_BIPG1,BE,false,,bbmri-eric:ID:BE_BIPG1,IPG-Biobank,"bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_NBWB1,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:BE_NBWB1",,"CASE_CONTROL,DISEASE_SPECIFIC,LONGITUDINAL,QUALITY_CONTROL,TWIN_STUDY","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,NATIONAL_REGISTRIES,OTHER,SURVEY_DATA",4,2385,"paediatric_included,cancer",2007-03-10 11:00:00.0,,,"FEMALE,MALE,UNKNOWN","urn:miriam:icd:D10,urn:miriam:icd:D11,urn:miriam:icd:D12,urn:miriam:icd:D13,urn:miriam:icd:D14,urn:miriam:icd:D15,urn:miriam:icd:D16,urn:miriam:icd:D17,urn:miriam:icd:D18,urn:miriam:icd:D19,urn:miriam:icd:D20,urn:miriam:icd:D21,urn:miriam:icd:D22,urn:miriam:icd:D23,urn:miriam:icd:D24,urn:miriam:icd:D25,urn:miriam:icd:D26,urn:miriam:icd:D27,urn:miriam:icd:D28,urn:miriam:icd:D29,urn:miriam:icd:D30,urn:miriam:icd:D31,urn:miriam:icd:D32,urn:miriam:icd:D33,urn:miriam:icd:D34,urn:miriam:icd:D35,urn:miriam:icd:D36,urn:miriam:icd:D37,urn:miriam:icd:D38,urn:miriam:icd:D39,urn:miriam:icd:D40,urn:miriam:icd:D41,urn:miriam:icd:D42,urn:miriam:icd:D43,urn:miriam:icd:D44,urn:miriam:icd:D45,urn:miriam:icd:D46,urn:miriam:icd:D47,urn:miriam:icd:D48,urn:miriam:icd:C00,urn:miriam:icd:C01,urn:miriam:icd:C02,urn:miriam:icd:C03,urn:miriam:icd:C04,urn:miriam:icd:C05,urn:miriam:icd:C06,urn:miriam:icd:C07,urn:miriam:icd:C08,urn:miriam:icd:C09,urn:miriam:icd:C10,urn:miriam:icd:C11,urn:miriam:icd:C12,urn:miriam:icd:C13,urn:miriam:icd:C14,urn:miriam:icd:C15,urn:miriam:icd:C16,urn:miriam:icd:C17,urn:miriam:icd:C18,urn:miriam:icd:C19,urn:miriam:icd:C20,urn:miriam:icd:C21,urn:miriam:icd:C22,urn:miriam:icd:C23,urn:miriam:icd:C24,urn:miriam:icd:C25,urn:miriam:icd:C26,urn:miriam:icd:C30,urn:miriam:icd:C31,urn:miriam:icd:C32,urn:miriam:icd:C33,urn:miriam:icd:C34,urn:miriam:icd:C37,urn:miriam:icd:C38,urn:miriam:icd:C39,urn:miriam:icd:C40,urn:miriam:icd:C41,urn:miriam:icd:C43,urn:miriam:icd:C44,urn:miriam:icd:C45,urn:miriam:icd:C46,urn:miriam:icd:C47,urn:miriam:icd:C48,urn:miriam:icd:C49,urn:miriam:icd:C50,urn:miriam:icd:C51,urn:miriam:icd:C52,urn:miriam:icd:C53,urn:miriam:icd:C54,urn:miriam:icd:C55,urn:miriam:icd:C56,urn:miriam:icd:C57,urn:miriam:icd:C58,urn:miriam:icd:C60,urn:miriam:icd:C61,urn:miriam:icd:C62,urn:miriam:icd:C63,urn:miriam:icd:C64,urn:miriam:icd:C65,urn:miriam:icd:C66,urn:miriam:icd:C67,urn:miriam:icd:C68,urn:miriam:icd:C69,urn:miriam:icd:C70,urn:miriam:icd:C71,urn:miriam:icd:C72,urn:miriam:icd:C73,urn:miriam:icd:C74,urn:miriam:icd:C75,urn:miriam:icd:C76,urn:miriam:icd:C77,urn:miriam:icd:C78,urn:miriam:icd:C79,urn:miriam:icd:C80,urn:miriam:icd:C81,urn:miriam:icd:C82,urn:miriam:icd:C83,urn:miriam:icd:C84,urn:miriam:icd:C85,urn:miriam:icd:C86,urn:miriam:icd:C88,urn:miriam:icd:C90,urn:miriam:icd:C91,urn:miriam:icd:C92,urn:miriam:icd:C93,urn:miriam:icd:C94,urn:miriam:icd:C95,urn:miriam:icd:C96,urn:miriam:icd:C97",0,99,YEAR,"DNA,OTHER,RNA,TISSUE_PARAFFIN_EMBEDDED,TISSUE_FROZEN","temperature-18to-35,temperature-60to-85,temperature2to10,temperatureLN,temperatureRoom",,,,true,true,,true,,,,,,
bbmri-eric:ID:BE_CBP:collection:SciensanoCollections,Sciensano Collections,,"Collections from different surveillance studies of different types, among others of COVID-19 surveillance studies, available for secondary research",,,BE,,,bbmri-eric:contactID:BE_CBP,bbmri-eric:contactID:BE_CBP,BE,false,,bbmri-eric:ID:BE_CBP,Centraal Biobank Platform Sciensano,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:BE_BBMRIBE,,"DISEASE_SPECIFIC,OTHER,SAMPLE,PROSPECTIVE_COLLECTION","ANTIBODIES,BIOLOGICAL_SAMPLES,OTHER,SURVEY_DATA",5,160000,,2022-01-02 11:00:00.0,,,"FEMALE,MALE,NAV",,,,YEAR,"BUFFY_COAT,DNA,CELL_LINES,NASAL_SWAB,PERIPHERAL_BLOOD_CELLS,PLASMA,SALIVA,SERUM,URINE,WHOLE_BLOOD,OTHER",temperature-60to-85,,,,false,true,,false,,,,,,
bbmri-eric:ID:BE_CICP1:collection:all_samples,Biothèque de l'Institut Roi Albert II - Oncology,CLUC,,,,BE,50.852246,4.4519,bbmri-eric:contactID:BE_marbaix,bbmri-eric:contactID:BE_CICP1,BE,false,,bbmri-eric:ID:BE_CICP1,CUSL Biobank,"bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_NBWB1,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:BE_NBWB1",,"CASE_CONTROL,DISEASE_SPECIFIC,LONGITUDINAL,QUALITY_CONTROL,TWIN_STUDY","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,NATIONAL_REGISTRIES",4,7292,"paediatric_included,cancer",2007-03-10 11:00:00.0,,,"FEMALE,MALE,UNKNOWN","urn:miriam:icd:D10,urn:miriam:icd:D11,urn:miriam:icd:D12,urn:miriam:icd:D13,urn:miriam:icd:D14,urn:miriam:icd:D15,urn:miriam:icd:D16,urn:miriam:icd:D17,urn:miriam:icd:D18,urn:miriam:icd:D19,urn:miriam:icd:D20,urn:miriam:icd:D21,urn:miriam:icd:D22,urn:miriam:icd:D23,urn:miriam:icd:D24,urn:miriam:icd:D25,urn:miriam:icd:D26,urn:miriam:icd:D27,urn:miriam:icd:D28,urn:miriam:icd:D29,urn:miriam:icd:D30,urn:miriam:icd:D31,urn:miriam:icd:D32,urn:miriam:icd:D33,urn:miriam:icd:D34,urn:miriam:icd:D35,urn:miriam:icd:D36,urn:miriam:icd:D37,urn:miriam:icd:D38,urn:miriam:icd:D39,urn:miriam:icd:D40,urn:miriam:icd:D41,urn:miriam:icd:D42,urn:miriam:icd:D43,urn:miriam:icd:D44,urn:miriam:icd:D45,urn:miriam:icd:D46,urn:miriam:icd:D47,urn:miriam:icd:D48,urn:miriam:icd:C00,urn:miriam:icd:C01,urn:miriam:icd:C02,urn:miriam:icd:C03,urn:miriam:icd:C04,urn:miriam:icd:C05,urn:miriam:icd:C06,urn:miriam:icd:C07,urn:miriam:icd:C08,urn:miriam:icd:C09,urn:miriam:icd:C10,urn:miriam:icd:C11,urn:miriam:icd:C12,urn:miriam:icd:C13,urn:miriam:icd:C14,urn:miriam:icd:C15,urn:miriam:icd:C16,urn:miriam:icd:C17,urn:miriam:icd:C18,urn:miriam:icd:C19,urn:miriam:icd:C20,urn:miriam:icd:C21,urn:miriam:icd:C22,urn:miriam:icd:C23,urn:miriam:icd:C24,urn:miriam:icd:C25,urn:miriam:icd:C26,urn:miriam:icd:C30,urn:miriam:icd:C31,urn:miriam:icd:C32,urn:miriam:icd:C33,urn:miriam:icd:C34,urn:miriam:icd:C37,urn:miriam:icd:C38,urn:miriam:icd:C39,urn:miriam:icd:C40,urn:miriam:icd:C41,urn:miriam:icd:C43,urn:miriam:icd:C44,urn:miriam:icd:C45,urn:miriam:icd:C46,urn:miriam:icd:C47,urn:miriam:icd:C48,urn:miriam:icd:C49,urn:miriam:icd:C50,urn:miriam:icd:C51,urn:miriam:icd:C52,urn:miriam:icd:C53,urn:miriam:icd:C54,urn:miriam:icd:C55,urn:miriam:icd:C56,urn:miriam:icd:C57,urn:miriam:icd:C58,urn:miriam:icd:C60,urn:miriam:icd:C61,urn:miriam:icd:C62,urn:miriam:icd:C63,urn:miriam:icd:C64,urn:miriam:icd:C65,urn:miriam:icd:C66,urn:miriam:icd:C67,urn:miriam:icd:C68,urn:miriam:icd:C69,urn:miriam:icd:C70,urn:miriam:icd:C71,urn:miriam:icd:C72,urn:miriam:icd:C73,urn:miriam:icd:C74,urn:miriam:icd:C75,urn:miriam:icd:C76,urn:miriam:icd:C77,urn:miriam:icd:C78,urn:miriam:icd:C79,urn:miriam:icd:C80,urn:miriam:icd:C81,urn:miriam:icd:C82,urn:miriam:icd:C83,urn:miriam:icd:C84,urn:miriam:icd:C85,urn:miriam:icd:C86,urn:miriam:icd:C88,urn:miriam:icd:C90,urn:miriam:icd:C91,urn:miriam:icd:C92,urn:miriam:icd:C93,urn:miriam:icd:C94,urn:miriam:icd:C95,urn:miriam:icd:C96,urn:miriam:icd:C97",0,99,YEAR,"OTHER,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD,TISSUE_FROZEN","temperature-18to-35,temperature-60to-85,temperature2to10,temperatureLN,temperatureRoom",,,,true,true,,true,,,,,,
bbmri-eric:ID:BE_CMGO1:collection:COVID19,Existing collection of COVID-19 cases,COVID-19,Existing collection of COVID-19 cases,,,BE,,,,bbmri-eric:contactID:BE_CMGO1,BE,false,,bbmri-eric:ID:BE_CMGO1,Biobanque du CHU UCL Namur,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:BE_NBWB1",,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,CLINICAL_SYMPTOMS,DiseaseDuration,CT,BLOOD,TREATMENT_PROTOCOL",2,500,,,100,1,,,,,,"SERUM,PLASMA,BUFFY_COAT,NASAL_SWAB",,,,,,,,true,,,,,,
bbmri-eric:ID:BE_CMGO1:collection:all_samples,Biobanque du CHU UCL Namur,CGOD,,,,BE,50.3591,4.883199,bbmri-eric:contactID:BE_graux,bbmri-eric:contactID:BE_CMGO1,BE,false,,bbmri-eric:ID:BE_CMGO1,Biobanque du CHU UCL Namur,"bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_NBWB1,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:BE_NBWB1",,"CASE_CONTROL,DISEASE_SPECIFIC,LONGITUDINAL,QUALITY_CONTROL,TWIN_STUDY","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,NATIONAL_REGISTRIES,SURVEY_DATA",4,17549,"paediatric_included,cancer",2007-03-10 11:00:00.0,,,"FEMALE,MALE,UNKNOWN","urn:miriam:icd:D10,urn:miriam:icd:D11,urn:miriam:icd:D12,urn:miriam:icd:D13,urn:miriam:icd:D14,urn:miriam:icd:D15,urn:miriam:icd:D16,urn:miriam:icd:D17,urn:miriam:icd:D18,urn:miriam:icd:D19,urn:miriam:icd:D20,urn:miriam:icd:D21,urn:miriam:icd:D22,urn:miriam:icd:D23,urn:miriam:icd:D24,urn:miriam:icd:D25,urn:miriam:icd:D26,urn:miriam:icd:D27,urn:miriam:icd:D28,urn:miriam:icd:D29,urn:miriam:icd:D30,urn:miriam:icd:D31,urn:miriam:icd:D32,urn:miriam:icd:D33,urn:miriam:icd:D34,urn:miriam:icd:D35,urn:miriam:icd:D36,urn:miriam:icd:D37,urn:miriam:icd:D38,urn:miriam:icd:D39,urn:miriam:icd:D40,urn:miriam:icd:D41,urn:miriam:icd:D42,urn:miriam:icd:D43,urn:miriam:icd:D44,urn:miriam:icd:D45,urn:miriam:icd:D46,urn:miriam:icd:D47,urn:miriam:icd:D48,urn:miriam:icd:C00,urn:miriam:icd:C01,urn:miriam:icd:C02,urn:miriam:icd:C03,urn:miriam:icd:C04,urn:miriam:icd:C05,urn:miriam:icd:C06,urn:miriam:icd:C07,urn:miriam:icd:C08,urn:miriam:icd:C09,urn:miriam:icd:C10,urn:miriam:icd:C11,urn:miriam:icd:C12,urn:miriam:icd:C13,urn:miriam:icd:C14,urn:miriam:icd:C15,urn:miriam:icd:C16,urn:miriam:icd:C17,urn:miriam:icd:C18,urn:miriam:icd:C19,urn:miriam:icd:C20,urn:miriam:icd:C21,urn:miriam:icd:C22,urn:miriam:icd:C23,urn:miriam:icd:C24,urn:miriam:icd:C25,urn:miriam:icd:C26,urn:miriam:icd:C30,urn:miriam:icd:C31,urn:miriam:icd:C32,urn:miriam:icd:C33,urn:miriam:icd:C34,urn:miriam:icd:C37,urn:miriam:icd:C38,urn:miriam:icd:C39,urn:miriam:icd:C40,urn:miriam:icd:C41,urn:miriam:icd:C43,urn:miriam:icd:C44,urn:miriam:icd:C45,urn:miriam:icd:C46,urn:miriam:icd:C47,urn:miriam:icd:C48,urn:miriam:icd:C49,urn:miriam:icd:C50,urn:miriam:icd:C51,urn:miriam:icd:C52,urn:miriam:icd:C53,urn:miriam:icd:C54,urn:miriam:icd:C55,urn:miriam:icd:C56,urn:miriam:icd:C57,urn:miriam:icd:C58,urn:miriam:icd:C60,urn:miriam:icd:C61,urn:miriam:icd:C62,urn:miriam:icd:C63,urn:miriam:icd:C64,urn:miriam:icd:C65,urn:miriam:icd:C66,urn:miriam:icd:C67,urn:miriam:icd:C68,urn:miriam:icd:C69,urn:miriam:icd:C70,urn:miriam:icd:C71,urn:miriam:icd:C72,urn:miriam:icd:C73,urn:miriam:icd:C74,urn:miriam:icd:C75,urn:miriam:icd:C76,urn:miriam:icd:C77,urn:miriam:icd:C78,urn:miriam:icd:C79,urn:miriam:icd:C80,urn:miriam:icd:C81,urn:miriam:icd:C82,urn:miriam:icd:C83,urn:miriam:icd:C84,urn:miriam:icd:C85,urn:miriam:icd:C86,urn:miriam:icd:C88,urn:miriam:icd:C90,urn:miriam:icd:C91,urn:miriam:icd:C92,urn:miriam:icd:C93,urn:miriam:icd:C94,urn:miriam:icd:C95,urn:miriam:icd:C96,urn:miriam:icd:C97",0,99,YEAR,"DNA,OTHER,PLASMA,RNA,SERUM,TISSUE_PARAFFIN_EMBEDDED,WHOLE_BLOOD,TISSUE_FROZEN","temperature-18to-35,temperature-60to-85,temperature2to10,temperatureLN,temperatureRoom",,,,true,true,,true,,,,,,
bbmri-eric:ID:BE_Jessa:collection:all_samples,Jessa Biobank,,,,,BE,50.926093,5.341512,,bbmri-eric:contactID:BE_Jessa,BE,false,,bbmri-eric:ID:BE_Jessa,Jessa Biobank,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:BE_BBMRIBE,,HOSPITAL,"BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,OTHER,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS",3,,cancer,,,,"FEMALE,MALE,UNKNOWN",urn:miriam:icd:C81-C96,,,,"DNA,OTHER,PLASMA,RNA,SALIVA,SERUM,TISSUE_PARAFFIN_EMBEDDED,URINE,WHOLE_BLOOD,TISSUE_FROZEN,FECES","temperature-18to-35,temperature-60to-85,temperature2to10,temperatureLN,temperatureRoom",,,,true,true,,true,,,,,,
bbmri-eric:ID:BE_LCHU1:collection:COVID19,Existing collection of COVID-19 cases,COVID-19,Existing collection of COVID-19 cases,,,BE,,,,bbmri-eric:contactID:BE_LCHU1,BE,false,,bbmri-eric:ID:BE_LCHU1,Biothèque Hospitalo Universitaire de Liège,"bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:BE_BBMRIBE","bbmri-eric:networkID:BE_BVT,bbmri-eric:networkID:BE_BBMRIBE,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:BE_NBWB1",,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS,DiseaseDuration,CLINICAL_SYMPTOMS,BLOOD,TREATMENT_PROTOCOL",3,5000,covid19,,200,2,,"urn:miriam:icd:U07.1,urn:miriam:icd:U07.2",,,,"WHOLE_BLOOD,SERUM,PLASMA,TISSUE_FROZEN,TISSUE_PARAFFIN_EMBEDDED,THROAT_SWAB,SALIVA,OTHER",,,,,,,,false,,,,,,
