id,pid,name,acronym,description,url,location,country,latitude,longitude,head,contact,juridical_person,network,also_known,capabilities,collaboration_commercial,collaboration_non_for_profit,national_node,withdrawn
bbmri-eric:ID:CZ_MMCI,21.12110/1.43bd-95e2-5ed4,"Bank of Biological Material, Masaryk Memorial Cancer Institute",MMCI,"Biobank at MMCI was established to preserve patient-derived specimens such as tumours and blood-derived samples . Its structure comprises of a ""long-term storage repository"" designed to store a comprehensive set of patient samples such as tumours, adjacent tissues, genomic DNA and serum at surgery, and the ""short term storage repository"" designed to store serum aliquots from periodic determination of soluble blood tumour markers.  Comprehensive clinical data are available through the hospital infromation system to enable further translational and clinical research.",http://www.recamo.cz/en/bbmri/,Brno,CZ,49.19426448,16.5890801,bbmri-eric:contactID:CZ_Hrstka,bbmri-eric:contactID:CZ_MMCI,Masaryk Memorial Cancer Institute,"bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:CRC-Cohort",,"biomaterial-storage,cell-culture,data-analytics,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access,recontact,tma-creation",true,true,CZ,false
bbmri-eric:ID:CZ_MMCI_test,21.12110/1.c598-adeb-5b20,test,test,,,,CZ,,,,,Hrstka,,,,,,CZ,false
bbmri-eric:ID:CZ_MU_ICS,21.12110/1.be90-1c99-5787,"Medical data repository of Institute of Computer Science, Masaryk University",MU_ICS,Medical research data repositories hosted by Institute of Computer Science at Masaryk University.,,Brno,CZ,49.20991,16.59966,bbmri-eric:contactID:CZ_MUNI_THALAMOSS,bbmri-eric:contactID:CZ_MUNI_THALAMOSS,Masaryk University,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,,"data-analytics,data-storage",false,true,CZ,false
bbmri-eric:ID:CZ_REVMA,21.12110/1.67f6-8f28-56b6,"Bank of Biological Material, Institute of Rheumatology",REVMA,The Bank of Biological Material of Institute of Rheumatology in Prague stores biospecimen from nearly 8 000 people and about 50 000 unique collection events covering both affected and healthy people.,https://www.revma.cz/,Prague,CZ,50.0677828,14.4213033,bbmri-eric:contactID:CZ_REVMA,bbmri-eric:contactID:CZ_REVMA,Institute of Rheumatology  in Prague,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,,"biomaterial-storage,cell-culture,data-analytics,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction",true,true,CZ,false
bbmri-eric:ID:CZ_UPOL_LF,21.12110/1.67bc-90ea-01cf,"Bank of Biological Material, Palacký University",UPOL,"The biobank affiliated with University Palacky Olomouc and University Hostpital Olomouc, focused primarily on colorectal carcinoma, lung carcinoma, glioma, prostate carcinoma, and melanoms.",https://www.imtm.cz/bbmri,Olomouc,CZ,49.58600333,17.23522611,bbmri-eric:contactID:CZ_UPOL_LF,bbmri-eric:contactID:CZ_UPOL_LF,Palacký University,"bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,data-analytics",true,true,CZ,false
bbmri-eric:ID:DE_ACBB,21.12110/1.35f0-0884-d678,Augsburg Central BioBank,ACBB,"The Augsburg Central BioBank is a centralized biobank at the University Hospital of Augsburg. It is divided into two parts, consisting of liquid and solid biosamples. For solid biosamples, we collect oncological biosamples with the main focus on lung, mammary and colorectal carcinomas with the respective metastases and rare tumors, which include pediatric cases. Moreover, the biobank offers services for sample collection with a specific research focus. The liquid part of the biobank includes non-solid samples (blood, urine etc.) and clinical data from oncological patients.",https://www.uk-augsburg.de/kliniken-und-institute/institut-fuer-pathologie-und-molekulare-diagnostik/biobank/ueberblick.html,,DE,48.384619,10.838495,bbmri-eric:contactID:DE_markl,bbmri-eric:contactID:DE_ACBB,Universitätsklinikum Augsburg,"bbmri-eric:networkID:DE_GBA,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,data-storage,immunohistochemistry-scoring,immunohistochemistry-staining,recontact,nucleic-acid-extraction,covid19",,true,DE,false
bbmri-eric:ID:DE_ASK-Tx,21.12110/1.2402-7318-a420,Asklepios Biobank für Lungenerkrankungen,ASK-Tx,"Es ist das Ziel der Biobank, Gewebe, Blut und andere Körperflüssigkeiten in hoher Qualität zu sammeln, zu lagern und für die wissenschaftliche Forschung zur Verfügung zu stellen. Sie ist Teil des „Comprehensive Pneumology Centers München“ (CPC-M) und Mitglied im Deutschen Zentrum für Lungenforschung (DZL), einer vom Bundesministerium für Bildung und Forschung unterstützten Einrichtung, die sich die weitere Erforschung und die Entwicklung neuer Therapieverfahren von und für Lungenerkrankungen zum Ziel gemacht hat. Als Teil dieser Bemühungen sind in der Plattform Biobanking im DZL Biobanken an den verschiedenen Standorten, u.a. auch in Gauting, etabliert.",https://www.asklepios.com/gauting/experten/experten/biobank/,,DE,48.13743,11.57549,bbmri-eric:contactID:DE_ASK-Tx,bbmri-eric:contactID:DE_ASK-Tx,Asklepios Fachkliniken Muenchen-Gauting,,,biomaterial-storage,,,DE,false
bbmri-eric:ID:DE_BBB,21.12110/1.a1b4-47ae-81df,BioBank Bonn,BBB,"Die BioBank Bonn ist eine Serviceeinrichtung der Medizinischen Fakultät der Universität Bonn und des Universitätsklinikums Bonn. Sie ist direkt dem Dekanat unterstellt und organisatorisch in den Instituten für Pathologie, für Klinische Chemie und Klinische Pharmakologie (IKCKP) und dem Institut für Medizinische Biometrie, Informatik und Epidemiologie (IMBIE) des Universitätsklinikums Bonn angesiedelt. Aufgabe der BioBank Bonn ist es, klinisch-translationale Forschung sowie Grundlagenforschung, z.B. zur Entwicklung diagnostischer, prognostischer und prädiktiver Biomarker für bestimmte Erkrankungen, am Universitätsklinikum Bonn zu ermöglichen und zu unterstützen.",https://www.ukbonn.de/42256BC8002AF3E7/direct/biobank-startseite,,DE,50.701693,7.102462,,bbmri-eric:contactID:DE_BBB,Dekan Medizinische Fakultät der Universität Bonn,bbmri-eric:networkID:DE_GBA,,"biomaterial-storage,data-storage,nucleic-acid-extraction",false,true,DE,false
bbmri-eric:ID:DE_BBD,21.12110/1.e2e1-990c-f6ba,BioBank Dresden,BBD,"The BioBank Dresden (BBD) is located on the campus of the University Hospital Dresden. Within the BBD, biomaterial from patients and healthy volunteers is processed and stored in a quality-assured and data-protection-compliant manner.  The BBD includes the tumor and normal tissue bank (TNTB) and the Dresden Integrated Liquid Biobank (DILB).

The aim of BioBank Dresden is to provide scientists with a comprehensive collection of tissue and liquid samples as well as associated data. This is an important basis for research at the Dresden site as well as for cooperation with external partners. The focus of the BioBank Dresden is on supporting research groups in the field of oncology so that cancer can be prevented or better cured and treated in the future.",https://www.nct-dresden.de/forschung/core-units/biobank-dresden.html,,DE,51.050407,13.737262,bbmri-eric:contactID:DE_BBD,bbmri-eric:contactID:DE_BBD,University Hospital Carl Gustav Carus Dresden,,,"biomaterial-storage,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction",true,true,DE,false
bbmri-eric:ID:DE_BBM,21.12110/1.e50e-fe86-0924,BioBank Mainz,BBM,"Die BioBank der Universitätsmedizin Mainz (BBM) stellt eine Sammlung biologischer Proben und damit assoziierter Daten in strukturierter und auswertbarer Form dar. Serviceleistungen zum Einlagern biologischer Proben werden an der UMM von zwei Teilbiobanken angeboten, der Biobank für flüssige und zelluläre Biomaterialien der Präventiven Kardiologie und der Gewebebiobank des Instituts für Pathologie.

Die BBM hat sich zum verantwortungsvollen Umgang mit dem zur Verfügung gestellten biologischen Material und zum Schutz der persönlichen Rechte der Spender verpflichtet. Das Ziel der BioBank Mainz ist es, zu einer besseren Gesundheitsversorgung der Bevölkerung beizutragen.",https://www.unimedizin-mainz.de/biobank/uebersicht.html,,DE,49.99266,8.25699,bbmri-eric:contactID:DE_roth/wild,bbmri-eric:contactID:DE_Rapp,"Universitätsmedizin der Johannes Gutenberg-Universität Mainz, vertr. d. d. Vorstand, dieser vertr. d. d. Wissenschaftlichen Vorstand",bbmri-eric:networkID:DE_GBA,,"biomaterial-storage,data-analytics,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,tma-creation",true,true,DE,false
bbmri-eric:ID:DE_BBNM,21.12110/1.2e2c-212a-8220,Biobank der Neurologie des Klinikum rechts der Isar der Technischen Universität München,BBNM,"collection of blood samples, Serum, Plasma, CSF, CSF cell, PBMC´s, DNA and RNA from patients with neurological diseases",https://www.neurologie.mri.tum.de/,,DE,"48,137471","11,598784",bbmri-eric:contactID:DE_HEMMER,bbmri-eric:contactID:DE_HEMMER,Klinikum rechts der Isar,"bbmri-eric:networkID:DE_GBA,bbmri-eric:networkID:DE_JBM",,"biomaterial-storage,cell-culture,data-analytics,data-storage,digital-imaging,nucleic-acid-extraction,recontact",true,true,DE,false
bbmri-eric:ID:DE_BBR,21.12110/1.f335-bc71-1077,BioBank Rostock,BBR,"Die Biobank Rostock (BBR) ist in der Klinik und Poliklinik für Allgemein-, Viszeral-, Thorax-, Gefäß- und Transplantationschirurgie an der Universitätsmedizin Rostock angesiedelt. Sie sammelt, verarbeitet, lagert und verwaltet Bioproben wie Blut, Gewebe und Zellen. Besonderheit und gleichzeitig Schwerpunkt der BBR ist das integrierte Biobanking. Hier werden Patienten-individuelle Modelle aus Teilen des Tumorgewebes etabliert und neben den „klassischen Bioproben“ eingelagert. Die Probenlagerung flüssiger und fester biologischer Materialien erfolgt in Stickstofftanks in der Gasphase bei -150°C. Isolierte Nucleinsäuren werden bei -80°C aufbewahrt. Insgesamt lagert die BBR derzeit rund 62.000 Bioproben (Körperflüssigkeiten, Gewebe, Zellen, Tumormodelle, Nucleinsäuren) ein.
Die BBR verfügt über ein Datenschutzkonzept und ein Ethikvotum und arbeitet bereits mit einer „Broad Consent“-Patienteneinwilligung, die neben der Anwendung neuester Technologien auch Kooperationen mit akademischen und industriellen Kooperationspartnern im In- und Ausland ermöglicht. Auf Antrag stellt die BBR Forschergruppen klinische Informationen in pseudonymisierter Form zur Verfügung. Da diese Daten sowie die Bioproben und individuellen Tumormodelle von Wissenschaftlerinnen und Wissenschaftlern analysiert werden, fungiert die BBR als Schnittstelle zwischen Patientenversorgung und Grundlagenwissenschaft und unterstütz damit direkt Spitzenforschung auf den Gebieten der biomedizinischen Forschung und Präzisionsmedizin zum Wohle der Patienten.",https://allgemeinchirurgie.med.uni-rostock.de/forschung/biobank,,DE,,,bbmri-eric:contactID:DE_linnebacher,bbmri-eric:contactID:DE_Mullins,Universitätsmedizin Rostock,bbmri-eric:networkID:DE_GBA,,"BSL2,ProspectiveCollections,Testing_Facility_Animal,biomaterial-storage,cell-culture,nucleic-acid-extraction,pathology-archive-access",true,true,DE,false
bbmri-eric:ID:DE_BIOLIP,21.12110/1.4aac-e947-3237,Biobank Lippe,BIOLIP,"Die Biobank Lippe besteht aus zwei Liquidlagern (zweimal -80 °C und einmal -196° Stickstoffphase) an den Standorten Lemgo und Detmold sowie einer Gewebebank (Gefrierproben sowie Parrafinschnitte) am Standort Detmold. Diese drei lokalen Biobanken sind unter einer einheitlichen EDV-Lösung (CentraXX®, Kairos GmbH, Bochum) mit dem LIMS, PACS sowie KISS des Klinikum Lippe verbunden und unterliegen einer einheitlichen Governance.

Die Biobank Lippe ist im Rahmen des Aufbaus des Diagnostikzentrums des Klinikums Lippe als Sitz der Lehrstühle Klinische Chemie, Molekularpathologie sowie Pathologie des Universitätsklinikums OWL (Universität Bielefeld) entstanden. Als Bestandteil des NUM-Netzwerkes haben wir an den Projekten DEFEAT PANDEMIcs sowie NAPKON teilgenommen. Die Teilnahme an diesen Projekten hat der Entwicklung der Biobank einen deutlichen Schub gegeben. Eine Aufnahme in die German Biobank Aliance (GBA) ist in Vorbereitung.",https://www.klinikum-lippe.de/biobank/,,DE,51.9384783,8.868638,bbmri-eric:contactID:DE_kaiser,,Klinikum Lippe,bbmri-eric:networkID:DE_GBA,,"biomaterial-storage,immunohistochemistry-scoring,immunohistochemistry-staining,BSL2,covid19",false,true,DE,false
bbmri-eric:ID:DE_BIPS,21.12110/1.b67b-8154-0669,Biobank des Leibniz Instituts für Präventionsforschung und Epidemiologie - BIPS,BIPS Biobank Bremen,"The biobank, which is supervised by the Epidemiological Methods and Etiological Research Department of the Leibniz Institute for Prevention Research and Epidemiology - BIPS in Bremen, holds collections from large national and international cohort studies as well as  local epidemiological field studies for scientific questions in health research. Established in 2007, the biobank currently contains more than 800,000 blood, urine, saliva and other samples from children and adults with additional health data from questionnaires, expert reviews and measurements of biomarkers.",https://www.bips-institut.de/forschung/forschungsinfrastrukturen/biobank.html,,DE,53.100369,8.858726,bbmri-eric:contactID:DE_BIPS,bbmri-eric:contactID:DE_BIPS,Leibniz Institut für Präventionsforschung und Epidemiologie - BIPS,bbmri-eric:networkID:DE_GBA,,"biomaterial-storage,data-analytics,data-storage",false,false,DE,false
bbmri-eric:ID:DE_BMB-CCCKiel,21.12110/1.be97-cb84-a592,Translationale Interdisziplinäre Biobank Kiel (TRIBanK),P2N-TRIBanK,"As a joint institution of the Institute for Experimental Cancer Research, the Department of General Surgery, Visceral, Thoracic, Transplantation and Pediatric Surgery and the Institute of Pathology at the University Medical Center of the Federal State of Schleswig-Holstein (UKSH), Campus Kiel, the Translational Interdisciplinary Biobank Kiel (TRIBanK) was founded in the end-90ties. Main focus of the collection lies in the field of tumor diseases of the digestive organs and the lung. This focus has been expanded for several years and also includes samples from patients with inflammatory diseases of these organs. This has resulted in a platform for SOP-controlled asservation and processing of residual tissue samples (unfixed cryo-) from cancer patients' surgical resectates (tumor and peritumoral non-malignant tissue) as well as extensive collections of liquid samples (blood, bone marrow) and sub-entities thereof (e.g. plasma, serum, PBMC-RNA). The TRIBanK has been part of the central biobanking network Popgen 2.0-Network (P2N) of the Kiel University Medical Faculty since 2011.",https://www.iet.uni-kiel.de/de/biobank-tribank,,DE,54.3310,10.1439,bbmri-eric:contactID:DE_CRoder,bbmri-eric:contactID:DE_CRoder,"Christian-Albrechts-Universität zu Kiel, Institut für Experimentelle Tumorforschung",bbmri-eric:networkID:DE_P2N,,"biomaterial-storage,cell-culture,nucleic-acid-extraction",true,true,DE,false
bbmri-eric:ID:EE_ETCH,21.12110/1.7771-38f6-ccb6,East-Tallinn Central Hospital,,,,,EE,,,,bbmri-eric:contactID:EE_MT,East-Tallinn Central Hospital,,,,,,EE,false
bbmri-eric:ID:SE_2388,21.12110/1.c66c-7272-85ad,SCREESCO,,,,,SE,,,,bbmri-eric:contactID:SE_2388,Karolinska Institutet,,,,,,SE,false
bbmri-eric:ID:DE_BMBH,21.12110/1.430e-2930-4131,BioMaterialBank Heidelberg,BMBH,"The BioMaterialBank Heidelberg (BMBH) was established in 2011 as an organisational alliance of quality-assured biobanks at the Heidelberg site. The eight harmonised sub-biobanks of the BMBH collect, process and store high-quality tissue samples and liquid biomaterial from clinical routine procedures and studies. In total, they manage more than 1.1 million tissue samples and 490,000 liquid samples in both organ-specific collections (lung, heart, vessels, pancreas, skin) as well as in specialised collections for tumours, infections and diabetes.

The BMBH has a central bio-sample management system, a common technology platform and a structured quality management system. The NCT Tissue Bank, the largest sub-biobank of the BMBH, has been accredited according to DIN EN ISO 17020 since 2009.",http://www.biobank-heidelberg.de,,DE,49.40768,8.69079,bbmri-eric:contactID:DE_BMBH_,bbmri-eric:contactID:DE_SS,Heidelberg University Hospital,"bbmri-eric:networkID:DE_DZIF,bbmri-eric:networkID:DE_GBA,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",,"biomaterial-storage,cell-culture,data-analytics,data-storage,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access,tma-creation,BSL2,covid19,PCR",true,true,DE,false
