source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments,repeat_num,repeats
PELAGIE,harmonized,SITTINGHTMES_0,,,LifeCycle,outcome,sittinghtmes_,complete,final,,sittinghtmes_158=0;,,158,158
PELAGIE,harmonized,TRIGLYCERIDESMES_146,,,LifeCycle,outcome,triglyceridesmes_,complete,final,,triglyceridesmes_147=0;,,147,147
PELAGIE,harmonized,TRIGLYCERIDESMES_146,,,LifeCycle,outcome,triglyceridesmes_,complete,final,,triglyceridesmes_148=0;,,148,148
PELAGIE,harmonized,OCCUP_F1_8,,,LifeCycle,core,occup_f1_fath,partial,final,Biological father by default,if  occup_f1_8 ne . then occup_f1_fath8=1;,Biological father by default,8,8
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_156=0;,,156,156
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_155=0;,,155,155
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_156=0;,,156,156
PELAGIE,maj_ddn_2021,DDN_2021,pelagie_q0,V5,LifeCycle,core,ga_lmp,complete,final,,ga_lmp=int(ddn_2021-v5),,,
PELAGIE,harmonized,CHOLMES_146,,,LifeCycle,outcome,cholmes_,complete,final,,cholmes_149=0;,,149,149
PELAGIE,harmonized,ADHD_INSTR_7,,,LifeCycle,outcome,adhd_instr_,complete,final,,instr=47;,,7,7
PELAGIE,harmonized,ADHD_INSTR_8,,,LifeCycle,outcome,adhd_instr_,complete,final,,instr=47;,,8,8
PELAGIE,harmonized,ADHD_INSTR_13,,,LifeCycle,outcome,adhd_instr_,complete,final,,instr=47;,,13,13
PELAGIE,harmonized,ADHD_INSTR_14,,,LifeCycle,outcome,adhd_instr_,complete,final,,instr=47;,,14,14
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_158=0;,,158,158
PELAGIE,harmonized,EXT_EVAL_14,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,14,14
PELAGIE,harmonized,WAISTCIRCMES_0,,,LifeCycle,outcome,waistcircmes_,complete,final,,waistcircmes_150=0;,,150,150
PELAGIE,harmonized,ADHD_EVAL_8,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,8,8
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_157=0;,,157,157
PELAGIE,harmonized,ADHD_EVAL_11,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,11,11
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_153=age_exam_jour;,,153,153
PELAGIE,harmonized,ADHD_EVAL_12,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,12,12
PELAGIE,harmonized,ADHD_EVAL_13,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,13,13
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_156=age_exam_jour;,,156,156
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_157=age_exam_jour;,,157,157
PELAGIE,harmonized,WAISTCIRCMES_0,,,LifeCycle,outcome,waistcircmes_,complete,final,,waistcircmes_151=0;,,151,151
PELAGIE,harmonized,ADHD_EVAL_6,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,6,6
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_152=0;,,152,152
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_153=0;,,153,153
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_154=0;,,154,154
PELAGIE,harmonized,ADHD_EVAL_1,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,1,1
PELAGIE,harmonized,OCCUP_F1_12,,,LifeCycle,core,occup_f1_fath,partial,final,Biological father by default,if  occup_f1_12 ne . then occup_f1_fath12=1;,Biological father by default,12,12
PELAGIE,harmonized,TRICEPSFMES_0,,,LifeCycle,outcome,tricepsfmes_,complete,final,,tricepsfmes_152=0;,,152,152
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_151=0;,,151,151
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_154=0;,,154,154
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_155=0;,,155,155
PELAGIE,BDD_cotinine,"COTININE,SGURINEF",,,ATHLETE,chemicals_ath,m_cotinine_raw_t,complete,final,,"BDD_cotinine$m_cotinine_raw_t2<-ifelse(!is.na(BDD_cotinine$COTININE) & BDD_cotinine$SGurineF>10,BDD_cotinine$COTININE,NA)",,2,2
PELAGIE,harmonized,ADHD_EVAL_5,,,LifeCycle,outcome,adhd_eval_,complete,final,,eval=2;,,5,5
PELAGIE,BDD_cotinine,SGURINEF,harmonized,M_COTININE_RAW_T1,ATHLETE,chemicals_ath,m_cotinine_lod_t,complete,final,,"BDD_cotinine$m_cotinine_lod_t1<-ifelse(!is.na(BDD_cotinine$m_cotinine_raw_t1) & BDD_cotinine$SGurineF<=10,0.01,NA)",,1,1
PELAGIE,pelagie_q0,P1,,,LifeCycle,core,child_no,complete,final,,child_no = P1,,,
PELAGIE,harmonized,CHOLMES_146,,,LifeCycle,outcome,cholmes_,complete,final,,cholmes_150=0;,,150,150
PELAGIE,harmonized,HEIGHT_F1,,,LifeCycle,core,height_f1_fath,partial,final,Biological father by default,if height_f1 ne . then do;height_mes_f1=1;height_f1_fath=1;end;,Biological father by default,,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_152=age_exam_jour;,,152,152
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle,outcome,chol_,complete,final,,"pelagie_dosage12$chol_146<-ifelse(pelagie_dosage12$age_exam_mois<147,pelagie_dosage12$Q12_Cholesterol_total,NA)",,146,146
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle,outcome,chol_,complete,final,,"pelagie_dosage12$chol_158<-ifelse(pelagie_dosage12$age_exam_mois >=158 & pelagie_dosage12$age_exam_mois<159,pelagie_dosage12$Q12_Cholesterol_total,NA)",,158,158
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_146=age_exam_jour;,,146,146
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_147=age_exam_jour;,,147,147
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_148=age_exam_jour;,,148,148
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_149=age_exam_jour;,,149,149
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_150=age_exam_jour;,,150,150
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_151=age_exam_jour;,,151,151
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle,outcome,chol_,complete,final,,"pelagie_dosage12$chol_156<-ifelse(pelagie_dosage12$age_exam_mois >=156 & pelagie_dosage12$age_exam_mois<157,pelagie_dosage12$Q12_Cholesterol_total,NA)",,156,156
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle,outcome,chol_,complete,final,,"pelagie_dosage12$chol_157<-ifelse(pelagie_dosage12$age_exam_mois >=157 & pelagie_dosage12$age_exam_mois<158,pelagie_dosage12$Q12_Cholesterol_total,NA)",,157,157
PELAGIE,maj_ddn_2021,DDN_2021,pelagie_q0,DEBGROSF,LifeCycle,core,ga_us,complete,final,,ga_us=int(((ddn_2021-DEBGROSF)/7)+2)*7,,,
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320",,,LifeCycle,outcome,adhd_raw_,partial,final,"Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?","array HY{6} b304 b309 b311 b312 b316 b320;
HYi=N(of HY{*}); HYp=HYi/6;
if HYp>=0.75 then do;
score_HY2_raw=sum(of HY{*});
score_HY2_mean=score_HY2_raw/HYi;
score_HY2_pro=round(score_HY2_mean*6,1);
end;
else do; score_HY2_raw=.;  score_HY2_mean=.; score_HY2_pro=.;
end;
array adhd_raw (3) adhd_raw_1-adhd_raw_3;
array adhd_pro (3) adhd_pro_1-adhd_pro_3;
array adhd_mean (3) adhd_avg_1-adhd_avg_3;
do i=1 to 3;
if round_SDQ_age2=i then do;
adhd_raw(i)=score_HY2_raw;
adhd_pro(i)=score_HY2_pro;
adhd_mean(i)=score_HY2_mean;
end;
end;","Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?",1,"1, 2, 3"
PELAGIE,maj_ddn_2021,DDN_2021,datenaisspere,DATE_NAIS_PERE,LifeCycle,core,agebirth_p_d,complete,final,Father date of birth provided from the 6 and/or 12-year-old follow-up.,agebirth_p_d=ddn_2021-Date_nais_Pere;,Father date of birth provided from the 6 and/or 12-year-old follow-up.,,
PELAGIE,harmonized,AGEBIRTH_P_Y,,,LifeCycle,core,agebirth_p_fath,partial,final,Biological father by default,if agebirth_p_y ne . then agebirth_p_fath=1;,Biological father by default,,
PELAGIE,harmonized,COMMENT,,,LifeCycle,core,death_p,partial,final,non exhaustive information,from free text,non exhaustive information,,
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_151=0;,,151,151
PELAGIE,harmonized,ADHD_PRO_12,,,LifeCycle,outcome,adhd_pc_,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ12$adhd_pc_12<-xtile(SDQ12$adhd_pro_12, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children,12,12
PELAGIE,pelagie_q6,QE6_DATE_REPONSE_JJMMAAAA,maj_ddn_2021,DDN_2021,LifeCycle,outcome,adhd_age_,complete,final,,adhd_age_7=(QE6_Date_Reponse_JJMMAAAA-ddn_2021)/365.2422;,,7,7
PELAGIE,pelagie_exam12,"EX51,EX60,EX69",,,LifeCycle,outcome,hipcirc_,complete,final,,"%macro mesure(m1,m2,m3,dif,dif1,dif2,mesure_moy,mindif);
if &m1 ne . and &m2 ne . then &dif=&m1-&m2;
if &m3 ne . then do;
&dif1=&m1-&m3;
&dif2=&m2-&m3;
if min(abs(&dif1),abs(&dif2),abs(&dif)) eq abs(&dif1) then &mesure_moy= (&m1+&m3)/2;
else if min(abs(&dif1),abs(&dif2),abs(&dif)) eq abs(&dif2) then &mesure_moy= (&m2+&m3)/2;
else if min(abs(&dif1),abs(&dif2),abs(&dif)) eq abs(&dif)then &mesure_moy= (&m1+&m2)/2;
end;
else &mesure_moy= (&m1+&m2)/2;
&mindif=min(abs(&dif1),abs(&dif2),abs(&dif));
%mend mesure;

%mesure(ex51,ex60,ex69,difhanch1,difhanch2,difhanch3,T_hanche,mindifth);

do i = 146 to 158 ; 
  if age_exam_mois eq i then do;     
     if T_hanche ne . then do;hipcirc_[i]=T_hanche;hipcircage_[i]=age_exam_jour;hipcircmes_[i]=0;ed;
    end;
end;",,146,"146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158"
PELAGIE,maj_ddn_2021,DDN_2021,,,LifeCycle,core,birth_month,complete,final,,birth_month=month(ddn_2021);,,,
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_152=0;,,152,152
PELAGIE,pelagie_exam12,"AGE_EXAM_MOIS,AGE_EXAM_JOUR",,,LifeCycle,outcome,hipcircage_,complete,final,,"do i = 146 to 158 ; 
  if age_exam_mois eq i then do; 
   if T_hanche ne . then do;hipcirc_[i]=T_hanche;hipcircage_[i]=age_exam_jour;hipcircmes_[i]=0;end;
  end;
end;",,151,"146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158"
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_157=0;,,157,157
PELAGIE,harmonized,SUBSCAPSFMES_0,,,LifeCycle,outcome,subscapsfmes_,complete,final,,subscapsfmes_158=0;,,158,158
PELAGIE,harmonized,CHOLMES_146,,,LifeCycle,outcome,cholmes_,complete,final,,cholmes_151=0;,,151,151
PELAGIE,pelagie_exam12,"EX52,EX61,EX70",,,LifeCycle,outcome,tricepsf_,complete,final,,"%macro mesure(m1,m2,m3,dif,dif1,dif2,mesure_moy,mindif);
if &m1 ne . and &m2 ne . then &dif=&m1-&m2;
if &m3 ne . then do;
&dif1=&m1-&m3;
&dif2=&m2-&m3;
if min(abs(&dif1),abs(&dif2),abs(&dif)) eq abs(&dif1) then &mesure_moy= (&m1+&m3)/2;
else if min(abs(&dif1),abs(&dif2),abs(&dif)) eq abs(&dif2) then &mesure_moy= (&m2+&m3)/2;
else if min(abs(&dif1),abs(&dif2),abs(&dif)) eq abs(&dif)then &mesure_moy= (&m1+&m2)/2;
end;
else &mesure_moy= (&m1+&m2)/2;
&mindif=min(abs(&dif1),abs(&dif2),abs(&dif));
%mend mesure;

%mesure(ex52,ex61,ex70,diftri1,diftri2,diftri3,Pli_tricipital,mindifpt);

do i = 146 to 158 ; 
  if age_exam_mois eq i then do;     
if Pli_tricipital ne . then do;tricepsf_[i]=Pli_tricipital;tricepsfage_[i]=age_exam_jour;tricepsfmes_[i]=0;end;
    end;
end;",,146,"146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158"
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,hdlcage_,complete,final,,hdlcage_158=age_exam_jour;,,158,158
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_146=0;,,146,146
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_147=0;,,147,147
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_148=0;,,148,148
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_149=0;,,149,149
PELAGIE,harmonized,HDLCMES_146,,,LifeCycle,outcome,hdlcmes_,complete,final,,hdlcmes_150=0;,,150,150
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle,outcome,chol_,complete,final,,"pelagie_dosage12$chol_147<-ifelse(pelagie_dosage12$age_exam_mois >=147 & pelagie_dosage12$age_exam_mois<148,pelagie_dosage12$Q12_Cholesterol_total,NA)",,147,147
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle,outcome,cholage_,complete,final,,cholage_155=age_exam_jour;,,155,155
PELAGIE,harmonized,CHOLMES_146,,,LifeCycle,outcome,cholmes_,complete,final,,cholmes_146=0;,,146,146
PELAGIE,pelagie_q0,"M21,DEBGROSF",maj_ddn_2021,DDN_2021,LifeCycle,core,ga_bj,complete,final,,"ga_bj=m21;
if ga_bj=. Then ga_bj=ga_us;",,,
PELAGIE,maj_ddn_2021,DDN_2021,datenaisspere,DATE_NAIS_PERE,LifeCycle,core,agebirth_p_y,complete,final,Father date of birth provided from the 6 and/or 12-year-old follow-up.,agebirth_p_y=int((ddn_2021-Date_nais_Pere)/365.2422);,Father date of birth provided from the 6 and/or 12-year-old follow-up.,,
PELAGIE,harmonized,OCCUP_F1_13,,,LifeCycle,core,occup_f1_fath,partial,final,Biological father by default,if  occup_f1_13 ne . then occup_f1_fath13=1;,Biological father by default,13,13
PELAGIE,harmonized,COMMENT,,,LifeCycle,core,death_p_age,partial,final,"non exhaustive information;  we have the month and year of the father's death. To calculate the age of the child, we have imputed the day by the value 15.",from free text,"non exhaustive information;  we have the month and year of the father's death. To calculate the age of the child, we have imputed the day by the value 15.",,
PELAGIE,harmonized,COMMENT,,,LifeCycle,core,death_p_fath,partial,final,"non exhaustive information : received on commentary, email, … (not systematically recorded)",from free text,"non exhaustive information : received on commentary, email, … (not systematically recorded)",,
PELAGIE,harmonized,WEIGHT_F1,,,LifeCycle,core,weight_f1_fath,partial,final,Biological father by default,if weight_f1 ne . then do;weight_mes_f1=1;weight_f1_fath=1;end;,Biological father by default,,
PELAGIE,pelagie_q12,SP_Q2_2,,,LifeCycle,core,height_f,complete,final,,height_f1=sp_q2_2;,,1,1
PELAGIE,harmonized,HEIGHT_F1,,,LifeCycle,core,height_mes_f,complete,final,,if height_f1 ne . then do;height_mes_f1=1;height_f1_fath=1;end;,,1,1
PELAGIE,harmonized,OCCUP_F1_6,,,LifeCycle,core,occup_f1_fath,partial,final,Biological father by default,if  occup_f1_6 ne . then occup_f1_fath6=1;,Biological father by default,6,6
PELAGIE,harmonized,CHOLMES_146,,,LifeCycle,outcome,cholmes_,complete,final,,cholmes_148=0;,,148,148
PELAGIE,pelagie_q0,"M27,M33",,,LifeCycle,core,birth_length,complete,final,,"birth_length=m27;
if m22 eq 2 and p1 eq 2 then birth_length=m33;",,,
PELAGIE,pelagie_q2,C614,,,LifeCycle,core,occup_f1_,partial,final,"occup_f_1, _2, or _3 was filled in according to the exact age of the child when the parents answered to the 2yo questionnaire: the ""parental/childcare leave"" is considered in ""5) Domestic tasks (housewife etc.)""","if c614 eq 3 then occup_f1_2=1;
else if c614 eq 0 then occup_f1_2=4;
else if c614 eq 1 then occup_f1_2=3;
else if c614 eq 2 then occup_f1_2=6;

if ageq2 eq 1  then do; 
occup_f1_1=occup_f1_2;occup_f1_2=.;
end;
if ageq2 eq 3  then do; 
occup_f1_3=occup_f1_2;occup_f1_2=.;
end;","occup_f_1, _2, or _3 was filled in according to the exact age of the child when the parents answered to the 2yo questionnaire: the ""parental/childcare leave"" is considered in ""5) Domestic tasks (housewife etc.)""",1,"1, 2, 3"
PELAGIE,pelagie_q12,APP_Q4,,,LifeCycle,core,edu_f1_,complete,final,,"if APP_q4 eq 1 then edu_f1_12=3;
else if APP_q4 in (2) then edu_f1_12=2;
else if APP_q4 in (3 4 5 6) then edu_f1_12=1;

if ageq12 eq 13  then do; 
edu_f1_13=edu_f1_12;edu_f1_12=.;
end;

if ageq12 eq 14  then do; 
edu_f1_14=edu_f1_12;edu_f1_12=.;
end;",,12,"12, 13, 14"
PELAGIE,harmonized,M_CREATININE_LOD_T1,,,ATHLETE,chemicals_ath,m_creatinine_lod_t,complete,final,,BDD_creatinine$m_creatinine_lod_t1<-NA,,1,1
PELAGIE,harmonized,M_CREATININE_LOD_T2,,,ATHLETE,chemicals_ath,m_creatinine_lod_t,complete,final,,BDD_creatinine$m_creatinine_lod_t2<-NA,,2,2
PELAGIE,BDD_creatinine,CHILDCREAT,,,ATHLETE,chemicals_ath,c_creatinine_raw_,complete,final,,"BDD_creatinine$c_creatinine_raw_6<-ifelse(!is.na(BDD_creatinine$CHILDCREAT),BDD_creatinine$CHILDCREAT,NA)",,6,6
PELAGIE,harmonized,C_CREATININE_LOD_6,,,ATHLETE,chemicals_ath,c_creatinine_lod_,complete,final,,BDD_creatinine$c_creatinine_lod_6<-NA,,6,6
PELAGIE,BDD_mercure,HG,,,ATHLETE,chemicals_ath,m_hg_raw_t,complete,final,,BDD_mercure$m_hg_raw_t3<-BDD_mercure$Hg,,3,3
PELAGIE,harmonized,M_HG_RAW_T3,,,ATHLETE,chemicals_ath,m_hg_lod_t,complete,final,,"BDD_mercure$m_hg_lod_t3<-ifelse(!is.na(BDD_mercure$m_hg_raw_t3),0.02,NA)",,3,3
PELAGIE,BDD_cotinine,SGURINEF,harmonized,M_COTININE_RAW_T2,ATHLETE,chemicals_ath,m_cotinine_lod_t,complete,final,,"BDD_cotinine$m_cotinine_lod_t2<-ifelse(!is.na(BDD_cotinine$m_cotinine_raw_t2) & BDD_cotinine$SGurineF>10,0.01,NA)",,2,2
PELAGIE,BDD_cotinine,CHILDCOTININE,,,ATHLETE,chemicals_ath,c_cotinine_raw_,complete,final,,BDD_cotinine$c_cotinine_raw_6<-BDD_cotinine$CHILDCOTININE,,6,6
PELAGIE,harmonized,C_COTININE_RAW_6,,,ATHLETE,chemicals_ath,c_cotinine_lod_,complete,final,,"BDD_cotinine$c_cotinine_lod_6<-ifelse(!is.na(BDD_cotinine$c_cotinine_raw_6y),0.01,NA)",,6,6
PELAGIE,maj_ddn_2021,DDN_2021,pelagie_q12,DATE,LifeCycle,core,height_age,complete,final,,/* too long to be provided and many case by case situations */,,148,"133, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169"
