resource,dataset,name,label,collection event.resource,collection event.name,since version,until version,is repeat of.dataset,is repeat of.name
BIB,wp6.3_respiratory,rhinitis_sx_ever_4,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged 4-5 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_ever_5,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged5-6 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_ever_7,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged 7-8 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_ever_8,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged 8-9 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_ever_9,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged 9-10 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_ever_10,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged10-11 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_ever_11,"Ever (lifetime) problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu and was aged 11-12 year",,,,,wp6.3_respiratory,rhinitis_sx_ever_1
BIB,wp6.3_respiratory,rhinitis_sx_12m_4,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged 4-5 years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_sx_12m_5,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged 5-6 years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_sx_12m_7,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged 7-8  years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_sx_12m_8,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged 8-9  years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_sx_12m_9,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged 9-10  years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_sx_12m_10,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged10-11  years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_sx_12m_11,"Problem with sneezing, or a runny, or blocked nose  when the child DID NOT have a cold or the flu, in the past 12 months, and was aged 11-12  years",,,,,wp6.3_respiratory,rhinitis_sx_12m_3
BIB,wp6.3_respiratory,rhinitis_2,"Hay fever / rhinitis ever, reported at 2-3yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_3,"Hay fever / rhinitis ever, reported at 3-4 yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_4,"Hay fever / rhinitis ever, reported at 4-5 yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_5,"Hay fever / rhinitis ever, reported at 5-6 yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_7,"Hay fever / rhinitis ever, reported at 7-8 yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_8,"Hay fever / rhinitis ever, reported at 8-9 yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_10,"Hay fever / rhinitis ever, reported at 10-11yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,rhinitis_11,"Hay fever / rhinitis ever, reported at 11-12 yrs",,,,,wp6.3_respiratory,rhinitis_1
BIB,wp6.3_respiratory,n_wheezing_12m_4,"Number of wheezing attacks in the past 12 months, when the child was aged 4-5  years",,,,,wp6.3_respiratory,n_wheezing_12m_3
SYSDIMET,Sysdimet_data,viini_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,viini_S
BIB,wp6.3_respiratory,n_wheezing_12m_7,"Number of wheezing attacks in the past 12 months, when the child was aged 7-8  years",,,,,wp6.3_respiratory,n_wheezing_12m_3
BIB,wp6.3_respiratory,n_wheezing_12m_8,"Number of wheezing attacks in the past 12 months, when the child was aged 8-9  years",,,,,wp6.3_respiratory,n_wheezing_12m_3
BIB,wp6.3_respiratory,n_wheezing_12m_9,"Number of wheezing attacks in the past 12 months, when the child was aged 9-10 years",,,,,wp6.3_respiratory,n_wheezing_12m_3
BIB,wp6.3_respiratory,n_wheezing_12m_10,"Number of wheezing attacks in the past 12 months, when the child was aged 10-11  years",,,,,wp6.3_respiratory,n_wheezing_12m_3
INMA,INMA_LifeCycleWP6,ext_pro_10,Total internalizing symptoms score after prorating ext_raw_10 (10-11 years),,,,,INMA_LifeCycleWP6,ext_pro_7
BIB,wp6.3_respiratory,n_wheezing_12m_11,"Number of wheezing attacks in the past 12 months, when the child was aged 11-12 years",,,,,wp6.3_respiratory,n_wheezing_12m_3
BIB,wp6.3_respiratory,rhinitis_ttt_12m_4,"Did your child take any medicines against nasal allergy/hay fever/allergic rhinitis, when the child was aged 4-5 years",,,,,wp6.3_respiratory,rhinitis_ttt_12m_3
BIB,wp6.3_respiratory,rhinitis_ttt_12m_5,"Did your child take any medicines against nasal allergy/hay fever/allergic rhinitis, when the child was aged 5-6 years",,,,,wp6.3_respiratory,rhinitis_ttt_12m_3
ATHLETE_CDM,urban_ath,ath_qq_18,,,,,,urban_ath,ath_qq_1
INMA,INMA_LifeCycleWP6,ext_avg_8,Average of available items comprising the total raw score of ext_raw_8 (8-9 years),,,,,INMA_LifeCycleWP6,ext_avg_7
INMA,INMA_LifeCycleWP6,ext_avg_9,Average of available items comprising the total raw score of ext_raw_9 (9-10 years),,,,,INMA_LifeCycleWP6,ext_avg_7
INMA,INMA_LifeCycleWP6,ext_eval_10,Who the test was administered/answered by for ext_raw_10 (10-11 years),,,,,INMA_LifeCycleWP6,ext_eval_7
INMA,INMA_LifeCycleWP6,ext_eval_11,Who the test was administered/answered by for ext_raw_11 (11-12 years),,,,,INMA_LifeCycleWP6,ext_eval_7
INMA,INMA_LifeCycleWP6,ext_eval_12,Who the test was administered/answered by for ext_raw_12 (12-13 years),,,,,INMA_LifeCycleWP6,ext_eval_7
INMA,INMA_LifeCycleWP6,ext_eval_8,Who the test was administered/answered by for ext_raw_8 (8-9 years),,,,,INMA_LifeCycleWP6,ext_eval_7
INMA,INMA_LifeCycleWP6,ext_eval_9,Who the test was administered/answered by for ext_raw_9 (9-10 years),,,,,INMA_LifeCycleWP6,ext_eval_7
INMA,INMA_LifeCycleWP6,ext_instr_10,Cohort-specific instrument used to measure the externalizing symptoms for ext_raw_10 (10-11 years),,,,,INMA_LifeCycleWP6,ext_instr_7
SYSDIMET,Sysdimet_data,vakev_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,vakeva_S
INMA,INMA_LifeCycleWP6,ext_instr_11,Cohort-specific instrument used to measure the externalizing symptoms for ext_raw_11 (11-12 years),,,,,INMA_LifeCycleWP6,ext_instr_7
INMA,INMA_LifeCycleWP6,ext_instr_12,Cohort-specific instrument used to measure the externalizing symptoms for ext_raw_12 (12-13 years),,,,,INMA_LifeCycleWP6,ext_instr_7
INMA,INMA_LifeCycleWP6,ext_instr_8,Cohort-specific instrument used to measure the externalizing symptoms for ext_raw_8 (8-9 years),,,,,INMA_LifeCycleWP6,ext_instr_7
INMA,INMA_LifeCycleWP6,ext_instr_9,Cohort-specific instrument used to measure the externalizing symptoms for ext_raw_9 (9-10 years),,,,,INMA_LifeCycleWP6,ext_instr_7
INMA,INMA_LifeCycleWP6,ext_pro_11,Total internalizing symptoms score after prorating ext_raw_11 (11-12 years),,,,,INMA_LifeCycleWP6,ext_pro_7
INMA,INMA_LifeCycleWP6,ext_pro_12,Total internalizing symptoms score after prorating ext_raw_12 (12-13 years),,,,,INMA_LifeCycleWP6,ext_pro_7
INMA,INMA_LifeCycleWP6,ext_pro_8,Total internalizing symptoms score after prorating ext_raw_8 (8-9 years),,,,,INMA_LifeCycleWP6,ext_pro_7
INMA,INMA_LifeCycleWP6,ext_pro_9,Total internalizing symptoms score after prorating ext_raw_9 (9-10 years),,,,,INMA_LifeCycleWP6,ext_pro_7
INMA,INMA_LifeCycleWP6,ext_raw_10,"Repeated measures of externalizing symptoms, total raw score (10-11 years)",,,,,INMA_LifeCycleWP6,ext_raw_7
INMA,INMA_LifeCycleWP6,ext_raw_11,"Repeated measures of externalizing symptoms, total raw score (11-12 years)",,,,,INMA_LifeCycleWP6,ext_raw_7
INMA,INMA_LifeCycleWP6,ext_raw_12,"Repeated measures of externalizing symptoms, total raw score (11-12 years)",,,,,INMA_LifeCycleWP6,ext_raw_7
INMA,INMA_LifeCycleWP6,ext_raw_8,"Repeated measures of externalizing symptoms, total raw score (8-9 years)",,,,,INMA_LifeCycleWP6,ext_raw_7
INMA,INMA_LifeCycleWP6,ext_raw_9,"Repeated measures of externalizing symptoms, total raw score (9-10 years)",,,,,INMA_LifeCycleWP6,ext_raw_7
INMA,INMA_LifeCycleWP6,fm_eval_10,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,fm_eval_11,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,fm_eval_5,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,fm_eval_6,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,fm_eval_7,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,fm_eval_8,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,fm_eval_9,,,,,,INMA_LifeCycleWP6,fm_eval_4
INMA,INMA_LifeCycleWP6,gm_eval_5,,,,,,INMA_LifeCycleWP6,gm_eval_4
INMA,INMA_LifeCycleWP6,gm_eval_6,,,,,,INMA_LifeCycleWP6,gm_eval_4
INMA,INMA_LifeCycleWP6,asd_eval_5,,,,,,INMA_LifeCycleWP6,asd_eval_3
INMA,ANT_NBACK_SabValAstGip_7y,hitrt2_mean,Mean Hit reaction time correct responses(ms),,,,,K_CPT_16_Jun_2014,Hit_RT_global
INMA,ANT_NBACK_Tapping_Cups_PMA_11a,hitrt2_mean_11y,Mean Hit reaction time correct responses(ms),,,,,K_CPT_16_Jun_2014,Hit_RT_global
INMA,ANT_NBACK_Tapping_9a,hitrt2_mean_9y,Mean Hit reaction time correct responses(ms),,,,,K_CPT_16_Jun_2014,Hit_RT_global
INMA,ANT_NBACK_SabValAstGip_7y,hitrtse,SE of hrt correct responses- consistency,,,,,K_CPT_16_Jun_2014,Hit_RT_Stderror_global
SYSDIMET,Sysdimet_data,alkoho_11WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,alkohol_0WK
SYSDIMET,Sysdimet_data,trigly_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,trigly_0WK
SYSDIMET,Sysdimet_data,CRP_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,CRP_0WK
SYSDIMET,Sysdimet_data,IL6_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,IL6_0WK
SYSDIMET,Sysdimet_data,rrdia_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,rrdias_0WK
SYSDIMET,Sysdimet_data,energi_11WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,energia_0WK
SYSDIMET,Sysdimet_data,kalayhtrkp_12WK,,SYSDIMET,week 12,1.0.0,,Sysdimet_data,kalayhtrpk_0WK
EXPANSE_CDM,Cardiometabolic,bmi_rep_1,,EXPANSE_CDM,Followup1,1.0,,Cardiometabolic,bmi_rep_0
INMA,INMA_LifeCycleWP6,wm_eval_8,,,,,,INMA_LifeCycleWP6,wm_eval_5
EXPANSE_CDM,Cardiometabolic,z_bmi_12,,EXPANSE_CDM,Followup12,1.0,,Cardiometabolic,z_bmi_0
INMA,ANT_NBACK_Tapping_9a,missings_9y,Number of missing responses ANT,,,,,K_CPT_16_Jun_2014,Omissions_global
INMA,ANT_NBACK_SabValAstGip_7y,missings,Number of missing responses ANT,,,,,K_CPT_16_Jun_2014,Omissions_global
EXPANSE_CDM,General,job_25,,EXPANSE_CDM,Followup25,1.0,,General,job_0
INMA,ANT_NBACK_Tapping_Cups_PMA_11a,missings_11y,Number of missing responses ANT,,,,,K_CPT_16_Jun_2014,Omissions_global
EXPANSE_CDM,General,mar_stat_p_14,,EXPANSE_CDM,Followup14,1.0,,General,mar_stat_p_0
EXPANSE_CDM,Housing and family,pet_5,,EXPANSE_CDM,Followup5,1.0,,Housing and family,pet_0
EXPANSE_CDM,General,occstatus_p_11,,EXPANSE_CDM,Followup11,1.0,,General,occstatus_p_0
EXPANSE_CDM,Lifestyle,passmok_work_1,,EXPANSE_CDM,Followup1,1.0,,Lifestyle,passmok_work_0
EXPANSE_CDM,Lifestyle,meat_5,,EXPANSE_CDM,Followup5,1.0,,Lifestyle,meat_0
EXPANSE_CDM,Housing and family,hh_childnr_24,,EXPANSE_CDM,Followup24,1.0,,Housing and family,hh_childnr_0
EXPANSE_CDM,Housing and family,hh_childnr_25,,EXPANSE_CDM,Followup25,1.0,,Housing and family,hh_childnr_0
EXPANSE_CDM,Housing and family,hh_members_1,,EXPANSE_CDM,Followup1,1.0,,Housing and family,hh_members_0
EXPANSE_CDM,Housing and family,hh_members_2,,EXPANSE_CDM,Followup2,1.0,,Housing and family,hh_members_0
EXPANSE_CDM,Housing and family,hh_members_3,,EXPANSE_CDM,Followup3,1.0,,Housing and family,hh_members_0
EXPANSE_CDM,Housing and family,hh_members_4,,EXPANSE_CDM,Followup4,1.0,,Housing and family,hh_members_0
EXPANSE_CDM,Housing and family,family_comp_6,,EXPANSE_CDM,Followup6,1.0,,Housing and family,family_comp_0
EXPANSE_CDM,General,doi_11,,EXPANSE_CDM,Followup11,1.0,,General,doi_0
EXPANSE_CDM,General,doi_8,,EXPANSE_CDM,Followup8,1.0,,General,doi_0
EXPANSE_CDM,General,doi_1,,EXPANSE_CDM,Followup1,1.0,,General,doi_0
EXPANSE_CDM,General,doi_2,,EXPANSE_CDM,Followup2,1.0,,General,doi_0
EXPANSE_CDM,General,doi_3,,EXPANSE_CDM,Followup3,1.0,,General,doi_0
EXPANSE_CDM,General,doi_5,,EXPANSE_CDM,Followup5,1.0,,General,doi_0
EXPANSE_CDM,General,doi_6,,EXPANSE_CDM,Followup6,1.0,,General,doi_0
EXPANSE_CDM,General,doi_7,,EXPANSE_CDM,Followup7,1.0,,General,doi_0
EXPANSE_CDM,General,doi_9,,EXPANSE_CDM,Followup9,1.0,,General,doi_0
ATHLETE_CDM,chemicals_ath,c_detp_raw_18,,,,,,chemicals_ath,c_detp_raw_0
EXPANSE_CDM,General,doi_10,,EXPANSE_CDM,Followup10,1.0,,General,doi_0
EXPANSE_CDM,General,doi_12,,EXPANSE_CDM,Followup12,1.0,,General,doi_0
EXPANSE_CDM,General,doi_13,,EXPANSE_CDM,Followup13,1.0,,General,doi_0
EXPANSE_CDM,General,doi_14,,EXPANSE_CDM,Followup14,1.0,,General,doi_0
EXPANSE_CDM,General,doi_15,,EXPANSE_CDM,Followup15,1.0,,General,doi_0
EXPANSE_CDM,General,doi_16,,EXPANSE_CDM,Followup16,1.0,,General,doi_0
EXPANSE_CDM,General,doi_17,,EXPANSE_CDM,Followup17,1.0,,General,doi_0
EXPANSE_CDM,General,doi_18,,EXPANSE_CDM,Followup18,1.0,,General,doi_0
EXPANSE_CDM,General,doi_19,,EXPANSE_CDM,Followup19,1.0,,General,doi_0
EXPANSE_CDM,General,doi_20,,EXPANSE_CDM,Followup20,1.0,,General,doi_0
EXPANSE_CDM,General,doi_21,,EXPANSE_CDM,Followup21,1.0,,General,doi_0
EXPANSE_CDM,General,doi_22,,EXPANSE_CDM,Followup22,1.0,,General,doi_0
EXPANSE_CDM,General,doi_23,,EXPANSE_CDM,Followup23,1.0,,General,doi_0
EXPANSE_CDM,General,doi_24,,EXPANSE_CDM,Followup24,1.0,,General,doi_0
EXPANSE_CDM,General,doi_25,,EXPANSE_CDM,Followup25,1.0,,General,doi_0
EXPANSE_CDM,General,dom_10,,EXPANSE_CDM,Followup10,1.0,,General,dom_0
EXPANSE_CDM,General,dom_11,,EXPANSE_CDM,Followup11,1.0,,General,dom_0
EXPANSE_CDM,General,dom_12,,EXPANSE_CDM,Followup12,1.0,,General,dom_0
EXPANSE_CDM,General,dom_14,,EXPANSE_CDM,Followup14,1.0,,General,dom_0
EXPANSE_CDM,General,dom_15,,EXPANSE_CDM,Followup15,1.0,,General,dom_0
EXPANSE_CDM,General,dom_16,,EXPANSE_CDM,Followup16,1.0,,General,dom_0
EXPANSE_CDM,General,dom_17,,EXPANSE_CDM,Followup17,1.0,,General,dom_0
EXPANSE_CDM,General,dom_18,,EXPANSE_CDM,Followup18,1.0,,General,dom_0
EXPANSE_CDM,General,dom_19,,EXPANSE_CDM,Followup19,1.0,,General,dom_0
EXPANSE_CDM,General,dom_20,,EXPANSE_CDM,Followup20,1.0,,General,dom_0
EXPANSE_CDM,General,dom_21,,EXPANSE_CDM,Followup21,1.0,,General,dom_0
EXPANSE_CDM,General,dom_22,,EXPANSE_CDM,Followup22,1.0,,General,dom_0
EXPANSE_CDM,General,dom_23,,EXPANSE_CDM,Followup23,1.0,,General,dom_0
EXPANSE_CDM,General,dom_24,,EXPANSE_CDM,Followup24,1.0,,General,dom_0
EXPANSE_CDM,General,dom_25,,EXPANSE_CDM,Followup25,1.0,,General,dom_0
EXPANSE_CDM,General,age_i_1,,EXPANSE_CDM,Followup1,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_2,,EXPANSE_CDM,Followup2,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_3,,EXPANSE_CDM,Followup3,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_4,,EXPANSE_CDM,Followup4,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_5,,EXPANSE_CDM,Followup5,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_6,,EXPANSE_CDM,Followup6,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_7,,EXPANSE_CDM,Followup7,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_8,,EXPANSE_CDM,Followup8,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_9,,EXPANSE_CDM,Followup9,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_10,,EXPANSE_CDM,Followup10,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_11,,EXPANSE_CDM,Followup11,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_12,,EXPANSE_CDM,Followup12,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_13,,EXPANSE_CDM,Followup13,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_14,,EXPANSE_CDM,Followup14,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_15,,EXPANSE_CDM,Followup15,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_16,,EXPANSE_CDM,Followup16,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_17,,EXPANSE_CDM,Followup17,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_18,,EXPANSE_CDM,Followup18,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_19,,EXPANSE_CDM,Followup19,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_20,,EXPANSE_CDM,Followup20,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_21,,EXPANSE_CDM,Followup21,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_22,,EXPANSE_CDM,Followup22,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_23,,EXPANSE_CDM,Followup23,1.0,,General,age_i_0
EXPANSE_CDM,General,age_i_25,,EXPANSE_CDM,Followup25,1.0,,General,age_i_0
EXPANSE_CDM,General,age_m_1,,EXPANSE_CDM,Followup1,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_2,,EXPANSE_CDM,Followup2,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_3,,EXPANSE_CDM,Followup3,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_4,,EXPANSE_CDM,Followup4,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_6,,EXPANSE_CDM,Followup6,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_7,,EXPANSE_CDM,Followup7,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_8,,EXPANSE_CDM,Followup8,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_9,,EXPANSE_CDM,Followup9,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_10,,EXPANSE_CDM,Followup10,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_11,,EXPANSE_CDM,Followup11,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_12,,EXPANSE_CDM,Followup12,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_13,,EXPANSE_CDM,Followup13,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_14,,EXPANSE_CDM,Followup14,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_15,,EXPANSE_CDM,Followup15,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_16,,EXPANSE_CDM,Followup16,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_17,,EXPANSE_CDM,Followup17,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_18,,EXPANSE_CDM,Followup18,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_19,,EXPANSE_CDM,Followup19,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_20,,EXPANSE_CDM,Followup20,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_21,,EXPANSE_CDM,Followup21,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_22,,EXPANSE_CDM,Followup22,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_24,,EXPANSE_CDM,Followup24,1.0,,General,age_m_0
EXPANSE_CDM,General,age_m_25,,EXPANSE_CDM,Followup25,1.0,,General,age_m_0
EXPANSE_CDM,General,mar_stat_1,,EXPANSE_CDM,Followup1,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_2,,EXPANSE_CDM,Followup2,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_3,,EXPANSE_CDM,Followup3,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_4,,EXPANSE_CDM,Followup4,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_5,,EXPANSE_CDM,Followup5,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_6,,EXPANSE_CDM,Followup6,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_8,,EXPANSE_CDM,Followup8,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_9,,EXPANSE_CDM,Followup9,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_10,,EXPANSE_CDM,Followup10,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_11,,EXPANSE_CDM,Followup11,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_12,,EXPANSE_CDM,Followup12,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_13,,EXPANSE_CDM,Followup13,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_14,,EXPANSE_CDM,Followup14,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_15,,EXPANSE_CDM,Followup15,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_16,,EXPANSE_CDM,Followup16,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_17,,EXPANSE_CDM,Followup17,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_18,,EXPANSE_CDM,Followup18,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_19,,EXPANSE_CDM,Followup19,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_20,,EXPANSE_CDM,Followup20,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_21,,EXPANSE_CDM,Followup21,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_22,,EXPANSE_CDM,Followup22,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_23,,EXPANSE_CDM,Followup23,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_24,,EXPANSE_CDM,Followup24,1.0,,General,mar_stat_0
EXPANSE_CDM,General,mar_stat_25,,EXPANSE_CDM,Followup25,1.0,,General,mar_stat_0
EXPANSE_CDM,General,employed_1,,EXPANSE_CDM,Followup1,1.0,,General,employed_0
EXPANSE_CDM,General,employed_2,,EXPANSE_CDM,Followup2,1.0,,General,employed_0
EXPANSE_CDM,General,employed_3,,EXPANSE_CDM,Followup3,1.0,,General,employed_0
EXPANSE_CDM,General,employed_4,,EXPANSE_CDM,Followup4,1.0,,General,employed_0
EXPANSE_CDM,General,employed_5,,EXPANSE_CDM,Followup5,1.0,,General,employed_0
EXPANSE_CDM,General,employed_6,,EXPANSE_CDM,Followup6,1.0,,General,employed_0
EXPANSE_CDM,General,employed_7,,EXPANSE_CDM,Followup7,1.0,,General,employed_0
EXPANSE_CDM,General,employed_8,,EXPANSE_CDM,Followup8,1.0,,General,employed_0
EXPANSE_CDM,General,employed_9,,EXPANSE_CDM,Followup9,1.0,,General,employed_0
EXPANSE_CDM,General,employed_10,,EXPANSE_CDM,Followup10,1.0,,General,employed_0
EXPANSE_CDM,General,employed_11,,EXPANSE_CDM,Followup11,1.0,,General,employed_0
EXPANSE_CDM,General,employed_12,,EXPANSE_CDM,Followup12,1.0,,General,employed_0
EXPANSE_CDM,General,employed_13,,EXPANSE_CDM,Followup13,1.0,,General,employed_0
EXPANSE_CDM,General,employed_14,,EXPANSE_CDM,Followup14,1.0,,General,employed_0
EXPANSE_CDM,General,employed_15,,EXPANSE_CDM,Followup15,1.0,,General,employed_0
EXPANSE_CDM,General,employed_16,,EXPANSE_CDM,Followup16,1.0,,General,employed_0
EXPANSE_CDM,General,employed_17,,EXPANSE_CDM,Followup17,1.0,,General,employed_0
EXPANSE_CDM,General,employed_18,,EXPANSE_CDM,Followup18,1.0,,General,employed_0
EXPANSE_CDM,General,employed_19,,EXPANSE_CDM,Followup19,1.0,,General,employed_0
EXPANSE_CDM,General,employed_20,,EXPANSE_CDM,Followup20,1.0,,General,employed_0
EXPANSE_CDM,General,employed_21,,EXPANSE_CDM,Followup21,1.0,,General,employed_0
EXPANSE_CDM,General,employed_22,,EXPANSE_CDM,Followup22,1.0,,General,employed_0
EXPANSE_CDM,General,employed_23,,EXPANSE_CDM,Followup23,1.0,,General,employed_0
EXPANSE_CDM,General,employed_24,,EXPANSE_CDM,Followup24,1.0,,General,employed_0
