id,Country,Biobank,Name,Acronym,Description,Network,Combined Network,Collection Type,Data Categories,Order of Magnitude,Size,TimeStamp,Number of Donors,Order of Magnitude Donors,Also Known In,Parent Collection,Categories,Head of Collection,Latitude,Longitude,Contact Person,Sex,Diagnosis Available,Age Low,Age High,Age Unit,Body Part Examined,Imaging Modality,Image Dataset Type,Materials,Storage Temperatures,Sample Access Fee,Sample Access Joint Project,Sample Access Description,Sample Access URI,Data Access Fee,Data Access Joint Project,Data Access Description,Data Access URI,Image Access Feee,Image Access Joint Project,Image Access Description,Image Access URI,Commercial Collaboration,Non Profit Collaboration,Data Use,Available for Commercial Use,Sample Processing PD or SOP,Sample Transport PD or SOP,Sample Storage PD or SOP,Data Processing PD or SOP,Data Transport PD or SOP,Data Storage PD or SOP,Combined Quality Info,URL,Biobank Label,National Node
bbmri-eric:ID:CZ_REVMA:collection:M25:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX for arthralgia,,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with arthralgia,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,112,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M25,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M25:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA smaples for arthralgia,,Sub-collection of gDNA samples from patients with arthralgia,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",0,3,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M25,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M25:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for arthralgia,,Sub-collection of plasma samples from patients with arthralgia,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,122,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M25,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M25:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for arthralgia,,Sub-collection of serum samples from patients with arthralgia,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,190,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M25,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M25:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for arthralgia,,Sub-collection of urine samples from patients with arthralgia,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,132,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M25,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M25,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for systemic lupus erythematosus (SLE) from Institute of Rheumatology in Prague,,"Biologic material from patients with systemic lupus erythematosus (SLE)  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,3050,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX for systemic lupus erythematosus,,Sub-collection of BMC cells or PAX cells from patients with scleroderma systemic lupus erythematosus (SLE),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,236,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M32,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX for systemic lupus erythematosus,,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with scleroderma systemic lupus erythematosus (SLE),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,236,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M32,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for systemic lupus erythematosus,,Sub-collection of gDNA samples from patients with systemic lupus erythematosus (SLE),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,311,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M32,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for systemic lupus erythematosus,,Sub-collection of plasma samples from patients with systemic lupus erythematosus (SLE),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,800,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M32,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for systemic lupus erythematosus,,Sub-collection of serum samples from patients with systemic lupus erythematosus (SLE),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1070,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M32,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M32:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for systemic lupus erythematosus,,Sub-collection of urine samples from patients with systemic lupus erythematosus (SLE),bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,633,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M32,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M32,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for myositis from Institute of Rheumatology in Prague,,"Biologic material from patients with myositis  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,4100,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX for myositis,,Sub-collection of BMC cells or PAX cells from patients with myositis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,368,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M33,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX for myositis,,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with myositis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,368,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M33,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for myositis,,Sub-collection of gDNA samples from patients with myositis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,327,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M33,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for myositis,,Sub-collection of plasma samples from patients with myositis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1530,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M33,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for myositis,,Sub-collection of serum samples from patients with myositis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1817,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M33,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M33:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for myositis,,Sub-collection of urine samples from patients with myositis,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",1,58,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M33,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M33,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34,CZ,bbmri-eric:ID:CZ_REVMA,Main collection of samples for scleroderma from Institute of Rheumatology  in Prague,,"Biologic material from patients with scleroderma  from Institute of Rheumatology, Prague",bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",3,1057,2019-05-21 00:00:00.0,,,,,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,"DNA,PLASMA,SERUM,URINE,WHOLE_BLOOD",,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34:BMCcells-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,BMC cells or full blood cells PAX  for scleroderma,,Sub-collection of BMC cells or PAX cells from patients with scleroderma,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,168,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M34,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34:PBMC-or-PAXblood,CZ,bbmri-eric:ID:CZ_REVMA,PBMC or full blood cells PAX  for scleroderma,,Sub-collection of peripheral blood mononuclear cells (PBMC) or PAX cells from patients with scleroderma,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,168,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M34,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,WHOLE_BLOOD,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34:gDNA,CZ,bbmri-eric:ID:CZ_REVMA,Genomic DNA samples for scleroderma,,Sub-collection of gDNA samples from patients with scleroderma,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,109,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M34,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,DNA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34:plasma,CZ,bbmri-eric:ID:CZ_REVMA,Plasma samples for scleroderma,,Sub-collection of plasma samples from patients with scleroderma,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,375,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M34,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,PLASMA,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34:serum,CZ,bbmri-eric:ID:CZ_REVMA,Serum samples for scleroderma,,Sub-collection of serum samples from patients with scleroderma,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",2,378,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M34,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,SERUM,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
bbmri-eric:ID:CZ_REVMA:collection:M34:urine,CZ,bbmri-eric:ID:CZ_REVMA,Urine samples for scleroderma,,Sub-collection of urine samples from patients with scleroderma,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,bbmri-eric:networkID:CZ_BBMRI-ERIC:networks:BBMRIcz,"HOSPITAL,SAMPLE,DISEASE_SPECIFIC","BIOLOGICAL_SAMPLES,GENEALOGICAL_RECORDS,MEDICAL_RECORDS,SURVEY_DATA,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,OTHER",1,27,2019-05-21 00:00:00.0,,,,bbmri-eric:ID:CZ_REVMA:collection:M34,,,,,bbmri-eric:contactID:CZ_REVMA,"MALE,FEMALE",urn:miriam:icd:M34,18,100,YEAR,,,,URINE,,false,true,"Study approval from ethics committee, material transfer agreement",,,true,,https://www.revma.cz/,,,,,true,true,,true,,,,,,,,,"Bank of Biological Material, Institute of Rheumatology",CZ
