order,name,code,parent,ontologyTermURI
165,A03AB13 (bevonium),A03AB13,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093686
166,A03AB14 (pipenzolate),A03AB14,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093687
167,A03AB15 (diphemanil),A03AB15,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093688
168,A03AB16 ((2-benzhydryloxyethyl)diethyl-methylammonium iodide),A03AB16,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093689
169,A03AB17 (tiemonium iodide),A03AB17,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093690
170,A03AB18 (prifinium bromide),A03AB18,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093691
171,A03AB19 (timepidium bromide),A03AB19,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093692
172,A03AB21 (fenpiverinium),A03AB21,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093693
173,"A03AB53 (oxyphenonium, combinations)",A03AB53,"A03AB (Synthetic anticholinergics, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093694
174,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",A03AC,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093695
175,A03AC02 (dimethylaminopropionylphenothiazine),A03AC02,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093696
176,A03AC04 (nicofetamide),A03AC04,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093697
177,A03AC05 (tiropramide),A03AC05,"A03AC (Synthetic antispasmodics, amides with tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093698
178,A03AD (Papaverine and derivatives),A03AD,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093699
179,A03AD01 (papaverine),A03AD01,A03AD (Papaverine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093700
180,A03AD02 (drotaverine),A03AD02,A03AD (Papaverine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093701
181,A03AD30 (moxaverine),A03AD30,A03AD (Papaverine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093702
182,A03AE (Serotonin receptor antagonists),A03AE,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093703
183,A03AE01 (alosetron),A03AE01,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093704
184,A03AE02 (tegaserod),A03AE02,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093705
185,A03AE03 (cilansetron),A03AE03,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093706
186,A03AE04 (prucalopride),A03AE04,A03AE (Serotonin receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093707
187,A03AX (Other drugs for functional gastrointestinal disorders),A03AX,A03A (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093708
188,A03AX01 (fenpiprane),A03AX01,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093709
189,A03AX02 (diisopromine),A03AX02,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093710
190,A03AX03 (chlorbenzoxamine),A03AX03,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093711
191,A03AX04 (pinaverium),A03AX04,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093712
192,A03AX05 (fenoverine),A03AX05,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093713
193,A03AX06 (idanpramine),A03AX06,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093714
194,A03AX07 (proxazole),A03AX07,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093715
195,A03AX08 (alverine),A03AX08,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093716
196,A03AX09 (trepibutone),A03AX09,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093717
197,A03AX10 (isometheptene),A03AX10,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093718
198,A03AX11 (caroverine),A03AX11,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093719
199,A03AX12 (phloroglucinol),A03AX12,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093720
200,A03AX13 (silicones),A03AX13,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093721
201,A03AX30 (trimethyldiphenylpropylamine),A03AX30,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093722
202,"A03AX58 (alverine, combinations)",A03AX58,A03AX (Other drugs for functional gastrointestinal disorders),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093723
203,"A03B (BELLADONNA AND DERIVATIVES, PLAIN)",A03B,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093724
204,"A03BA (Belladonna alkaloids, tertiary amines)",A03BA,"A03B (BELLADONNA AND DERIVATIVES, PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093725
205,A03BA01 (atropine),A03BA01,"A03BA (Belladonna alkaloids, tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093726
206,A03BA03 (hyoscyamine),A03BA03,"A03BA (Belladonna alkaloids, tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093727
207,A03BA04 (belladonna total alkaloids),A03BA04,"A03BA (Belladonna alkaloids, tertiary amines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093728
208,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",A03BB,"A03B (BELLADONNA AND DERIVATIVES, PLAIN)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093729
209,A03BB01 (butylscopolamine),A03BB01,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093730
210,A03BB02 (methylatropine),A03BB02,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093731
211,A03BB03 (methylscopolamine),A03BB03,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093732
212,A03BB04 (fentonium),A03BB04,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093733
213,A03BB05 (cimetropium bromide),A03BB05,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093734
214,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),A03C,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093735
215,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),A03CA,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093736
216,A03CA01 (isopropamide and psycholeptics),A03CA01,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093737
217,A03CA02 (clidinium and psycholeptics),A03CA02,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093738
218,A03CA03 (oxyphencyclimine and psycholeptics),A03CA03,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093739
219,A03CA04 (otilonium bromide and psycholeptics),A03CA04,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093740
220,A03CA05 (glycopyrronium bromide and psycholeptics),A03CA05,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093741
221,A03CA06 (bevonium and psycholeptics),A03CA06,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093742
222,A03CA07 (ambutonium and psycholeptics),A03CA07,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093743
223,A03CA08 (diphemanil and psycholeptics),A03CA08,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093744
224,A03CA30 (emepronium and psycholeptics),A03CA30,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093745
225,A03CA34 (propantheline and psycholeptics),A03CA34,A03CA (Synthetic anticholinergic agents in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093746
226,A03CB (Belladonna and derivatives in combination with psycholeptics),A03CB,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093747
227,A03CB01 (methylscopolamine and psycholeptics),A03CB01,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093748
228,A03CB02 (belladonna total alkaloids and psycholeptics),A03CB02,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093749
229,A03CB03 (atropine and psycholeptics),A03CB03,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093750
230,A03CB04 (homatropine methylbromide and psycholeptics),A03CB04,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093751
231,A03CB31 (hyoscyamine and psycholeptics),A03CB31,A03CB (Belladonna and derivatives in combination with psycholeptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093752
232,A03CC (Other antispasmodics in combination with psycholeptics),A03CC,A03C (ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093753
233,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),A03D,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093754
234,A03DA (Synthetic anticholinergic agents in combination with analgesics),A03DA,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093755
235,A03DA01 (tropenzilone and analgesics),A03DA01,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093756
236,A03DA02 (pitofenone and analgesics),A03DA02,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093757
237,A03DA03 (bevonium and analgesics),A03DA03,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093758
238,A03DA04 (ciclonium and analgesics),A03DA04,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093759
239,A03DA05 (camylofin and analgesics),A03DA05,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093760
240,A03DA06 (trospium and analgesics),A03DA06,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093761
241,A03DA07 (tiemonium iodide and analgesics),A03DA07,A03DA (Synthetic anticholinergic agents in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093762
242,A03DB (Belladonna and derivatives in combination with analgesics),A03DB,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093763
243,A03DB04 (butylscopolamine and analgesics),A03DB04,A03DB (Belladonna and derivatives in combination with analgesics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093764
244,A03DC (Other antispasmodics in combination with analgesics),A03DC,A03D (ANTISPASMODICS IN COMBINATION WITH ANALGESICS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093765
245,A03E (ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS),A03E,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093766
246,"A03EA (Antispasmodics, psycholeptics and analgesics in combination)",A03EA,A03E (ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093767
247,A03ED (Antispasmodics in combination with other drugs),A03ED,A03E (ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093768
248,A03F (PROPULSIVES),A03F,A03 (DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093769
249,A03FA (Propulsives),A03FA,A03F (PROPULSIVES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093770
250,A03FA01 (metoclopramide),A03FA01,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093771
251,A03FA02 (cisapride),A03FA02,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093772
252,A03FA03 (domperidone),A03FA03,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093773
253,A03FA04 (bromopride),A03FA04,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093774
254,A03FA05 (alizapride),A03FA05,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093775
255,A03FA06 (clebopride),A03FA06,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093776
256,A04 (ANTIEMETICS AND ANTINAUSEANTS),A04,A (ALIMENTARY TRACT AND METABOLISM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093777
257,A04A (ANTIEMETICS AND ANTINAUSEANTS),A04A,A04 (ANTIEMETICS AND ANTINAUSEANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093778
258,A04AA (Serotonin (5HT3) antagonists),A04AA,A04A (ANTIEMETICS AND ANTINAUSEANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093779
259,A04AA01 (ondansetron),A04AA01,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093780
260,A04AA02 (granisetron),A04AA02,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093781
261,A04AA03 (tropisetron),A04AA03,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093782
262,A04AA04 (dolasetron),A04AA04,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093783
263,A04AA05 (palonosetron),A04AA05,A04AA (Serotonin (5HT3) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093784
264,A04AD (Other antiemetics),A04AD,A04A (ANTIEMETICS AND ANTINAUSEANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093785
265,A04AD01 (scopolamine),A04AD01,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093786
266,A04AD02 (cerium oxalate),A04AD02,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093787
267,A04AD04 (chlorobutanol),A04AD04,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093788
268,A04AD05 (metopimazine),A04AD05,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093789
269,A04AD10 (dronabinol),A04AD10,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093790
270,A04AD11 (nabilone),A04AD11,A04AD (Other antiemetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000093791
