order,label,name,parent,code,ontologyTermURI
303,Desloratadine,Human use: Desloratadine,Human use,100000089395,
304,Deucravacitinib,Human use: Deucravacitinib,Human use,300000021803,
305,Dexamethasone,Human use: Dexamethasone,Human use,100000092605,
306,Dexamethasone acetate,Human use: Dexamethasone acetate,Human use,100000092167,
307,Dexmedetomidine hydrochloride,Human use: Dexmedetomidine hydrochloride,Human use,100000092060,
308,Dexrazoxane hydrochloride,Human use: Dexrazoxane hydrochloride,Human use,100000090557,
309,Dextromethorphan hydrobromide,Human use: Dextromethorphan hydrobromide,Human use,100000092035,
310,Dibotermin alfa,Human use: Dibotermin alfa,Human use,100000093031,
311,Difelikefalin acetate,Human use: Difelikefalin acetate,Human use,100000181569,
312,Dimethyl fumarate,Human use: Dimethyl fumarate,Human use,100000079228,
313,Dinutuximab,Human use: Dinutuximab,Human use,100000156453,
314,Dinutuximab beta,Human use: Dinutuximab beta,Human use,100000161142,
258,DIPHTHERIA TOXOID,Human use: DIPHTHERIA TOXOID,Human use,100000089739,
259,DIPHTHERIA TOXOID ADSORBED,Human use: DIPHTHERIA TOXOID ADSORBED,Human use,100000078550,
260,"DIPHTHERIA TOXOID ADSORBED ON ALUMINIUM HYDROXIDE, HYDRATED","Human use: DIPHTHERIA TOXOID ADSORBED ON ALUMINIUM HYDROXIDE, HYDRATED",Human use,100000089343,
315,Diroximel fumarate,Human use: Diroximel fumarate,Human use,100000174626,
316,Docetaxel,Human use: Docetaxel,Human use,100000090616,
317,Docetaxel trihydrate,Human use: Docetaxel trihydrate,Human use,100000089469,
318,Dofetilide,Human use: Dofetilide,Human use,100000085246,
319,Dolutegravir,Human use: Dolutegravir,Human use,100000128282,
320,Dolutegravir sodium,Human use: Dolutegravir sodium,Human use,100000156669,
321,Doravirine,Human use: Doravirine,Human use,100000163528,
261,DORIPENEM HYDRATE,Human use: DORIPENEM HYDRATE,Human use,100000091561,
322,Dostarlimab,Human use: Dostarlimab,Human use,100000181573,
323,Doxorubicin Hydrochloride,Human use: Doxorubicin Hydrochloride,Human use,100000089971,
324,"Doxorubicin hydrochloride, liposomal","Human use: Doxorubicin hydrochloride, liposomal",Human use,100000153021,
325,Dronedarone hydrochloride,Human use: Dronedarone hydrochloride,Human use,100000092682,
326,Drospirenone,Human use: Drospirenone,Human use,100000092375,
327,Dulaglutide,Human use: Dulaglutide,Human use,100000156561,
328,Duloxetine,Human use: Duloxetine,Human use,100000085247,
329,Duloxetine hydrochloride,Human use: Duloxetine hydrochloride,Human use,100000093366,
330,Dupilumab,Human use: Dupilumab,Human use,100000164667,
331,Durvalumab,Human use: Durvalumab,Human use,100000162511,
332,Duvelisib,Human use: Duvelisib,Human use,100000166112,
334,Eculizumab,Human use: Eculizumab,Human use,100000089131,
335,Edotreotide,Human use: Edotreotide,Human use,100000164814,
336,Edoxaban tosylate,Human use: Edoxaban tosylate,Human use,100000128250,
337,Efalizumab,Human use: Efalizumab,Human use,100000089542,
338,Efavirenz,Human use: Efavirenz,Human use,100000085266,
339,Efgartigimod alfa,Human use: Efgartigimod alfa,Human use,100000183984,
340,Eflornithine hydrochloride monohydrate,Human use: Eflornithine hydrochloride monohydrate,Human use,100000087997,
341,Efmoroctocog alfa,Human use: Efmoroctocog alfa,Human use,100000158419,
342,Eftrenonacog alfa,Human use: Eftrenonacog alfa,Human use,100000159812,
343,Eladocagene exuparvovec,Human use: Eladocagene exuparvovec,Human use,100000183530,
344,Elasomeran,Human use: Elasomeran,Human use,300000015561,
345,Elbasvir,Human use: Elbasvir,Human use,100000160902,
346,Elexacaftor,Human use: Elexacaftor,Human use,100000177684,
347,Eliglustat tartrate,Human use: Eliglustat tartrate,Human use,100000166190,
348,Elivaldogene autotemcel,Human use: Elivaldogene autotemcel,Human use,300000010805,
349,Elosulfase alfa,Human use: Elosulfase alfa,Human use,100000156646,
350,Elotuzumab,Human use: Elotuzumab,Human use,100000144872,
351,Eltrombopag olamine,Human use: Eltrombopag olamine,Human use,100000093072,
352,Eluxadoline,Human use: Eluxadoline,Human use,100000161317,
353,Elvitegravir,Human use: Elvitegravir,Human use,100000135179,
354,Emedastine difumarate,Human use: Emedastine difumarate,Human use,100000089139,
355,Emicizumab,Human use: Emicizumab,Human use,100000169091,
356,Empagliflozin,Human use: Empagliflozin,Human use,100000128629,
357,Emtricitabine,Human use: Emtricitabine,Human use,100000091720,
358,Encorafenib,Human use: Encorafenib,Human use,100000163092,
359,Enfortumab vedotin,Human use: Enfortumab vedotin,Human use,100000171829,
360,Enfuvirtide,Human use: Enfuvirtide,Human use,100000089287,
361,Enoxaparin sodium,Human use: Enoxaparin sodium,Human use,100000090152,
362,Entacapone,Human use: Entacapone,Human use,100000085408,
363,Entecavir,Human use: Entecavir,Human use,100000089566,
364,Entecavir monohydrate,Human use: Entecavir monohydrate,Human use,100000089463,
365,Entrectinib,Human use: Entrectinib,Human use,100000163524,
366,Enzalutamide,Human use: Enzalutamide,Human use,100000138095,
367,Epoetin alfa,Human use: Epoetin alfa,Human use,100000085427,
368,Epoetin beta,Human use: Epoetin beta,Human use,100000091347,
369,Epoetin delta,Human use: Epoetin delta,Human use,100000089305,
370,Epoetin theta,Human use: Epoetin theta,Human use,100000092990,
371,Epoetin zeta,Human use: Epoetin zeta,Human use,100000089148,
372,Eptacog alfa (activated),Human use: Eptacog alfa (activated),Human use,100000085428,
373,Eptacog beta (activated),Human use: Eptacog beta (activated),Human use,300000020494,
374,Eptifibatide,Human use: Eptifibatide,Human use,100000089288,
375,Eptinezumab,Human use: Eptinezumab,Human use,100000174555,
376,Eptotermin alfa,Human use: Eptotermin alfa,Human use,100000089545,
377,Eravacycline,Human use: Eravacycline,Human use,100000174218,
378,Erenumab,Human use: Erenumab,Human use,100000169821,
379,Eribulin mesylate,Human use: Eribulin mesylate,Human use,100000115485,
380,Erlotinib hydrochloride,Human use: Erlotinib hydrochloride,Human use,100000092747,
381,Ertapenem sodium,Human use: Ertapenem sodium,Human use,100000090144,
382,Ertugliflozin L-pyroglutamic acid,Human use: Ertugliflozin L-pyroglutamic acid,Human use,100000170090,
383,Esketamine hydrochloride,Human use: Esketamine hydrochloride,Human use,100000091708,
384,Eslicarbazepine acetate,Human use: Eslicarbazepine acetate,Human use,100000093396,
385,Esomeprazole magnesium trihydrate,Human use: Esomeprazole magnesium trihydrate,Human use,100000153033,
386,Estetrol monohydrate,Human use: Estetrol monohydrate,Human use,300000014640,
387,Estradiol hemihydrate,Human use: Estradiol hemihydrate,Human use,100000089218,
388,Estrogens conjugated,Human use: Estrogens conjugated,Human use,100000088320,
389,Etanercept,Human use: Etanercept,Human use,100000091457,
390,Etelcalcetide hydrochloride,Human use: Etelcalcetide hydrochloride,Human use,100000163386,
391,Ethinylestradiol,Human use: Ethinylestradiol,Human use,100000091721,
392,Etranacogene dezaparvovec,Human use: Etranacogene dezaparvovec,Human use,300000005896,
393,Etravirine,Human use: Etravirine,Human use,100000089817,
394,Everolimus,Human use: Everolimus,Human use,100000092327,
395,Evinacumab,Human use: Evinacumab,Human use,100000183292,
396,Evolocumab,Human use: Evolocumab,Human use,100000154364,
397,Ex vivo expanded autologous human corneal epithelial cells containing stem cells,Human use: Ex vivo expanded autologous human corneal epithelial cells containing stem cells,Human use,100000160645,
398,Exenatide,Human use: Exenatide,Human use,100000089569,
399,Ezetimibe,Human use: Ezetimibe,Human use,100000091598,
402,Fampridine,Human use: Fampridine,Human use,100000081574,
403,Famtozinameran,Human use: Famtozinameran,Human use,300000046473,
404,Faricimab,Human use: Faricimab,Human use,100000178369,
405,Febuxostat,Human use: Febuxostat,Human use,100000089380,
406,Fedratinib dihydrochloride monohydrate,Human use: Fedratinib dihydrochloride monohydrate,Human use,300000001520,
407,Fenfluramine hydrochloride,Human use: Fenfluramine hydrochloride,Human use,100000088526,
408,Fenofibrate,Human use: Fenofibrate,Human use,100000092530,
409,Fentanyl citrate,Human use: Fentanyl citrate,Human use,100000092142,
410,Fentanyl hydrochloride,Human use: Fentanyl hydrochloride,Human use,100000092258,
400,FERRIC CITRATE COORDINATION COMPLEX,Human use: FERRIC CITRATE COORDINATION COMPLEX,Human use,100000156750,
411,Ferric maltol,Human use: Ferric maltol,Human use,100000159704,
412,Ferumoxytol,Human use: Ferumoxytol,Human use,100000115332,
413,Fesoterodine fumarate,Human use: Fesoterodine fumarate,Human use,100000135413,
414,Fexinidazole,Human use: Fexinidazole,Human use,100000080964,
415,Fidaxomicin,Human use: Fidaxomicin,Human use,100000124127,
401,FILAMENTOUS HAEMAGGLUTININ,Human use: FILAMENTOUS HAEMAGGLUTININ,Human use,100000129367,
416,Filgotinib maleate,Human use: Filgotinib maleate,Human use,100000182936,
417,Filgrastim,Human use: Filgrastim,Human use,100000085436,
418,Finerenone,Human use: Finerenone,Human use,100000169992,
419,Fingolimod hydrochloride,Human use: Fingolimod hydrochloride,Human use,100000115624,
420,Florbetaben (18F),Human use: Florbetaben (18F),Human use,100000143249,
421,Florbetapir (18F),Human use: Florbetapir (18F),Human use,100000127658,
422,Fluciclovine (18F),Human use: Fluciclovine (18F),Human use,100000165748,
423,Flutemetamol (18F),Human use: Flutemetamol (18F),Human use,100000127579,
424,Fluticasone furoate,Human use: Fluticasone furoate,Human use,100000092736,
425,Fluticasone propionate,Human use: Fluticasone propionate,Human use,100000092718,
426,Follitropin alfa,Human use: Follitropin alfa,Human use,100000092037,
427,Follitropin beta,Human use: Follitropin beta,Human use,100000089306,
428,Follitropin delta,Human use: Follitropin delta,Human use,100000164244,
429,Fomivirsen sodium,Human use: Fomivirsen sodium,Human use,100000089416,
430,Fondaparinux sodium,Human use: Fondaparinux sodium,Human use,100000089289,
431,Formoterol fumarate dihydrate,Human use: Formoterol fumarate dihydrate,Human use,100000090127,
432,Fosamprenavir calcium,Human use: Fosamprenavir calcium,Human use,100000089666,
433,Fosaprepitant dimeglumine,Human use: Fosaprepitant dimeglumine,Human use,100000090789,
434,Fosdenopterin hydrobromide dihydrate,Human use: Fosdenopterin hydrobromide dihydrate,Human use,100000182873,
435,Fosnetupitant chloride hydrochloride,Human use: Fosnetupitant chloride hydrochloride,Human use,100000176235,
436,Fostamatinib disodium,Human use: Fostamatinib disodium,Human use,100000124560,
437,Fostemsavir trometamol,Human use: Fostemsavir trometamol,Human use,100000175262,
438,Fremanezumab,Human use: Fremanezumab,Human use,100000172849,
439,Fulvestrant,Human use: Fulvestrant,Human use,100000089504,
440,Gadofosveset trisodium,Human use: Gadofosveset trisodium,Human use,100000089561,
441,Gadoversetamide,Human use: Gadoversetamide,Human use,100000091667,
442,Galcanezumab,Human use: Galcanezumab,Human use,100000169982,
443,Galsulfase,Human use: Galsulfase,Human use,100000089563,
444,Ganciclovir,Human use: Ganciclovir,Human use,100000085455,
445,Ganirelix acetate,Human use: Ganirelix acetate,Human use,100000091685,
446,Gefitinib,Human use: Gefitinib,Human use,100000091738,
447,Gemtuzumab ozogamicin,Human use: Gemtuzumab ozogamicin,Human use,100000089560,
448,Gilteritinib fumarate,Human use: Gilteritinib fumarate,Human use,100000181875,
449,Gimeracil,Human use: Gimeracil,Human use,100000087530,
450,Givosiran sodium,Human use: Givosiran sodium,Human use,100000183968,
451,Glasdegib maleate,Human use: Glasdegib maleate,Human use,100000177195,
452,Glecaprevir,Human use: Glecaprevir,Human use,100000166695,
453,Glibenclamide,Human use: Glibenclamide,Human use,100000080403,
454,Glimepiride,Human use: Glimepiride,Human use,100000085456,
455,Glucagon,Human use: Glucagon,Human use,100000089633,
456,Glucarpidase,Human use: Glucarpidase,Human use,100000089158,
457,Glycerol phenylbutyrate,Human use: Glycerol phenylbutyrate,Human use,100000141661,
458,Glycopyrronium,Human use: Glycopyrronium,Human use,100000086670,
459,Glycopyrronium bromide,Human use: Glycopyrronium bromide,Human use,100000084232,
460,Golimumab,Human use: Golimumab,Human use,100000091704,
461,Gozetotide,Human use: Gozetotide,Human use,300000028904,
462,Granisetron,Human use: Granisetron,Human use,100000084258,
463,Grazoprevir monohydrate,Human use: Grazoprevir monohydrate,Human use,100000166286,
464,Guanfacine hydrochloride,Human use: Guanfacine hydrochloride,Human use,100000089631,
465,Guselkumab,Human use: Guselkumab,Human use,100000165895,
466,HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE (POLYRIBOSYLRIBITOL PHOSPHATE),Human use: HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE (POLYRIBOSYLRIBITOL PHOSPHATE),Human use,100000144019,
467,HAEMOPHILUS TYPE B POLYSACCHARIDE ADSORBED ON ALUMINIUM PHOSPHATE,Human use: HAEMOPHILUS TYPE B POLYSACCHARIDE ADSORBED ON ALUMINIUM PHOSPHATE,Human use,100000089710,
468,HAEMOPHILUS TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID ADSORBED ON ALUMINIUM PHOSPHATE,Human use: HAEMOPHILUS TYPE B POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID ADSORBED ON ALUMINIUM PHOSPHATE,Human use,100000089715,
469,HEPATITIS A VIRUS (INACTIVATED ) ADSORBED ON ALUMINIUM HYDROXIDE HYDRATED PRODUCED ON HUMAN DIPLOID (MRC-5) CELLS,Human use: HEPATITIS A VIRUS (INACTIVATED ) ADSORBED ON ALUMINIUM HYDROXIDE HYDRATED PRODUCED ON HUMAN DIPLOID (MRC-5) CELLS,Human use,100000091957,
470,HEPATITIS A VIRUS (INACTIVATED),Human use: HEPATITIS A VIRUS (INACTIVATED),Human use,100000091990,
471,HEPATITIS B SURFACE ANTIGEN,Human use: HEPATITIS B SURFACE ANTIGEN,Human use,100000089111,
472,HEPATITIS B SURFACE ANTIGEN (RDNA),Human use: HEPATITIS B SURFACE ANTIGEN (RDNA),Human use,100000089546,
477,HEPATITIS B SURFACE ANTIGEN (RDNA) [PRODUCED IN S. CEREVISIAE CELLS BY RDNA],Human use: HEPATITIS B SURFACE ANTIGEN (RDNA) [PRODUCED IN S. CEREVISIAE CELLS BY RDNA],Human use,100000090180,
473,HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON ALUMINIUM HYDROXIDE [PRODUCED IN S. CEREVISIAE (STRAIN 2150-2-3) BY RDNA],Human use: HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON ALUMINIUM HYDROXIDE [PRODUCED IN S. CEREVISIAE (STRAIN 2150-2-3) BY RDNA],Human use,100000090161,
474,HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON ALUMINIUM PHOSPHATE,Human use: HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON ALUMINIUM PHOSPHATE,Human use,100000089276,
475,HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON ALUMINIUM PHOSPHATE [PRODUCED IN S. CEREVISAE CELLS BY RDNA],Human use: HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON ALUMINIUM PHOSPHATE [PRODUCED IN S. CEREVISAE CELLS BY RDNA],Human use,100000090179,
476,HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON AMORPHOUS ALUMINIUM HYDROXYPHOSPHATE SULPHATE [PRODUCED IN S. CEREVISIAE BY RDNA],Human use: HEPATITIS B SURFACE ANTIGEN (RDNA) ADSORBED ON AMORPHOUS ALUMINIUM HYDROXYPHOSPHATE SULPHATE [PRODUCED IN S. CEREVISIAE BY RDNA],Human use,100000090162,
478,"HEPATITIS B SURFACE ANTIGENS RECOMBINANT (S, PRE-S1, PRE-S2) ADSORBED ON ALUMINIUM HYDROXIDE [PRODUCED ON GENETICALLY ENGINEERED MURINE (C127I) CELLS]","Human use: HEPATITIS B SURFACE ANTIGENS RECOMBINANT (S, PRE-S1, PRE-S2) ADSORBED ON ALUMINIUM HYDROXIDE [PRODUCED ON GENETICALLY ENGINEERED MURINE (C127I) CELLS]",Human use,100000089324,
489,Histamine dihydrochloride,Human use: Histamine dihydrochloride,Human use,100000089203,
490,Human albumin solution,Human use: Human albumin solution,Human use,100000089620,
491,Human alpha1-proteinase inhibitor,Human use: Human alpha1-proteinase inhibitor,Human use,100000156820,
492,Human coagulation factor IX,Human use: Human coagulation factor IX,Human use,100000089087,
493,Human coagulation factor VIII,Human use: Human coagulation factor VIII,Human use,100000089110,
494,Human coagulation factor X,Human use: Human coagulation factor X,Human use,100000130073,
495,Human fibrinogen,Human use: Human fibrinogen,Human use,100000090630,
496,Human hepatitis B immunoglobulin,Human use: Human hepatitis B immunoglobulin,Human use,100000089105,
497,Human normal immunoglobulin,Human use: Human normal immunoglobulin,Human use,100000089112,
479,HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 11 L1 PROTEIN,Human use,100000086292,
480,HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN,Human use,100000086312,
481,HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN,Human use,100000086313,
482,HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN,Human use,100000156812,
483,HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN,Human use,100000156813,
484,HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN,Human use,100000156814,
485,HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN,Human use,100000156815,
486,HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN,Human use,100000156816,
487,HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN,Human use: HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN,Human use,100000086311,
498,Human protein C,Human use: Human protein C,Human use,100000127141,
488,HUMAN ROTAVIRUS RIX4414 STRAIN (LIVE ATTENUATED) PRODUCED ON VERO CELLS,Human use: HUMAN ROTAVIRUS RIX4414 STRAIN (LIVE ATTENUATED) PRODUCED ON VERO CELLS,Human use,100000089322,
499,Human thrombin,Human use: Human thrombin,Human use,100000092746,
500,Human von willebrand factor,Human use: Human von willebrand factor,Human use,100000090387,
501,Hydrochlorothiazide,Human use: Hydrochlorothiazide,Human use,100000091737,
502,Hydrocortisone,Human use: Hydrocortisone,Human use,100000092635,
503,Hydroxocobalamin,Human use: Hydroxocobalamin,Human use,100000091430,
504,Hydroxycarbamide,Human use: Hydroxycarbamide,Human use,100000085457,
505,Hypromellose acetate succinate,Human use: Hypromellose acetate succinate,Human use,100000089179,
509,Ibalizumab,Human use: Ibalizumab,Human use,100000168847,
