"id","name","acronym","description","url","country"
"bbmri-eric:ID:FR_BB-0033-00023","CRB-Pathologie-Cochin","-","The tumour bank of Hopital Cochin has been created in 2004, inside the Pathology Unit. Human bio-specimens are collected and subsequently distributed following the operational procedures recommended by ANAES (Ann Pathol 2001; 21: 184-201). All procedures have been put in place to comply with the legal obligations concerning chiefly the traceability of tissue biopsies in the tumour bank. Although the computerised medical records of the Hopital Cochin and the tumour bank data are stored in independent software programmes, it is possible, via a protected access, to compare the two sources of information for medical and scientific purposes. Currently, the tumour bank of Hopital Cochin includes 14667 specimens (digestive, liver, pancreas, gynecologic and genitourinary systems, adrenal, skin, sarcoma and lymphoma). It has a double mission, medical (diagnostic, and therapeutic) and scientific by providing resource for research programmes.As a biological resource centre, we have supported 400 requests of samples corresponding to more than 20 research projects throughout 2004-2009. Locally, we actively participate in different oncology research projects, particularly on liver, pancreatic, colorectal and adrenal tumors. One of our main topic concerns the deregulation of the Wnt/b-catenin signalling pathway in these tumors. We have also provided samples and/or documental support for collaborative projects. We collaborate to the national virtual tumor project bank initiated by INCA and BBMRI.","http://hopitaux-paris-centre.aphp.fr/la-tumorotheque/","FR"
"bbmri-eric:ID:FR_BB-0033-00022","CRB HUEP-UPMC","CRB HUEP-UPMC","Created in 2010, the UPMC Huep-CRB is a cross structure at the disposal of all clinicians and researchers from the Hospital Group involved in research with constitution of collections of biological samples. It ensures the reception, preparation, storage and provision of biological collections from clinical protocols. The CRB-Huep UPMC prepares samples from peripheral blood (serum, plasma, DNA, RNA, miRNA), and maintains all types of samples regardless of the clinical research theme.","http://huep.aphp.fr/le-crb-huep-su/","FR"
"bbmri-eric:ID:FR_BB-0033-00021","PRB Creteil","-","The Henri Mondor BIobank (NF S96-900 certified) has been structured to ensure the collection and the management of the biological samples issued from patient care and clinical research activity of the Henri Mondor hospital. These collections are mainly based on two axes of excellence of our institution: reference centre for several rare diseases (neurofibromatosis, sickle cell disease, Huntington disease, neuromuscular disorders ...) and highly specialized centre for some cancer types (uro-genital cancer, digestive cancers, haematological malignancies...). The aim of the Henri Mondor Biobank is 1) to organize the reception, transformation, management and track of each biological sample issued from clinic research trials or patients care in order to constitute high quality and scientifically valuable collections of biological samples; 2) to guarantee a quality process as well as good laboratory practice in accordance with written and validated procedures and 3) to verify and apply the ethical and official regulations for protection of patients involved in biomedical and clinical research investigations. The Henri Mondor biobank is using a database software system (Biobase) for the management of the biological samples. To date, the numerous samples stored in the Plateform mostly concern rare diseases (neurofibromatosis, sickle cell disease, neuromuscular disorders) and cancer (uro-genital tumors, lymphomas, digestive cancers). This plateform is integrated into the clinical research activity of our institution and has strong relationships with the Clinical Investigation Center. Importantly, this biobank is in direct relationship with all the institutional research laboratories, mainly INSERM located within the hospital and Creteil Medical School. The Henri Mondor biobank is also connected to the laboratories of the hospital performing biological investigations through the Centre of Biomedical Investigation. The collections are also used by national or international research laboratories, through scientific collaborations and/or thematic networks. These activities have led to major publications with high impact factors.","http://prbmondor.aphp.fr/","FR"
"bbmri-eric:ID:NL_AAAACXPJZNKPOACQK2ME25QAAE","ID1000 Biobank","","","","NL"
"bbmri-eric:ID:NL_AAAACYWZIFEXYACQK2MDM4QAAM","NOAC Biobank","","","","NL"
"bbmri-eric:ID:FR_BB-0033-00020","CRB-Bichat Claude Bernard","CRB-Bichat Claude Bernard","The Bichat Hospital Biological Resources Centre is a dynamic multi-purpose structure of clinical research activities within the University-Hospital area. By its actions of collect, storage and distribution of biological samples, it plays an important role in the set-up of studies, and it is now housing several biological research collections already recognized nationally and internationally, leading to several international scientific publications","http://www.bichat.inserm.fr","FR"
"bbmri-eric:ID:FR_BB-0033-00027","CRB Foie (Jean Verdier)","-","The Liver BRC collects, stores and distributes human biological samples for biomedical research. The biobank focuses on chronic liver diseases, such as cirrhosis and hepatocellular carcinoma.","http://chu93.aphp.fr/centre-de-ressources-biologiques/","FR"
"bbmri-eric:ID:FR_BB-0033-00026","CRB-Saint-Anne","CRB-NSPN","Neurological and psychiatric disorders are among the most disabling disorders and represent a considerable human and societal burden and more than 25% of the population will suffer of a psychiatric disorder or neurovascular disorder. The cognitive and functional sequels are increasing with aging of the population. Despite their frequency, the origin of these disorders is multifactorial with both genetic and environmental factors. The Sainte Anne Hospital is the only site entirely devoted to treating CNS diseases and hosts the Inserm Center 'Centre de Psychiatrie et Neurosciences' CPN. The CRB NSPN is specialized in the collection  of samples from patients suffering of neurovascular or psychiatric disorders in order to facilitate translational projects on new therapeutic or predictive and diagnostic biomarkers. There are 38 biological collections in or ready to be included in the CRB. They cover neuropsychiatric diseases from developmental disorders (autism, mental retardation, Rett syndrom, attentional disorders, hyperactivity: 9) to degenerative disorders (Alzheimer,MCI, 4) and include neuroglia tumors (1), addiction (8) eating disorders (2), mood disorders (4) , schizophrenia and early psychosis (6), des metabolic syndrome (1), neurovascular disorders (5) and general population cohorts (2). All these collections contain rich clinical data, 5 include brain tissue and 12 cell lines. Fifteen include functional and / or structural  brain imaging acquisition. Several ongoing projects of the clinical research teams are based on large and / or prospective cohorts with such multiple approaches and the development of large data warehouses, able to integrate those data is needed. The CHSA has the objective to develop a platform of sample management and analysis that will be fully interoperable with other databases from the CHSA clinical research platforms (including neurophysiology, neuropsychology, brain imaging and genomic) in order to provide an integrated plateform devoted to the exploration of behavior, psychology, psychomotricity and cognition in human.","http://www.ch-sainte-anne.fr/","FR"
"bbmri-eric:ID:FR_BB-0033-00025","Biobanque du CHU de Nice","Biobank06","The Biobank of the Nice Pasteur Hospital was set up in 2004 and its activity beginning at this time was initially strongly focused on three major biological collections concerning the lung, the thyroid and the head and neck pathologies (www.biobank06.com). Since the end of 2009, two additional collections oriented on melanomas and inflammatory bowel diseases have been started. The Nice Biobank is associated to the Canceropole PACA and tumour collections are integrated in this Nice-Marseille regional biobank (www.biobank-paca.com). The biobank of Nice is labelled by IBiSA since 2008 and is certified ISO S-96-900 by AFNOR since January 2010.","http://www.biobank06.com","FR"
"bbmri-eric:ID:FR_BB-0033-00024","TRFC","-","Biobank's scientific projects :1)UROTHELIAL CARCINOMA The characterization of bladder tumours that will progress could lead to the identification of patients who might benefit from surgery to avoid muscle invasion and metastasisa)In a first study  we reported that in spite of the decreased expression of E-Cadherin in invasive bladder tumours, their cytoplasmic partners (catenines ) are still expressed, suggesting the presence of an other cadherin family member such as N-Cadherin (Clairotte A et al , 2006).b)N-Cadherin expression was evaluated in the same group of tumors (71 PT1 and 30 pT2/T3) by immunohistochemistry 5IHC) and in 28 fresh frozen tumours, by IHC and reverse transcrition-PCR analysis. This study identified N-Cadherin as a prognostic marker in superficial Urothelial tumours (Lascombe I, 2006).c)Twist is considered as a transcription factor that regulates epithelial mesenchymal transition (EMT) by at least inhibition of E-Cadherin expression. Our results demonstrated its involvement in progression and matastasis devlopement by the inverse relationship with the E-cadherin expression (Wallerand H, 2009). d)Our aim is to study N-Cadherine and A-FABP (Fatty acid Binding Protein) by IHC  on superficial bladder  urothelial carcinoma. In our hypothesis a group of aggressive tumours N-cadherin positive and A-FABP negative could be detected. In this group on the fresh frozen specimen, mARN N-cadherin positive and A-FABP could be evaluated. 2)COLORECTAL CARCINOMASignal transducer and activator of transcription3 (STAT3) has been implicated as an oncogene in several neoplastic diseases. The aim of our study was to explore the relation between the immunohistochemical expression of nuclear p-STAT3 in tumours cells and clinicopathological features and to investigate the prognosis significance of p-STAT3 in a cohort of patients included in the EORTC 22921 trial. In our study, the patients with tumours positive for p-STAT3 had significantly improved overall survival (Monnien F, 2010).","http://www.chu-besancon.fr/tumoro","FR"
