name,label,codesystem,code,definition
Abnormality of lower lip,Abnormality of lower lip,HPO,HP_0000178,An abnormality of the lower lip.
Thick lower lip vermilion,Thick lower lip vermilion,HPO,HP_0000179,"Increased thickness of the lower lip, leading to a prominent appearance of the lower lip. The height of the vermilion of the lower lip in the midline is more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the lower lip in the frontal view (subjective).|Normal values for the height of the vermilion are available [Farkas, 1981] but measurements are not commonly used. Most clinicians determine this feature subjectively. The lower lip is typically thicker than the upper one. The height of the vermilion of the lower lip varies among ethnic groups, and the vermilion should be compared to a population of same ethnic background. When the vermilion is thick, it is more convex and more everted than usual on profile view, but that should be assessed separately."
Lobulated tongue,Lobulated tongue,HPO,HP_0000180,"Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour.|Lobulated tongue can bilobed, trilobed, or show multiple lobes."
HP_0000181,HP_0000181,HPO,HP_0000181,
Movement abnormality of the tongue,Movement abnormality of the tongue,HPO,HP_0000182,
Difficulty in tongue movements,Difficulty in tongue movements,HPO,HP_0000183,
HP_0000184,HP_0000184,HPO,HP_0000184,
Cleft soft palate,Cleft soft palate,HPO,HP_0000185,"Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency."
HP_0000186,HP_0000186,HPO,HP_0000186,
Broad alveolar ridges,Broad alveolar ridges,HPO,HP_0000187,
Short upper lip,Short upper lip,HPO,HP_0000188,Decreased width of the upper lip.
Narrow palate,Narrow palate,HPO,HP_0000189,"Width of the palate more than 2 SD below the mean (objective) or apparently decreased palatal width (subjective).|Palatal width is measured as the distance between the maxillary first permanent molar on the right and left sides, at the lingual cervical line, using a specific device. Palate width is typically assessed subjectively in routine clinical practice. Narrowing is often associated with a High palate, but this should be assessed and coded separately. Gingival overgrowth can give the impression of a narrow palate but should be distinguished and coded separately. The term gothic palate is used to indicate that the roof of the palate is not round but rather has an inverted V-shape, and therefore, only the upper part of the palate is narrow."
Abnormal oral frenulum morphology,Abnormal oral frenulum morphology,HPO,HP_0000190,"An abnormality of the lingual frenulum, that is of the small fold of mucous membrane that attaches the tongue to the floor of the mouth, or the presence of accessory frenula in the oral cavity.|A frenulum is a small frenum. There are several frena that are usually present in a normal oral cavity, most notably the maxillary labial frenum, the mandibular labial frenum, and the lingual frenum."
Accessory oral frenulum,Accessory oral frenulum,HPO,HP_0000191,"Extra fold of tissue extending from the alveolar ridge to the inner surface of the upper or lower lip.|This finding is assessed by gently retracting the oral mucosa from the alveolar ridge. Typically there is a single maxillary and a single mandibular frenulum located in the midline between the two central incisors. Abnormalities of the alveolar ridges may accompany accessory frenula, but these should be assessed separately."
HP_0000192,HP_0000192,HPO,HP_0000192,
Bifid uvula,Bifid uvula,HPO,HP_0000193,Uvula separated into two parts most easily seen at the tip.
Open mouth,Open mouth,HPO,HP_0000194,A facial appearance characterized by a permanently or nearly permanently opened mouth.
HP_0000195,HP_0000195,HPO,HP_0000195,
Lower lip pit,Lower lip pit,HPO,HP_0000196,"Depression located on the vermilion of the lower lip, usually paramedian.|A lip pit may be connected by a fistula to mucous minor salivary glands in the lower lip. In addition, a lip pit may on occasion be seen with a surrounding tissue elevation (mound). Pits located at the labial commisure (cheilon) are distinct from lip pits (see Commissural pit)."
Abnormal parotid gland morphology,Abnormal parotid gland morphology,HPO,HP_0000197,"Any abnormality of the parotid glands, which are the salivary glands that are located in the subcutaneous tissues of the face overlying the mandibular ramus and anterior and inferior to the external ear."
Absence of Stensen duct,Absence of Stensen duct,HPO,HP_0000198,
Tongue nodules,Tongue nodules,HPO,HP_0000199,
Short lingual frenulum,Short lingual frenulum,HPO,HP_0000200,The presence of an abnormally short lingual frenulum.
Pierre-Robin sequence,Pierre-Robin sequence,HPO,HP_0000201,"Pierre Robin malformation is a sequence of developmental malformations characterized by micrognathia (mandibular hypoplasia), glossoptosis and cleft palate."
Oral cleft,Oral cleft,HPO,HP_0000202,"The presence of a cleft in the oral cavity, the two main types of which are cleft lip and cleft palate. In cleft lip, there is the congenital failure of the maxillary and median nasal processes to fuse, forming a groove or fissure in the lip. In cleft palate, there is a congenital failure of the palate to fuse properly, forming a grooved depression or fissure in the roof of the mouth. Clefts of the lip and palate can occur individually or together. It is preferable to code each defect separately."
HP_0000203,HP_0000203,HPO,HP_0000203,
Cleft upper lip,Cleft upper lip,HPO,HP_0000204,A gap in the upper lip. This is a congenital defect resulting from nonfusion of tissues of the lip during embryonal development.
Pursed lips,Pursed lips,HPO,HP_0000205,An abnormality of the appearance of the face caused by constant contraction of the lips leading to a puckered or pursed appearance.
Glossitis,Glossitis,HPO,HP_0000206,Inflammation of the tongue.
Triangular mouth,Triangular mouth,HPO,HP_0000207,The presence of a triangular form of the mouth.
HP_0000208,HP_0000208,HPO,HP_0000208,
HP_0000209,HP_0000209,HPO,HP_0000209,
HP_0000210,HP_0000210,HPO,HP_0000210,
Trismus,Trismus,HPO,HP_0000211,Limitation in the ability to open the mouth.
Gingival overgrowth,Gingival overgrowth,HPO,HP_0000212,"Hyperplasia of the gingiva (that is, a thickening of the soft tissue overlying the alveolar ridge. The degree of thickening ranges from involvement of the interdental papillae alone to gingival overgrowth covering the entire tooth crown.|This finding is to be distinguished from overgrowth of the alveolar ridge."
HP_0000213,HP_0000213,HPO,HP_0000213,
Lip telangiectasia,Lip telangiectasia,HPO,HP_0000214,"Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the lips."
Thick upper lip vermilion,Thick upper lip vermilion,HPO,HP_0000215,"Height of the vermilion of the upper lip in the midline more than 2 SD above the mean. Alternatively, an apparently increased height of the vermilion of the upper lip in the frontal view (subjective).|Normal values for the height of the vermilion are available [Farkas, 1981], but measurements are not commonly used. Most clinicians determine this feature subjectively or utilize the Likert scale of Astley and Clarren [2000] (Fig. 17). The vermilion of the upper lip varies considerably among ethnic groups, and the vermilion should be compared to a population of same ethnic background. The thickness of the upper lip vermilion is sensitive to the facial expression. On profile view, a thick vermilion is more convex than usual."
Broad secondary alveolar ridge,Broad secondary alveolar ridge,HPO,HP_0000216,
Xerostomia,Xerostomia,HPO,HP_0000217,Dryness of the mouth due to salivary gland dysfunction.
High palate,High palate,HPO,HP_0000218,"Height of the palate more than 2 SD above the mean (objective) or palatal height at the level of the first permanent molar more than twice the height of the teeth (subjective).|The measuring device for this assessment is described in (Hall JG, Froster-Iskenius UG, Allanson JE, Gripp K, Slavotinek A. 2006. Handbook of Normal Physical Measurements. 2nd edition. Oxford Medical, publishers). A high palate is often associated with a narrow palate. However, a narrow palate can easily give a false appearance of a high palate. Height and width of the palate should be assessed and coded separately. We do not recommend the subjective determination because this term can be overused and
applied inaccurately."
Thin upper lip vermilion,Thin upper lip vermilion,HPO,HP_0000219,"Height of the vermilion of the upper lip in the midline more than 2 SD below the mean. Alternatively, an apparently reduced height of the vermilion of the upper lip in the frontal view (subjective).|Normal values for the height of the vermilion are available [Farkas, 1981], but measurements are not commonly used. Most clinicians determine this feature subjectively or use the Likert scale for Caucasians and African Americans [Astley and Clarren, 2000]. The height of the vermilion of the upper lip varies among ethnic groups, and the vermilion should be compared to a population of same ethnic background. The thinness of the upper lip vermilion is sensitive to facial expression. On profile view, a thin vermilion is less convex than usual. A thin upper lip vermilion may be associated with a smooth philtrum and an absence of the Cupid's bow, but these should be assessed separately."
Velopharyngeal insufficiency,Velopharyngeal insufficiency,HPO,HP_0000220,Inability of velopharyngeal sphincter to sufficiently separate the nasal cavity from the oral cavity during speech.
Furrowed tongue,Furrowed tongue,HPO,HP_0000221,Accentuation of the grooves on the dorsal surface of the tongue.|Usually there is a midline groove of the tongue with smaller radiating grooves. The deep furrows may extend to the lateral borders. They may follow a regular geometric pattern or be irregular. A furrowed tongue occurs in 10-25% of individuals but is rare in children.
Gingival hyperkeratosis,Gingival hyperkeratosis,HPO,HP_0000222,"Hyperkeratosis of the gingiva.|The condition results in the teeth being partially or totally engulfed by keratinized gingiva, causing aesthetic and functional problems."
