providerIdentifier,organisation,hasSubmittedData
01dxs6p42,European Migration Centre,False
0454e9996,Institut für Arbeitsschutz der Deutschen Gesetzlichen Unfallversicherung,True
0420tmj11,Federal Institute for Vocational Education and Training,True
01ygyzs83,Leibniz Centre for Agricultural Landscape Research,False
03c0cr114,Center of Maritime Technologies,True
02qfp2e06,Edacentrum,False
014743444,Forschungsinstitut für Wärmeschutz München,False
042zjqf83,Hohenstein Institute,False
03jg2ja29,Forschungszentrum für Kältetechnik und Wärmepumpen,False
05fea9w83,Gas- und Wärme-Institut Essen,False
02kfzvh91,Fraunhofer Institute for Solar Energy Systems,True
00gt16g40,Fraunhofer Institute for Structural Durability and System Reliability,False
01wp2jz98,European X-Ray Free-Electron Laser,True
021k10z87,Peace Research Institute Frankfurt,False
0445d9h15,Institut für Mikroelektronik- und Mechatronik-Systeme,False
05bvps080,Institut Wohnen und Umwelt,False
02s88ax77,Institute for Ecological Economy Research,False
02rzw6h69,Helmholtz Institute Jena,False
05esem239,Max Planck Institute for Meteorology,False
0095xwr23,Max Planck Institute of Microstructure Physics,False
055pgv213,Halbleiterlabor of the Max-Planck-Society,False
04bjdr366,Institute for Peace Research and Security Policy,False
04bya8j72,Center for Experimental and Clinical Infection Research,False
0186h8060,DWI – Leibniz Institute for Interactive Materials,False
031t5w623,German Centre for Cardiovascular Research,False
04c4bwh63,Cologne Excellence Cluster on Cellular Stress Responses in Aging Associated Diseases,True
028s4q594,German Center for Infection Research,True
035wmq455,German Liver Foundation,False
05tpsgh61,Fraunhofer Institute for Biomedical Engineering,False
025z3z560,Munich Cluster for Systems Neurology,False
04qq88z54,German Center for Diabetes Research,False
01mvrj242,Nanosystems Initiative Munich,False
03xg85719,Institute for Advanced Study,False
02hq6wv21,Deutsche Herzstiftung,False
01eb22z31,German-Russian Interdisciplinary Science Center,True
02rxjts25,Minerva Stiftung,False
03vyq6t71,Fraunhofer Institute for Systems and Innovation Research,False
02dvf9b44,Heidelberg Academy of Sciences and Humanities,False
041nm8c07,ForWind Zentrum für Windenergieforschung,False
02bsh9z73,Curt Engelhorn Centre Archaeometry,False
02yhs7m71,Fraunhofer Institute for Applied Polymer Research,False
03nb1x490,Fraunhofer Institute for Chemical Technology,False
03pwyy961,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,False
04gmsar03,Fraunhofer Institute for Computer Graphics Research,False
00a6rw165,Fraunhofer Institute for High Frequency Physics and Radar Techniques,True
00p1s4075,Institute for Labour Law and Industrial Relations in the European Union,False
0448sak71,Fraunhofer Institute for Ceramic Technologies and Systems,False
00csq2k70,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",False
03ebbfh95,Fraunhofer Institute for Laser Technology,False
004n2nr09,Fraunhofer Institute for Physical Measurement Techniques,True
019hjw009,Fraunhofer Institute for Industrial Mathematics,False
00n3mcd10,Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen,True
05h8wjh50,Fraunhofer Institute for Material and Beam Technology,False
026taa863,Fraunhofer Institute for Machine Tools and Forming Technology,False
05tvfb833,Institute of Air Handling and Refrigeration,False
01r70sq06,German Research Institute for Public Administration,True
00bpta863,Leibniz-Zentrum für Literatur- und Kulturforschung,False
01eb22z31,German-Russian Interdisciplinary Science Center,True
02rxjts25,Minerva Stiftung,False
03vyq6t71,Fraunhofer Institute for Systems and Innovation Research,True
02dvf9b44,Heidelberg Academy of Sciences and Humanities,True
041nm8c07,ForWind Zentrum für Windenergieforschung,False
02bsh9z73,Curt Engelhorn Centre Archaeometry,True
02yhs7m71,Fraunhofer Institute for Applied Polymer Research,True
03nb1x490,Fraunhofer Institute for Chemical Technology,True
03pwyy961,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,False
04gmsar03,Fraunhofer Institute for Computer Graphics Research,False
00a6rw165,Fraunhofer Institute for High Frequency Physics and Radar Techniques,False
00p1s4075,Institute for Labour Law and Industrial Relations in the European Union,False
0448sak71,Fraunhofer Institute for Ceramic Technologies and Systems,True
00csq2k70,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",True
03ebbfh95,Fraunhofer Institute for Laser Technology,False
004n2nr09,Fraunhofer Institute for Physical Measurement Techniques,True
019hjw009,Fraunhofer Institute for Industrial Mathematics,True
00n3mcd10,Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen,False
05h8wjh50,Fraunhofer Institute for Material and Beam Technology,False
026taa863,Fraunhofer Institute for Machine Tools and Forming Technology,False
05tvfb833,Institute of Air Handling and Refrigeration,False
01r70sq06,German Research Institute for Public Administration,False
00bpta863,Leibniz-Zentrum für Literatur- und Kulturforschung,False
023vb4t46,Institut für Sächsische Geschichte und Volkskunde,False
01yvp8p19,General Numerics Research Lab,True
04565hy55,German Institute for Adult Education,True
0092mfq48,Institute of Textile Chemistry and Chemical Fibers,False
0309m1r07,Institute of Avian Research,False
02jy2nq64,German Institute of Rubber Technology,False
03bc1mz40,Ibero-American Institute,True
05evypg37,Integrierte Forschungs- und Behandlungszentren,False
052tt7c68,Carl Gustav Carus-Institut,False
004hd5y14,Leibniz Institute for Plasma Science and Technology,False
02dv3wb67,Kommission für Geschichte des Parlamentarismus und der politischen Parteien,False
04cwrrv92,Praxis für Humangenetik,False
00td4wt22,Lower Saxony Institute for Historical Coastal Research,False
01t4pzq33,Max Bergmann Zentrum für Biomaterialien,False
0515m2n86,Max Planck Institute for Comparative Public Law and International Law,False
023ahcz89,Max Planck Institute for Comparative and International Private Law,True
00ecchs44,Institut für Nanophotonik,False
04wrg1d30,Max Planck Research Unit for Enzymology of Protein Folding,False
01z1qnm06,Institute for Advanced Study in the Humanities Essen,False
00fy7kr67,Institute for Integrative and Experimental Genomics,False
02cd1dc23,Rhenish Institute for Environmental Research,False
04fme8709,Center for Free-Electron Laser Science,False
01zx97922,"Fraunhofer Institute of Optronics, System Technologies and Image Exploitation",False
02at7zv53,Fraunhofer Institute for Process Engineering and Packaging,False
02av6ek82,American Academy in Berlin,False
002epp671,Center for NanoScience,True
04j4kfb22,Centre for Advanced Laser Applications,False
01qecd649,Max Planck Unit for Structural Molecular Biology,False
033198s46,Max Planck Institute for Innovation and Competition,False
043bqfp86,Centre Marc Bloch,False
024p6aq98,Fraunhofer Institute for Silicon Technology,False
04qfaak15,Fraunhofer Institute for Factory Operation and Automation,False
045eg9c12,Fraunhofer Institute for Production Systems and Design Technology,False
058kjq542,Fraunhofer Institute for Software and Systems Engineering,False
024ape423,Fraunhofer Institute for Integrated Circuits,False
01nqmht92,Fraunhofer Institute for Transportation and Infrastructure Systems,True
00z7dje19,Fraunhofer Institute for Material Flow and Logistics,False
03wq67h32,Fraunhofer Institute for Nondestructive Testing,False
0131dra29,Fraunhofer Institute for Interfacial Engineering and Biotechnology,False
01rvqha10,Fraunhofer Institute for Manufacturing Engineering and Automation,False
05nn0gw40,"Fraunhofer Institute for Communication, Information Processing and Ergonomics",False
00px80p03,Fraunhofer Institute for Open Communication Systems,False
031kyph18,Gottfried-Wilhelm-Leibniz-Gesellschaft,True
031aqk326,Fraunhofer Institute for Reliability and Microintegration,False
03gjpvv92,Halle Institute for Economic Research,False
04qchsx62,IGES Institut,True
01r4sa504,Institute for Food and Environmental Research,False
00s5yp124,"Fraunhofer Institute for Integrated Circuits IIS, Division Engineering of Adaptive Systems EAS",False
03vvewn46,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",False
0411b0f77,Max Planck Institute for the Structure and Dynamics of Matter,False
01243c877,Fraunhofer Institute for Microelectronic Circuits and Systems,False
04q5rka56,Fraunhofer Institute for Integrated Systems and Device Technology,True
02sm4kj57,Fraunhofer Institute for Technological Trend Analysis,True
0525gz420,Fraunhofer Center for Maritime Logistics and Services,False
04gp0yb49,Fraunhofer Institute for Digital Media Technology,False
00r1wdc11,Fraunhofer Institute for Experimental Software Engineering,True
02hm5m482,Fraunhofer Research Institution for Microsystems and Solid State Technologies,True
024ape423,Fraunhofer Institute for Integrated Circuits,True
01nqmht92,Fraunhofer Institute for Transportation and Infrastructure Systems,True
00z7dje19,Fraunhofer Institute for Material Flow and Logistics,False
03wq67h32,Fraunhofer Institute for Nondestructive Testing,True
0131dra29,Fraunhofer Institute for Interfacial Engineering and Biotechnology,False
01rvqha10,Fraunhofer Institute for Manufacturing Engineering and Automation,False
05nn0gw40,"Fraunhofer Institute for Communication, Information Processing and Ergonomics",False
00px80p03,Fraunhofer Institute for Open Communication Systems,False
031kyph18,Gottfried-Wilhelm-Leibniz-Gesellschaft,True
031aqk326,Fraunhofer Institute for Reliability and Microintegration,True
03gjpvv92,Halle Institute for Economic Research,False
04qchsx62,IGES Institut,False
01r4sa504,Institute for Food and Environmental Research,True
00s5yp124,"Fraunhofer Institute for Integrated Circuits IIS, Division Engineering of Adaptive Systems EAS",True
03vvewn46,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",False
0411b0f77,Max Planck Institute for the Structure and Dynamics of Matter,False
01243c877,Fraunhofer Institute for Microelectronic Circuits and Systems,False
04q5rka56,Fraunhofer Institute for Integrated Systems and Device Technology,False
02sm4kj57,Fraunhofer Institute for Technological Trend Analysis,False
0525gz420,Fraunhofer Center for Maritime Logistics and Services,False
02704zf98,Analytisches Laboratorium,True
01fhp6n41,Forschungsinstitut für Logistik,False
02bgfav21,Institut für angewandte Arbeitswissenschaft,True
040b3ts84,Institut für Medien- und Kommunikationspolitik,False
01vtpxj52,Institut für Stadtforschung und Strukturpolitik,False
04z8qf553,HPO Research Group,True
052qwkx28,Institut für Mikroökologie,False
03k51ct10,UNESCO Institute for Lifelong Learning,False
03wz9xk91,Leibniz-Centre General Linguistics,False
00d0v0049,Max Planck Innovation,False
01dgjdp93,Hanseatic Institute of Technology,False
00z8zhe66,Clinical Research Center for Hair and Skin Science,False
03e2b2m72,Cardiovascular Center Frankfurt,False
00xewv188,Dialysezentrum Potsdam,True
02p1wqy15,Nephrologisches Zentrum Goettingen,True
01b2pxy75,Institut für Psychogerontologie,False
024465936,German Diabetes Center Mergentheim,False
025260c90,Innovation Center Denmark,False
00xx3t779,ITW,False
01j9kqj67,Conaris,False
042jb2v70,IOT Labs,False
003kk8e92,Deutsches Textilforschungszentrum Nord-West,False
02tj98425,Aachener Institut für Bauschadensforschung und Angewandte Bauphysik,False
02704zf98,Analytisches Laboratorium,False
01fhp6n41,Forschungsinstitut für Logistik,False
02bgfav21,Institut für angewandte Arbeitswissenschaft,False
040b3ts84,Institut für Medien- und Kommunikationspolitik,True
01vtpxj52,Institut für Stadtforschung und Strukturpolitik,True
04z8qf553,HPO Research Group,True
052qwkx28,Institut für Mikroökologie,False
03k51ct10,UNESCO Institute for Lifelong Learning,False
03wz9xk91,Leibniz-Centre General Linguistics,True
00d0v0049,Max Planck Innovation,False
01dgjdp93,Hanseatic Institute of Technology,False
00z8zhe66,Clinical Research Center for Hair and Skin Science,True
03e2b2m72,Cardiovascular Center Frankfurt,False
00xewv188,Dialysezentrum Potsdam,True
02p1wqy15,Nephrologisches Zentrum Goettingen,False
01b2pxy75,Institut für Psychogerontologie,True
024465936,German Diabetes Center Mergentheim,True
035tqry63,AWA-Institut,False
02k7w8856,Keramikinstitut,True
005zvr630,Forschungsinstitut für Anorganische Werkstoffe -Glas/Keramik,True
03hcbtk03,Institut Dr Schrader Creachem,True
00280kv44,Micromun,False
035pp4s04,Institut für Urheber- und Medienrecht,False
02yh57h22,Forschungsstätte der Evangelischen Studiengemeinschaft,True
02sy3xj90,IFB Adiposity Diseases,False
03fpt5m65,MVZ Labor Ravensburg,False
02yjb3a91,German Heart Research Foundation,False
03hj69t32,Max Planck Center for Visual Computing and Communication,True
04tshyq54,German Institute for Cell and Tissue Replacement,False
01a29cf93,Institut für Industrielle Pharmazie,False
051f1yf64,Institut Kardiale Diagnostik und Therapie,True
05dad0z78,ICM Chemnitz,True
04hp0zc29,Institute for Telematics,True
02302gs61,Society for Clinical Research,False
029rf8d44,Respiratory Research Institute,True
05d854h51,Institute for Diabetes Gerhardt Katsch,False
0590c4t82,Academic Research in Complementary and Integrative Medicine,True
0409fn624,Mammendorf Insitute for Physics and Medicine,False
04904ph59,Saxon Institute for Applied Biotechnology,True
04s3f1024,Staatliches Weinbauinstitut Freiburg,True
035tqry63,AWA-Institut,False
02k7w8856,Keramikinstitut,False
005zvr630,Forschungsinstitut für Anorganische Werkstoffe -Glas/Keramik,True
03hcbtk03,Institut Dr Schrader Creachem,False
00280kv44,Micromun,True
035pp4s04,Institut für Urheber- und Medienrecht,False
02yh57h22,Forschungsstätte der Evangelischen Studiengemeinschaft,True
02sy3xj90,IFB Adiposity Diseases,False
03fpt5m65,MVZ Labor Ravensburg,True
02yjb3a91,German Heart Research Foundation,False
03hj69t32,Max Planck Center for Visual Computing and Communication,False
04tshyq54,German Institute for Cell and Tissue Replacement,False
01a29cf93,Institut für Industrielle Pharmazie,True
051f1yf64,Institut Kardiale Diagnostik und Therapie,False
05dad0z78,ICM Chemnitz,False
04hp0zc29,Institute for Telematics,False
02302gs61,Society for Clinical Research,False
00qtpwp08,Institut Dr. Schauerte,True
00wqjrk21,"Institut für Medizinische Informatik, Biometrie und Epidemiologie",True
01mp0e364,Infektionsmedizinisches Centrum Hamburg,True
049btft62,Netzwerk der Rehabilitationsforschung in Nordrhein-Westfalen,False
01v6tyf80,Institut für Ganzheitliche Medizin und Wissenschaft,False
01sq6ck73,Monika Kutzner Stiftung,False
02kj91m96,Leipzig Heart Institute,False
05a92a023,Institute for Materials Testing and Materials Technology Dr. Neubert,False
029drer02,Institut für Chemo- und Biosensorik,False
00rv22c87,ift Rosenheim,False
02rr12038,LVR-Institut für Landeskunde und Regionalgeschichte,True
02zmk8084,John von Neumann Institute for Computing,False
05hrn3e05,Center for Systems Biology Dresden,False
04c54tg88,IBA Lifesciences,True
034c6t134,Pathodiagnostik Berlin,False
02a98s891,Helmholtz Institute for RNA-based Infection Research,False
053veeq82,Facility for Antiproton and Ion Research,False
01d20y590,Spiekermann and Wegener,True
03sd3yf61,Senckenberg am Meer,True
03sr9xs40,Dermatopathologie Friedrichshafen,False
003aw4c90,Institute of Inland Fisheries in Potsdam-Sacrow,False
0378v2g76,Center for Research in Security and Privacy,False
04zdqq152,Senckenberg German Entomological Institute,True
038rpgw61,Bayerische Landesanstalt für Wald und Forstwirtschaft,True
02wkzzr31,Nanoscale Microscopy and Molecular Physiology of the Brain Cluster of Excellence 171 — DFG Research Center 103,True
03jtvc520,Institute of Energy Economics at the University of Cologne,True
05831r008,Institut für Zuckerrübenforschung,False
02wfk0r79,IWW Water Centre,False
02hcvme33,Institut für Nichtklassische Chemie,False
02pnjnj33,Dr. Margarete Fischer-Bosch-Institute of Clinical Pharmacology,False
01b3ygz78,Institut Kurz,True
034waa237,Cluster of Excellence on Plant Sciences,False
0189jyk25,Aachen Institute for Nuclear Training,True
035wevv89,Bayerische Landesanstalt für Weinbau und Gartenbau,True
00g8ww875,AWS-Institute for Digitized Products and Processes,True
03dqajd65,Forschungsinstitut für Beschäftigung Arbeit Qualifikation,True
00js99a33,Batteryuniversity,True
05edmmt93,Bayerisches Staatsinstitut für Hochschulforschung und Hochschulplanung,False
010h7xw27,BIOP Institute,False
0561c4v90,DermaTronnier,True
01d20y590,Spiekermann and Wegener,False
03sd3yf61,Senckenberg am Meer,False
03sr9xs40,Dermatopathologie Friedrichshafen,True
